hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2024-01-01T00:00:00Z,5.57,1.49,4.96,1.24,4.44,0.5,5.6,15.19,3.79,0.24,0.01,67.34
2024-01-01T01:00:00Z,6.14,2.45,5.23,1.82,5.73,1.45,4.38,15.51,4.59,0.68,0.01,70.96
2024-01-01T02:00:00Z,4.53,2.37,3.96,2.12,5.44,0.97,4.71,17.73,4.83,0.8,0.0,69.87
2024-01-01T03:00:00Z,3.81,1.87,4.74,1.74,4.71,0.68,4.43,19.87,4.19,0.43,0.0,69.61
2024-01-01T04:00:00Z,4.87,1.34,5.38,1.47,3.83,0.15,4.24,18.52,3.78,0.2,0.0,69.54
2024-01-01T05:00:00Z,7.15,1.6,5.61,1.47,4.07,0.49,4.04,14.29,3.7,0.19,0.01,67.49
2024-01-01T06:00:00Z,5.25,1.14,5.3,1.28,3.58,0.03,3.77,17.25,3.63,0.12,0.03,66.5
2024-01-01T07:00:00Z,2.27,0.99,5.39,1.25,3.32,0.0,3.9,22.09,3.32,0.02,0.0,67.73
2024-01-01T08:00:00Z,3.61,1.18,5.42,1.49,3.73,0.05,3.86,20.41,3.77,0.13,0.0,66.87
2024-01-01T09:00:00Z,5.33,1.34,5.51,1.43,3.97,0.04,3.76,17.75,3.62,0.07,0.0,66.37
2024-01-01T10:00:00Z,3.91,1.96,6.05,1.94,4.97,0.39,4.18,20.88,4.55,0.39,0.0,65.26
2024-01-01T11:00:00Z,4.23,3.28,6.94,2.47,6.36,1.5,4.13,22.21,5.48,0.81,0.0,64.03
2024-01-01T12:00:00Z,6.22,3.02,6.71,2.25,5.57,0.68,4.04,21.08,4.82,0.49,0.0,64.52
2024-01-01T13:00:00Z,5.89,3.06,6.39,2.09,5.37,0.54,3.68,21.29,4.37,0.22,0.01,62.87
2024-01-01T14:00:00Z,8.92,3.16,7.29,2.35,6.0,0.8,3.69,18.82,4.93,0.39,0.0,56.51
2024-01-01T15:00:00Z,7.77,3.67,11.37,2.9,7.05,1.52,3.75,19.03,5.96,1.11,0.0,45.33
2024-01-01T16:00:00Z,7.01,3.58,12.56,3.33,7.34,1.57,3.57,18.4,6.69,1.67,0.01,44.36
2024-01-01T17:00:00Z,7.38,3.69,14.04,3.18,7.57,2.12,3.06,17.82,6.79,1.89,0.0,46.02
2024-01-01T18:00:00Z,8.28,2.68,13.16,2.58,6.57,1.64,3.22,17.26,5.9,1.49,0.0,52.71
2024-01-01T19:00:00Z,6.65,2.22,12.05,2.07,6.01,1.31,3.53,19.91,5.75,1.25,0.0,62.01
2024-01-01T20:00:00Z,7.34,4.46,13.94,2.53,8.21,3.97,3.33,16.82,6.12,2.0,0.0,56.47
2024-01-01T21:00:00Z,6.42,3.46,13.05,1.99,7.05,3.12,3.09,16.49,5.59,1.47,0.0,55.72
2024-01-01T22:00:00Z,4.93,2.16,11.77,1.17,5.59,1.74,2.85,20.49,4.63,0.62,0.01,58.14
2024-01-01T23:00:00Z,3.93,0.93,9.82,0.56,4.33,0.54,2.61,23.81,3.78,0.01,0.0,62.32
2024-01-02T00:00:00Z,4.05,0.75,10.93,0.39,4.17,0.36,2.55,25.57,3.63,0.0,0.0,68.56
2024-01-02T01:00:00Z,3.41,0.38,9.89,0.36,3.71,0.03,2.72,26.84,3.61,0.01,0.01,74.06
2024-01-02T02:00:00Z,4.44,1.1,2.9,0.86,4.41,0.15,3.21,23.18,3.65,0.04,0.0,72.95
2024-01-02T03:00:00Z,2.07,1.56,4.47,1.14,4.88,0.42,2.9,28.0,3.91,0.08,0.0,73.68
2024-01-02T04:00:00Z,2.49,1.52,7.01,1.15,4.95,0.38,2.74,27.96,4.19,0.1,0.0,72.25
2024-01-02T05:00:00Z,3.4,2.03,7.11,1.24,5.86,0.57,3.07,26.95,4.58,0.1,0.0,69.46
2024-01-02T06:00:00Z,4.73,2.49,7.72,1.64,6.44,1.01,2.66,25.92,5.16,0.3,0.0,67.63
2024-01-02T07:00:00Z,5.66,2.98,12.29,1.99,7.31,1.49,3.0,24.34,5.97,0.58,0.06,60.63
2024-01-02T08:00:00Z,9.12,4.25,12.91,2.93,9.55,2.28,3.17,21.35,7.7,1.25,0.0,60.22
2024-01-02T09:00:00Z,9.99,5.44,11.02,2.96,11.49,3.15,3.34,21.04,7.79,1.21,0.0,56.47
2024-01-02T10:00:00Z,8.52,3.52,11.91,2.59,8.36,2.02,3.27,22.35,7.15,1.0,0.0,65.61
2024-01-02T11:00:00Z,13.01,2.98,15.59,2.15,7.37,1.97,3.32,14.98,6.14,0.99,0.01,43.97
2024-01-02T12:00:00Z,16.96,4.61,14.55,2.3,9.2,3.56,3.47,8.28,6.32,1.29,0.0,44.33
2024-01-02T13:00:00Z,9.29,3.2,12.26,1.28,7.21,2.4,2.43,15.12,4.75,0.49,0.0,50.72
2024-01-02T14:00:00Z,8.36,1.51,11.38,0.58,5.06,0.97,2.89,20.73,3.73,0.08,0.0,61.92
2024-01-02T15:00:00Z,7.52,2.47,14.53,0.66,5.85,2.04,2.71,20.17,3.81,0.12,0.0,50.86
2024-01-02T16:00:00Z,5.28,1.23,11.38,0.98,4.63,0.77,3.05,23.91,4.25,0.37,0.0,56.68
2024-01-02T17:00:00Z,5.37,1.04,9.37,0.84,4.43,0.53,2.69,25.88,4.04,0.18,0.0,71.3
2024-01-02T18:00:00Z,8.63,1.89,9.03,1.06,5.26,1.34,3.17,23.98,4.24,0.35,0.01,76.12
2024-01-02T19:00:00Z,10.76,5.83,9.07,2.53,9.23,5.24,3.22,19.42,5.93,1.92,0.0,74.88
2024-01-02T20:00:00Z,8.72,2.02,7.88,1.39,5.34,1.47,3.1,20.86,4.48,0.75,0.0,74.66
2024-01-02T21:00:00Z,7.24,1.56,8.24,0.98,4.96,0.89,3.15,20.92,3.96,0.2,0.01,66.0
2024-01-02T22:00:00Z,7.19,1.94,10.1,1.68,5.31,1.16,3.65,20.85,4.93,0.74,0.0,63.27
2024-01-02T23:00:00Z,3.55,1.86,7.99,1.38,5.4,0.7,3.05,23.88,4.72,0.22,0.0,63.79
2024-01-03T00:00:00Z,2.1,2.08,6.09,1.47,5.7,0.63,3.18,24.87,4.65,0.11,0.01,63.81
2024-01-03T01:00:00Z,2.61,2.01,6.97,1.46,5.57,0.48,2.75,24.81,4.69,0.16,0.01,63.29
2024-01-03T02:00:00Z,2.95,2.19,6.92,1.73,6.07,0.64,2.75,23.94,5.4,0.39,0.0,62.63
2024-01-03T03:00:00Z,2.88,1.92,7.13,1.52,5.63,0.43,2.62,24.22,5.14,0.47,0.0,61.24
2024-01-03T04:00:00Z,2.79,1.71,8.63,1.44,5.33,0.47,2.46,23.12,5.12,0.51,0.0,60.68
2024-01-03T05:00:00Z,2.08,1.34,7.06,1.2,4.98,0.24,1.72,22.94,4.5,0.19,0.0,61.57
2024-01-03T06:00:00Z,,,8.07,1.78,,,,,5.52,0.73,0.0,62.63
2024-01-03T07:00:00Z,,,9.59,1.59,,,,,5.26,0.65,0.0,57.82
2024-01-03T08:00:00Z,,,19.05,1.43,,,,,5.01,0.41,0.0,28.65
2024-01-03T09:00:00Z,,,19.62,1.3,,,,,4.91,0.39,0.01,35.1
2024-01-03T10:00:00Z,1.29,2.87,13.45,1.64,7.71,1.72,38.03,0.0,5.49,0.29,0.0,48.84
2024-01-03T11:00:00Z,4.22,3.39,13.14,4.1,7.73,1.99,27.52,0.03,8.5,2.85,0.01,49.75
2024-01-03T12:00:00Z,8.82,3.58,10.69,2.6,7.41,2.07,20.09,0.07,6.06,1.11,0.01,49.87
2024-01-03T13:00:00Z,16.0,3.64,10.28,1.96,6.65,1.99,16.49,0.05,4.74,0.56,0.06,48.99
2024-01-03T14:00:00Z,17.38,1.31,8.82,1.04,3.77,0.33,12.23,1.17,3.18,0.01,0.03,63.71
2024-01-03T15:00:00Z,16.98,1.58,11.58,0.87,4.37,0.83,9.05,1.91,3.41,0.08,0.0,65.26
2024-01-03T16:00:00Z,20.67,2.92,11.18,1.29,5.95,2.31,8.41,0.38,3.95,0.37,0.01,61.52
2024-01-03T17:00:00Z,19.79,4.91,10.92,2.62,8.16,4.39,7.57,0.23,5.71,1.78,0.02,56.49
2024-01-03T18:00:00Z,26.17,6.92,11.31,3.0,10.51,6.34,7.58,0.0,6.27,2.12,0.0,53.55
2024-01-03T19:00:00Z,24.49,8.99,10.37,3.84,13.36,7.97,7.48,0.0,7.46,3.07,0.0,54.72
2024-01-03T20:00:00Z,17.92,9.53,11.15,4.94,14.21,8.46,5.81,0.14,8.86,3.98,0.0,53.2
2024-01-03T21:00:00Z,12.8,8.05,9.99,5.19,12.07,7.3,4.25,1.84,9.26,4.28,0.01,49.51
2024-01-03T22:00:00Z,12.6,7.19,11.55,4.75,11.35,6.47,4.53,2.22,8.61,3.87,0.01,43.48
2024-01-03T23:00:00Z,10.84,4.76,9.8,3.0,8.52,3.99,4.4,4.43,6.35,2.07,0.01,48.8
2024-01-04T00:00:00Z,8.32,2.55,9.66,2.4,5.87,1.79,4.25,8.68,5.66,1.52,0.02,50.97
2024-01-04T01:00:00Z,7.5,3.44,9.58,2.78,6.84,2.89,4.12,8.96,6.08,2.13,0.03,52.69
2024-01-04T02:00:00Z,6.96,1.82,8.79,1.7,5.04,1.1,3.34,10.18,4.79,0.85,0.0,51.43
2024-01-04T03:00:00Z,6.96,2.08,8.87,1.63,5.34,1.37,3.87,9.08,4.76,0.82,0.01,47.61
2024-01-04T04:00:00Z,6.33,1.35,7.91,1.16,4.54,0.6,3.68,10.93,4.08,0.34,0.02,51.42
2024-01-04T05:00:00Z,5.97,1.1,7.02,1.26,4.15,0.39,3.75,12.29,4.14,0.53,0.0,53.53
2024-01-04T06:00:00Z,9.03,1.56,5.57,1.35,4.72,0.66,4.49,9.94,4.4,0.49,0.0,51.09
2024-01-04T07:00:00Z,13.49,1.77,8.18,1.23,5.14,0.73,5.54,6.62,4.37,0.54,0.0,45.85
2024-01-04T08:00:00Z,18.62,2.53,11.07,1.5,6.22,1.4,6.81,3.45,5.28,0.54,0.0,42.37
2024-01-04T09:00:00Z,18.32,2.92,18.49,2.22,6.91,1.5,6.51,3.61,5.95,1.23,0.04,24.31
2024-01-04T10:00:00Z,16.04,3.5,15.03,2.91,7.66,2.03,5.91,4.81,7.15,1.68,0.0,37.04
2024-01-04T11:00:00Z,15.5,3.11,11.68,2.6,6.81,1.45,6.01,5.76,6.56,1.48,0.0,42.9
2024-01-04T12:00:00Z,14.77,3.76,10.4,2.57,7.61,1.84,5.92,8.0,6.08,1.15,0.05,43.36
2024-01-04T13:00:00Z,16.73,4.36,12.48,3.25,8.19,2.3,5.77,7.42,6.92,1.35,0.0,38.06
2024-01-04T14:00:00Z,18.72,3.84,17.2,2.89,7.26,1.69,4.91,3.86,6.45,1.1,0.01,30.38
2024-01-04T15:00:00Z,23.66,4.24,19.01,3.1,7.59,2.55,4.73,0.15,6.73,1.48,0.01,27.13
2024-01-04T16:00:00Z,29.39,4.95,26.04,5.58,8.84,3.3,7.4,0.0,10.53,4.33,0.07,6.38
2024-01-04T17:00:00Z,27.71,5.98,34.1,11.82,10.38,4.85,7.67,0.0,19.0,10.62,0.38,0.0
2024-01-04T18:00:00Z,34.9,16.05,25.5,12.34,22.58,14.23,14.24,0.0,19.53,11.36,0.05,4.74
2024-01-04T19:00:00Z,34.94,10.42,20.82,9.55,15.78,9.03,18.73,0.0,15.06,8.62,0.0,9.48
2024-01-04T20:00:00Z,25.46,11.99,24.4,14.77,17.05,10.66,11.88,0.0,22.06,13.66,0.03,2.17
2024-01-04T21:00:00Z,20.41,14.25,16.31,13.78,19.77,12.72,6.83,0.0,20.53,12.61,0.03,13.93
2024-01-04T22:00:00Z,21.4,18.79,21.35,15.59,25.82,17.0,6.19,0.0,22.78,14.49,0.0,3.54
2024-01-04T23:00:00Z,20.43,21.3,23.03,15.92,28.18,19.73,5.6,0.0,23.01,14.83,0.0,3.55
2024-01-05T00:00:00Z,18.11,21.31,24.16,15.68,30.0,19.48,3.14,0.0,23.45,14.53,0.0,1.81
2024-01-05T01:00:00Z,16.63,17.73,22.66,16.83,24.42,14.84,2.47,0.0,26.69,15.66,0.0,3.44
2024-01-05T02:00:00Z,14.27,15.89,25.61,15.58,22.12,13.7,2.14,0.0,24.36,14.35,0.0,0.73
2024-01-05T03:00:00Z,8.12,11.17,25.66,15.34,16.67,8.8,1.67,0.0,24.13,14.15,0.0,0.59
2024-01-05T04:00:00Z,5.96,7.58,19.61,14.37,12.34,5.76,2.13,0.64,22.67,12.59,0.0,9.72
2024-01-05T05:00:00Z,3.77,3.42,9.23,5.26,7.24,2.36,2.0,3.78,9.93,4.12,0.0,31.8
2024-01-05T06:00:00Z,6.48,4.61,8.85,3.14,8.86,3.13,2.16,2.76,7.09,2.04,0.0,41.78
2024-01-05T07:00:00Z,11.39,6.9,13.54,5.01,11.43,5.11,3.48,0.03,9.41,3.74,0.05,27.45
2024-01-05T08:00:00Z,11.75,7.83,18.01,6.0,12.47,5.64,3.12,0.39,10.61,4.64,0.24,20.62
2024-01-05T09:00:00Z,13.99,10.17,18.95,7.53,15.2,7.61,3.11,0.0,12.8,6.18,0.03,19.07
2024-01-05T10:00:00Z,13.84,13.13,18.93,10.24,19.03,10.16,3.03,0.0,17.13,8.53,0.0,18.74
2024-01-05T11:00:00Z,11.59,13.02,15.19,12.62,18.76,9.99,2.29,0.02,20.33,10.34,0.05,26.41
2024-01-05T12:00:00Z,9.5,11.1,15.01,9.3,16.3,8.08,2.17,1.25,15.53,7.27,0.03,24.83
2024-01-05T13:00:00Z,8.68,10.53,14.11,6.69,15.55,7.56,1.66,2.84,11.45,4.68,0.01,26.64
2024-01-05T14:00:00Z,10.04,11.2,17.63,7.5,16.51,8.02,1.44,1.61,12.52,5.57,0.08,21.98
2024-01-05T15:00:00Z,11.75,11.11,21.21,7.86,16.4,8.1,1.4,0.91,12.81,5.87,0.17,14.29
2024-01-05T16:00:00Z,15.4,11.34,25.92,8.84,16.53,8.61,1.74,0.0,14.48,7.07,0.06,4.04
2024-01-05T17:00:00Z,19.45,11.46,26.98,10.47,17.05,9.08,2.4,0.0,16.77,9.01,0.01,1.86
2024-01-05T18:00:00Z,18.33,16.58,33.12,11.46,23.29,13.95,2.62,0.0,17.9,10.19,0.06,0.0
2024-01-05T19:00:00Z,21.71,18.17,31.77,9.76,25.12,15.85,4.67,0.0,15.5,8.43,0.04,0.0
2024-01-05T20:00:00Z,17.81,19.43,31.65,13.24,26.73,16.3,2.54,0.0,20.41,12.04,0.56,0.0
2024-01-05T21:00:00Z,12.82,19.89,19.24,14.52,27.52,16.44,1.95,0.01,22.66,12.3,0.0,18.53
2024-01-05T22:00:00Z,16.14,21.76,16.01,15.92,30.44,16.93,3.71,0.0,25.74,13.53,0.0,22.19
2024-01-05T23:00:00Z,12.72,22.85,17.4,17.02,31.62,18.3,2.55,0.0,28.02,14.93,0.0,18.58
2024-01-06T00:00:00Z,9.28,23.04,15.41,14.97,32.22,18.6,2.03,0.0,23.39,12.83,0.0,23.79
2024-01-06T01:00:00Z,7.21,20.26,17.35,17.16,27.55,16.06,1.61,0.0,27.8,15.11,0.0,10.54
2024-01-06T02:00:00Z,5.95,17.42,17.65,17.28,23.66,13.45,1.56,0.0,28.43,15.43,0.0,8.21
2024-01-06T03:00:00Z,5.12,16.41,15.65,17.15,22.51,12.76,1.92,0.0,27.44,15.69,0.03,10.93
2024-01-06T04:00:00Z,6.64,18.67,9.41,11.43,25.71,15.36,1.73,0.0,18.62,10.13,0.0,26.07
2024-01-06T05:00:00Z,4.28,19.9,6.83,7.62,27.08,16.94,1.53,0.0,12.75,6.61,0.01,36.57
2024-01-06T06:00:00Z,7.96,18.78,7.03,7.91,25.25,15.56,2.77,0.0,12.96,6.71,0.0,34.38
2024-01-06T07:00:00Z,8.16,10.45,14.15,12.45,15.25,8.61,3.13,0.0,19.4,10.79,1.19,17.63
2024-01-06T08:00:00Z,5.52,3.61,16.75,12.0,7.28,2.77,2.32,0.07,18.31,10.54,0.12,4.11
2024-01-06T09:00:00Z,9.09,3.31,14.56,7.62,6.92,2.6,3.11,0.9,12.27,6.86,0.06,16.88
2024-01-06T10:00:00Z,7.64,3.03,18.13,5.28,6.67,2.4,2.27,3.59,9.44,4.6,0.06,14.08
2024-01-06T11:00:00Z,6.04,2.82,15.63,4.72,5.8,1.5,2.14,5.52,8.58,3.83,0.02,23.62
2024-01-06T12:00:00Z,4.17,4.13,12.15,4.71,6.23,2.25,1.32,6.81,8.57,3.56,0.02,25.44
2024-01-06T13:00:00Z,4.43,5.62,11.28,3.9,7.27,2.88,0.83,10.38,6.94,2.65,0.0,27.69
2024-01-06T14:00:00Z,4.04,6.05,10.99,3.21,7.4,2.98,0.49,12.29,5.82,1.69,0.01,29.73
2024-01-06T15:00:00Z,10.18,4.49,12.14,3.33,5.44,1.76,0.63,14.72,6.09,1.93,0.0,32.09
2024-01-06T16:00:00Z,6.79,5.51,15.95,7.15,7.28,2.6,0.23,14.3,11.72,5.81,0.02,25.52
2024-01-06T17:00:00Z,14.78,5.27,19.32,6.22,8.1,3.32,0.52,6.22,10.34,5.25,0.0,18.3
2024-01-06T18:00:00Z,16.45,6.89,24.1,12.11,10.6,5.33,1.7,1.72,17.81,10.89,0.01,6.21
2024-01-06T19:00:00Z,17.32,14.29,18.63,7.99,21.23,12.31,1.33,0.2,12.85,6.76,0.0,20.37
2024-01-06T20:00:00Z,12.38,17.67,20.6,11.1,25.77,14.86,1.33,0.94,17.15,9.99,0.0,15.89
2024-01-06T21:00:00Z,12.93,20.45,14.97,9.89,29.53,17.54,1.29,0.0,15.86,8.81,0.0,26.42
2024-01-06T22:00:00Z,13.8,16.15,17.35,9.64,22.79,13.91,2.02,0.0,15.31,8.67,0.9,21.95
2024-01-06T23:00:00Z,10.96,16.55,15.58,12.55,23.59,14.2,1.52,0.71,19.01,11.41,0.0,20.99
2024-01-07T00:00:00Z,3.69,9.19,10.03,10.77,13.92,7.5,1.17,9.54,16.54,9.67,0.0,34.45
2024-01-07T01:00:00Z,2.89,9.54,8.38,9.94,14.18,7.88,1.41,7.81,15.92,8.77,0.0,37.28
2024-01-07T02:00:00Z,2.29,6.64,6.89,7.85,10.93,5.38,1.56,9.55,13.04,6.83,0.0,41.5
2024-01-07T03:00:00Z,0.85,5.12,6.41,6.59,9.06,4.28,1.45,13.38,11.22,5.74,0.0,42.83
2024-01-07T04:00:00Z,1.02,4.69,6.27,5.47,8.53,3.27,1.6,12.22,9.99,4.51,0.03,46.07
2024-01-07T05:00:00Z,1.46,4.58,6.12,4.85,8.56,3.23,1.65,10.48,9.32,4.02,0.0,44.17
2024-01-07T06:00:00Z,1.83,4.88,6.01,5.07,8.77,3.56,1.58,9.28,9.27,4.31,0.0,46.69
2024-01-07T07:00:00Z,1.57,3.06,4.82,4.16,6.41,1.92,1.53,13.71,7.72,3.36,0.0,50.35
2024-01-07T08:00:00Z,1.04,2.7,3.75,3.45,5.9,1.57,1.6,14.71,6.77,2.4,0.0,51.61
2024-01-07T09:00:00Z,2.86,2.84,6.56,4.1,5.98,1.81,2.29,13.03,8.02,3.16,0.0,48.28
2024-01-07T10:00:00Z,3.4,2.79,9.29,4.27,5.75,1.84,1.79,13.8,8.44,3.2,0.0,44.87
2024-01-07T11:00:00Z,3.57,2.47,9.54,4.14,5.06,1.03,1.85,15.46,7.75,3.16,0.02,42.29
2024-01-07T12:00:00Z,2.85,2.72,6.04,2.72,4.63,0.82,1.54,20.18,5.12,1.4,0.01,47.69
2024-01-07T13:00:00Z,1.44,2.69,3.47,2.78,4.02,0.83,1.44,24.04,5.01,1.26,0.0,54.08
2024-01-07T14:00:00Z,2.59,2.79,3.0,2.68,4.01,0.71,1.35,27.06,4.31,1.05,0.06,60.68
2024-01-07T15:00:00Z,3.51,3.62,5.69,4.24,4.86,1.59,1.31,25.24,6.94,2.47,0.01,58.61
2024-01-07T16:00:00Z,5.92,4.67,7.14,5.13,6.79,2.84,1.3,22.93,8.33,3.48,0.0,58.79
2024-01-07T17:00:00Z,6.3,6.22,8.74,7.12,8.68,4.77,1.62,21.13,11.15,5.68,0.0,56.0
2024-01-07T18:00:00Z,7.16,7.0,7.5,4.57,10.69,5.09,1.59,19.17,7.77,3.1,0.01,59.12
2024-01-07T19:00:00Z,8.98,7.31,9.44,8.15,11.38,5.19,1.95,15.09,13.73,6.3,0.0,55.35
2024-01-07T20:00:00Z,8.62,10.99,14.24,11.21,16.08,9.13,1.95,13.38,18.03,9.65,0.0,42.86
2024-01-07T21:00:00Z,8.42,9.94,13.86,12.93,14.43,8.42,2.24,12.75,19.83,11.6,0.02,42.05
2024-01-07T22:00:00Z,8.35,10.29,11.65,11.18,15.25,8.18,2.01,11.51,17.68,9.71,0.0,43.6
2024-01-07T23:00:00Z,9.75,11.12,9.83,9.26,16.38,8.96,2.34,7.07,15.34,7.91,0.0,47.06
2024-01-08T00:00:00Z,5.76,13.44,8.76,7.4,19.57,11.22,2.31,11.14,12.21,6.28,0.0,50.81
2024-01-08T01:00:00Z,3.75,8.17,7.23,7.59,12.54,6.5,2.26,15.25,12.54,6.44,0.0,51.99
2024-01-08T02:00:00Z,2.82,7.58,6.83,7.41,12.05,5.86,2.05,13.19,12.6,6.24,0.0,49.44
2024-01-08T03:00:00Z,3.77,6.82,6.73,7.43,11.16,5.13,2.67,7.89,12.67,6.28,0.01,48.03
2024-01-08T04:00:00Z,2.04,7.63,8.59,9.89,11.77,6.18,2.58,5.84,15.81,8.72,0.0,44.31
2024-01-08T05:00:00Z,5.96,8.34,9.02,9.41,12.75,7.05,2.8,2.28,15.26,8.2,0.03,41.51
2024-01-08T06:00:00Z,7.06,7.22,8.41,8.35,11.59,6.0,3.34,7.19,14.13,7.35,0.01,45.71
2024-01-08T07:00:00Z,11.2,10.55,9.27,6.14,15.48,8.93,3.24,2.88,10.46,4.98,0.0,43.67
2024-01-08T08:00:00Z,10.32,9.32,14.2,7.39,14.0,7.43,2.44,4.48,12.33,6.44,0.03,30.82
2024-01-08T09:00:00Z,11.24,8.82,15.84,7.83,13.26,7.42,2.53,3.24,12.92,6.84,0.0,26.61
2024-01-08T10:00:00Z,8.3,6.27,12.6,7.06,9.99,4.84,2.16,9.81,11.57,5.94,0.0,35.71
2024-01-08T11:00:00Z,6.08,4.82,10.18,5.44,8.15,3.46,2.39,14.17,9.2,4.19,0.0,40.45
2024-01-08T12:00:00Z,5.22,3.78,7.29,3.31,6.33,2.19,1.73,17.94,6.06,1.94,0.01,49.87
2024-01-08T13:00:00Z,4.39,3.08,6.21,3.48,5.34,1.47,1.55,20.79,6.07,2.13,0.0,53.16
2024-01-08T14:00:00Z,3.91,4.63,5.17,4.17,7.32,2.91,1.89,23.31,7.17,2.48,0.0,57.78
2024-01-08T15:00:00Z,4.51,4.17,5.57,3.83,6.69,2.24,1.5,22.98,6.72,2.21,0.0,59.31
2024-01-08T16:00:00Z,4.35,4.4,7.09,3.99,7.07,2.5,1.85,23.97,7.04,2.41,0.0,58.83
2024-01-08T17:00:00Z,5.29,4.18,8.26,4.9,6.95,2.32,2.13,23.22,8.69,3.27,0.0,58.92
2024-01-08T18:00:00Z,5.11,3.52,8.33,5.43,6.23,1.53,1.82,25.08,9.74,3.83,0.01,61.41
2024-01-08T19:00:00Z,4.96,3.86,8.1,4.13,6.8,1.81,1.95,25.11,7.94,2.49,0.0,63.05
2024-01-08T20:00:00Z,5.55,4.18,8.61,4.12,7.45,2.27,1.8,24.03,7.7,2.79,0.0,60.56
2024-01-08T21:00:00Z,5.06,4.63,7.84,3.55,8.07,2.53,2.08,23.56,6.96,2.08,0.0,62.33
2024-01-08T22:00:00Z,5.11,3.93,6.04,3.76,6.85,2.01,1.86,23.81,7.18,2.29,0.0,61.75
2024-01-08T23:00:00Z,8.98,4.0,4.71,3.38,6.98,2.1,2.15,19.15,6.55,1.91,0.0,63.61
2024-01-09T00:00:00Z,5.98,4.5,4.92,3.15,7.53,2.86,1.6,21.59,6.22,1.66,0.0,62.84
2024-01-09T01:00:00Z,3.75,4.37,5.14,3.01,7.52,2.81,2.36,21.95,6.22,1.49,0.0,63.46
2024-01-09T02:00:00Z,4.01,3.14,6.6,3.04,6.24,1.23,2.23,19.77,6.48,1.68,0.0,59.49
2024-01-09T03:00:00Z,3.76,3.2,6.15,3.0,6.33,1.44,2.21,19.0,6.38,1.53,0.0,56.54
2024-01-09T04:00:00Z,4.27,2.92,7.87,2.81,6.04,1.17,2.36,16.95,6.4,1.67,0.0,57.47
2024-01-09T05:00:00Z,4.1,3.54,7.09,3.56,7.06,1.85,2.37,18.19,7.19,2.21,0.0,56.22
2024-01-09T06:00:00Z,3.83,3.07,6.87,3.24,6.15,1.39,2.08,19.05,6.84,1.91,0.0,52.82
2024-01-09T07:00:00Z,4.34,2.91,10.79,3.64,6.09,1.18,2.34,17.07,7.29,2.13,0.0,40.18
2024-01-09T08:00:00Z,6.05,2.92,13.6,3.71,6.48,1.24,2.46,15.39,7.7,2.32,0.0,34.48
2024-01-09T09:00:00Z,8.84,2.74,13.7,2.56,5.97,1.0,3.25,13.07,6.13,1.22,0.02,38.4
2024-01-09T10:00:00Z,7.23,3.96,10.29,2.89,7.38,2.35,1.95,16.17,6.9,1.55,0.0,50.35
2024-01-09T11:00:00Z,6.02,4.77,8.41,3.48,7.87,3.04,2.35,19.48,7.18,2.09,0.01,53.15
2024-01-09T12:00:00Z,5.02,3.36,6.74,2.52,5.65,1.09,1.68,23.64,5.18,0.94,0.01,56.07
2024-01-09T13:00:00Z,3.45,3.75,4.0,2.41,5.08,0.91,1.09,29.56,4.68,0.65,0.05,61.65
2024-01-09T14:00:00Z,3.78,4.46,4.82,2.31,5.56,1.67,0.79,32.3,4.16,0.44,0.0,63.1
2024-01-09T15:00:00Z,5.98,4.69,5.87,2.5,6.32,1.57,1.27,32.0,4.59,0.65,0.01,65.04
2024-01-09T16:00:00Z,7.08,3.49,7.8,2.69,4.48,0.77,0.91,28.87,5.01,0.87,0.0,63.29
2024-01-09T17:00:00Z,9.67,4.76,9.59,2.75,6.93,2.6,1.5,23.88,5.37,1.18,0.0,60.25
2024-01-09T18:00:00Z,9.19,3.85,11.15,7.26,6.76,1.81,1.63,22.02,13.19,5.44,0.01,58.21
2024-01-09T19:00:00Z,8.44,3.92,11.03,7.55,7.06,2.13,1.64,20.16,13.42,5.93,0.0,56.9
2024-01-09T20:00:00Z,7.83,5.2,9.92,8.19,8.59,3.84,1.84,18.65,14.27,6.75,0.02,56.63
2024-01-09T21:00:00Z,6.37,4.44,9.37,6.51,8.15,2.84,1.68,17.17,11.49,4.9,0.01,55.59
2024-01-09T22:00:00Z,5.39,4.46,8.73,6.37,7.96,2.79,2.13,17.04,11.17,5.0,0.0,52.5
2024-01-09T23:00:00Z,4.19,4.21,7.38,4.15,7.63,2.56,1.78,18.58,8.26,2.92,0.0,56.02
2024-01-10T00:00:00Z,3.56,3.58,6.7,3.24,7.12,2.05,1.84,19.96,7.16,2.06,0.0,56.47
2024-01-10T01:00:00Z,3.28,2.61,5.92,3.73,5.78,1.09,1.77,20.1,7.84,2.31,0.0,58.37
2024-01-10T02:00:00Z,2.74,3.61,5.6,2.74,6.73,2.74,2.25,20.48,6.47,1.66,0.0,59.74
