hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2024-02-09T13:00:00Z,10.23,1.24,13.31,0.82,4.58,0.74,2.26,10.46,3.7,0.19,0.0,62.22
2024-02-09T14:00:00Z,11.02,1.72,15.32,1.16,4.85,1.18,2.15,8.98,3.92,0.6,0.0,59.2
2024-02-09T15:00:00Z,11.21,0.99,9.55,1.14,3.97,0.27,2.41,8.81,3.59,0.39,0.0,63.66
2024-02-09T16:00:00Z,10.16,0.87,5.29,1.04,3.16,0.07,2.55,8.65,2.75,0.0,0.0,66.27
2024-02-09T17:00:00Z,10.66,1.81,17.65,1.41,4.47,0.83,2.13,8.51,3.75,0.48,0.0,55.23
2024-02-09T18:00:00Z,12.26,2.04,19.82,1.97,5.37,0.92,2.35,8.09,4.89,1.21,0.0,49.14
2024-02-09T19:00:00Z,10.21,2.3,21.17,1.92,5.87,1.27,1.47,10.63,5.04,1.23,0.0,48.63
2024-02-09T20:00:00Z,8.26,3.14,18.76,2.18,7.01,2.26,1.68,12.1,5.33,1.6,0.0,41.15
2024-02-09T21:00:00Z,7.5,4.51,20.77,3.3,8.46,3.78,1.35,10.32,6.83,2.84,0.0,37.56
2024-02-09T22:00:00Z,5.93,4.35,18.8,3.28,8.4,3.45,1.17,11.44,6.66,2.71,0.07,36.17
2024-02-09T23:00:00Z,4.63,5.51,14.85,2.86,9.68,4.51,0.91,12.12,6.3,2.38,0.0,42.09
2024-02-10T00:00:00Z,5.21,6.22,13.43,2.02,10.38,5.1,1.05,9.32,4.96,1.39,0.0,48.28
2024-02-10T01:00:00Z,5.08,8.01,12.31,2.32,12.72,6.67,0.9,8.54,5.41,1.83,0.0,46.16
2024-02-10T02:00:00Z,3.65,7.41,11.83,3.57,11.9,5.87,0.85,6.78,7.12,2.78,0.0,34.71
2024-02-10T03:00:00Z,3.63,6.93,14.34,5.26,11.13,5.36,1.11,1.84,9.38,4.37,0.07,28.87
2024-02-10T04:00:00Z,6.86,7.74,11.99,6.03,12.17,5.59,1.44,0.19,10.17,4.99,0.29,22.34
2024-02-10T05:00:00Z,5.17,4.75,11.8,5.38,8.56,3.43,1.33,0.15,9.14,4.66,0.35,23.83
2024-02-10T06:00:00Z,7.05,4.25,14.43,5.82,8.02,3.27,1.58,0.45,9.95,5.02,1.06,18.34
2024-02-10T07:00:00Z,5.67,11.63,16.32,9.98,16.96,8.0,1.4,1.1,16.23,7.59,1.15,19.37
2024-02-10T08:00:00Z,5.33,13.22,16.07,10.91,19.23,8.71,1.7,1.08,18.08,8.49,0.83,14.65
2024-02-10T09:00:00Z,9.56,11.22,21.41,7.7,16.57,7.77,2.58,0.02,13.09,6.29,0.26,11.99
2024-02-10T10:00:00Z,11.1,8.63,19.7,5.73,13.3,6.49,2.8,0.0,10.14,4.46,0.12,17.17
2024-02-10T11:00:00Z,7.07,5.16,11.59,5.07,8.61,3.4,2.05,3.13,8.29,3.87,0.0,25.83
2024-02-10T12:00:00Z,9.05,3.99,9.33,4.45,6.51,2.11,2.47,2.77,6.9,3.06,0.0,33.7
2024-02-10T13:00:00Z,11.68,4.62,13.48,3.65,7.19,2.86,1.67,2.11,5.61,2.23,0.0,39.37
2024-02-10T14:00:00Z,10.32,2.52,15.47,3.52,4.8,1.11,2.03,7.81,5.67,2.25,0.0,45.49
2024-02-10T15:00:00Z,11.13,2.63,16.34,2.76,5.16,1.26,1.65,8.16,4.63,1.64,0.0,45.84
2024-02-10T16:00:00Z,14.34,2.43,17.79,3.23,5.08,1.19,1.58,3.25,5.63,2.37,0.0,40.83
2024-02-10T17:00:00Z,18.73,4.44,19.3,4.27,7.67,3.24,3.36,0.43,7.16,3.46,0.0,36.32
2024-02-10T18:00:00Z,16.54,10.86,20.28,4.93,15.34,9.51,2.07,0.08,8.05,4.29,0.0,31.22
2024-02-10T19:00:00Z,19.0,9.81,28.8,11.84,14.47,8.59,4.28,0.0,17.11,10.92,0.0,17.89
2024-02-10T20:00:00Z,18.91,10.71,29.47,10.87,15.49,9.38,6.66,0.0,15.01,9.98,3.33,13.56
2024-02-10T21:00:00Z,12.42,9.93,28.95,16.06,14.62,8.31,4.83,0.0,21.51,14.93,1.54,6.51
2024-02-10T22:00:00Z,9.7,10.99,24.32,15.87,15.78,8.62,4.04,0.0,21.53,14.72,0.41,5.32
2024-02-10T23:00:00Z,13.04,15.1,20.98,17.31,20.63,12.68,6.74,0.0,25.37,16.15,0.62,1.55
2024-02-11T00:00:00Z,13.46,19.62,24.92,21.36,27.15,16.17,5.96,0.0,32.08,19.96,0.77,0.54
2024-02-11T01:00:00Z,10.96,23.52,23.84,19.54,33.94,20.27,3.16,0.0,29.88,18.41,0.25,0.11
2024-02-11T02:00:00Z,8.78,23.2,17.85,12.31,33.05,20.21,2.4,0.0,18.87,11.29,0.2,11.03
2024-02-11T03:00:00Z,7.19,19.08,9.23,2.51,26.59,15.87,1.48,0.09,5.42,1.97,0.6,26.47
2024-02-11T04:00:00Z,2.36,5.68,10.71,2.63,9.79,4.35,1.5,2.33,5.59,2.04,0.7,30.69
2024-02-11T05:00:00Z,2.29,4.02,10.81,2.93,7.69,3.16,1.56,0.0,6.26,2.22,0.84,22.11
2024-02-11T06:00:00Z,4.44,3.36,12.49,3.06,6.86,2.62,1.92,0.0,6.35,2.41,1.63,25.02
2024-02-11T07:00:00Z,7.61,12.44,11.55,3.04,18.14,9.41,1.75,0.0,6.39,2.25,3.46,21.66
2024-02-11T08:00:00Z,7.34,16.23,20.49,5.89,23.23,11.78,1.72,0.0,10.08,5.19,4.41,8.0
2024-02-11T09:00:00Z,6.84,16.09,16.6,5.97,23.21,10.77,2.28,0.06,10.26,5.12,2.95,4.32
2024-02-11T10:00:00Z,5.29,18.58,15.0,9.34,26.27,13.18,1.83,0.07,14.93,7.45,0.13,18.04
2024-02-11T11:00:00Z,5.53,16.92,16.64,11.47,24.0,11.91,2.19,0.33,18.59,9.2,0.61,36.82
2024-02-11T12:00:00Z,5.96,16.01,16.04,9.94,23.16,11.84,1.63,2.6,16.02,8.02,0.41,46.25
2024-02-11T13:00:00Z,5.5,20.86,14.28,12.53,29.85,14.81,1.36,3.07,19.96,10.05,0.35,47.81
2024-02-11T14:00:00Z,6.18,21.95,13.03,13.7,32.03,16.35,1.31,4.21,21.24,11.0,0.09,50.64
2024-02-11T15:00:00Z,6.17,24.3,13.01,16.33,36.07,18.63,1.59,3.8,25.28,13.12,0.07,49.09
2024-02-11T16:00:00Z,7.94,24.86,17.03,16.92,36.54,19.91,0.63,3.19,26.29,13.77,0.27,36.54
2024-02-11T17:00:00Z,7.83,21.48,19.35,17.11,31.01,17.06,1.13,3.96,26.35,14.6,0.21,37.62
2024-02-11T18:00:00Z,12.05,19.01,16.1,9.62,27.52,16.62,2.1,1.51,14.8,8.07,0.07,50.73
2024-02-11T19:00:00Z,12.9,11.43,15.15,8.74,16.72,8.81,2.6,0.36,13.7,7.57,0.62,45.65
2024-02-11T20:00:00Z,6.1,2.72,8.77,2.19,5.8,1.57,1.85,3.9,4.81,1.3,0.27,48.99
2024-02-11T21:00:00Z,7.43,2.68,11.42,1.91,5.75,1.7,2.35,2.61,4.12,0.92,0.53,43.27
2024-02-11T22:00:00Z,5.84,3.06,14.68,2.56,6.24,1.94,1.55,5.32,5.46,1.72,1.61,36.77
2024-02-11T23:00:00Z,5.29,3.24,14.69,2.42,6.58,2.17,1.6,5.11,5.26,1.62,2.66,40.38
2024-02-12T00:00:00Z,5.68,4.24,17.07,3.97,7.84,3.15,1.75,3.19,7.09,3.26,1.94,30.23
2024-02-12T01:00:00Z,4.49,2.58,17.5,3.91,5.98,1.56,1.37,6.44,7.03,3.32,4.18,29.36
2024-02-12T02:00:00Z,3.77,2.51,14.15,2.57,5.71,1.35,1.34,9.71,5.42,1.92,4.99,28.84
2024-02-12T03:00:00Z,3.31,1.82,17.12,3.34,4.93,0.77,1.15,11.22,6.47,2.57,3.1,29.76
2024-02-12T04:00:00Z,3.39,3.58,14.78,2.56,6.74,2.78,1.62,10.84,5.58,1.92,2.94,30.29
2024-02-12T05:00:00Z,3.65,2.81,14.63,2.09,5.98,1.99,1.21,11.34,5.14,1.51,2.03,37.85
2024-02-12T06:00:00Z,6.48,3.16,13.33,0.8,5.58,2.54,2.03,10.2,3.18,0.05,3.52,63.6
2024-02-12T07:00:00Z,9.91,4.98,17.68,0.79,7.14,4.45,2.91,5.33,3.18,0.04,7.0,52.38
2024-02-12T08:00:00Z,10.77,4.24,20.5,1.46,7.25,3.29,4.36,4.44,4.15,0.76,4.98,42.48
2024-02-12T09:00:00Z,15.9,2.82,23.62,1.62,5.91,1.98,6.42,0.49,4.35,0.83,6.12,40.6
2024-02-12T10:00:00Z,14.09,2.1,15.89,2.05,4.88,1.0,4.95,1.45,4.07,0.95,4.48,54.91
2024-02-12T11:00:00Z,11.01,2.17,14.58,2.19,4.6,0.72,3.62,6.23,3.54,0.76,0.04,63.56
2024-02-12T12:00:00Z,8.4,2.21,11.64,2.2,3.81,0.22,2.33,11.58,3.31,0.49,0.25,78.61
2024-02-12T13:00:00Z,7.02,2.45,10.03,2.04,2.98,0.12,1.64,14.89,2.74,0.16,0.0,85.7
2024-02-12T14:00:00Z,8.67,2.62,8.2,2.1,3.12,0.11,1.34,17.03,2.54,0.08,0.0,89.83
2024-02-12T15:00:00Z,11.76,2.61,11.17,2.11,3.09,0.06,1.72,14.92,2.43,0.05,0.0,89.49
2024-02-12T16:00:00Z,15.74,2.84,11.5,2.46,3.25,0.16,2.03,10.85,2.77,0.13,0.0,88.72
2024-02-12T17:00:00Z,17.51,2.37,21.24,2.93,2.87,0.13,2.96,11.69,3.67,0.6,0.61,80.72
2024-02-12T18:00:00Z,20.34,2.56,22.37,2.38,3.72,0.51,3.53,6.58,3.01,0.4,0.0,75.87
2024-02-12T19:00:00Z,13.94,2.56,22.33,2.61,4.19,0.65,2.08,10.68,3.77,0.95,0.61,64.96
2024-02-12T20:00:00Z,10.34,2.38,22.74,3.21,4.0,0.51,1.5,13.93,4.79,1.69,1.11,59.92
2024-02-12T21:00:00Z,8.96,2.13,20.37,2.28,3.86,0.49,1.52,17.33,3.55,0.75,1.56,70.09
2024-02-12T22:00:00Z,7.73,1.78,19.77,2.14,3.75,0.32,1.18,18.92,3.8,0.82,1.85,69.04
2024-02-12T23:00:00Z,6.84,1.57,19.34,1.78,4.0,0.17,1.13,19.11,3.51,0.54,1.66,71.54
2024-02-13T00:00:00Z,6.22,1.38,18.48,1.94,4.01,0.16,1.13,18.59,4.16,0.68,1.19,61.43
2024-02-13T01:00:00Z,5.57,1.49,17.04,1.5,4.04,0.31,0.93,17.69,3.71,0.55,1.41,63.82
2024-02-13T02:00:00Z,4.92,1.25,15.5,1.3,3.99,0.18,0.95,17.79,3.47,0.33,1.88,63.91
2024-02-13T03:00:00Z,4.32,1.19,15.34,1.39,3.96,0.18,1.09,16.8,3.73,0.47,0.99,63.61
2024-02-13T04:00:00Z,4.51,1.45,14.46,1.58,4.5,0.43,1.06,16.23,3.91,0.51,1.99,62.81
2024-02-13T05:00:00Z,4.12,1.56,13.65,1.52,4.7,0.53,1.2,16.39,3.86,0.55,0.93,60.86
2024-02-13T06:00:00Z,5.58,1.53,15.0,1.54,4.59,0.53,1.62,14.38,3.94,0.74,1.37,54.58
2024-02-13T07:00:00Z,7.63,2.33,16.06,1.4,5.64,1.46,2.15,10.53,3.66,0.56,0.44,53.7
2024-02-13T08:00:00Z,12.59,2.09,18.18,1.55,5.16,1.1,4.09,2.8,4.07,0.69,1.45,51.47
2024-02-13T09:00:00Z,13.85,1.54,17.69,1.74,4.48,0.42,4.67,2.76,4.08,0.77,3.99,53.38
2024-02-13T10:00:00Z,12.06,1.76,19.81,3.61,4.42,0.7,3.55,5.09,6.88,2.56,1.91,52.49
2024-02-13T11:00:00Z,12.24,1.73,23.46,1.77,4.58,0.51,2.95,6.85,4.19,0.75,2.71,55.09
2024-02-13T12:00:00Z,10.57,2.56,26.4,2.0,5.68,1.78,2.06,9.96,4.63,1.24,0.4,52.66
2024-02-13T13:00:00Z,8.9,2.71,23.52,3.49,5.65,1.89,1.94,11.36,6.52,2.61,0.05,48.37
2024-02-13T14:00:00Z,10.46,3.75,24.15,4.28,6.98,2.94,1.25,10.57,7.43,3.47,0.0,50.22
2024-02-13T15:00:00Z,12.65,5.59,25.85,5.28,8.87,4.89,2.07,5.29,8.27,4.67,0.17,42.61
2024-02-13T16:00:00Z,16.01,6.57,24.89,3.83,9.81,5.91,2.38,1.4,7.1,3.35,0.03,43.86
2024-02-13T17:00:00Z,18.27,8.24,26.4,4.48,11.63,7.43,2.43,0.07,7.73,3.96,0.06,39.11
2024-02-13T18:00:00Z,15.25,7.35,28.61,6.99,10.86,6.68,2.43,0.52,10.21,6.35,0.0,31.74
2024-02-13T19:00:00Z,10.89,3.94,29.33,7.94,7.69,3.05,1.61,5.05,11.85,7.24,0.0,27.58
2024-02-13T20:00:00Z,11.5,4.62,30.87,9.24,8.52,3.48,1.75,2.81,13.97,8.2,0.0,26.36
2024-02-13T21:00:00Z,11.05,13.67,19.31,7.82,18.87,10.1,1.45,1.58,12.43,6.79,0.0,45.83
2024-02-13T22:00:00Z,8.72,8.74,15.88,5.74,12.91,6.97,1.13,7.15,9.53,4.93,0.0,46.12
2024-02-13T23:00:00Z,5.59,5.66,12.84,4.43,9.15,4.93,0.84,11.35,7.67,4.0,0.0,52.63
2024-02-14T00:00:00Z,4.48,2.28,10.66,2.37,5.6,1.64,0.59,13.66,5.34,2.03,0.0,55.5
2024-02-14T01:00:00Z,4.05,1.22,10.67,1.32,4.61,0.28,0.77,15.86,4.22,0.79,0.0,55.98
2024-02-14T02:00:00Z,3.72,2.57,11.47,2.04,6.52,1.68,0.81,16.61,5.33,1.35,0.0,59.57
2024-02-14T03:00:00Z,3.82,2.31,11.76,1.9,6.16,1.54,0.47,16.79,5.27,1.27,0.0,58.96
2024-02-14T04:00:00Z,4.29,1.19,12.09,1.54,4.58,0.43,0.65,16.41,4.71,1.07,0.0,58.25
2024-02-14T05:00:00Z,4.12,0.59,10.58,1.32,4.06,0.13,0.61,16.05,4.46,0.81,0.0,55.04
2024-02-14T06:00:00Z,4.91,1.02,10.5,1.46,4.39,0.39,0.95,15.48,4.65,0.9,0.0,57.09
2024-02-14T07:00:00Z,6.43,1.69,11.25,1.2,5.09,0.88,1.05,13.22,4.15,0.7,0.0,60.32
2024-02-14T08:00:00Z,10.2,2.18,14.35,1.07,5.61,1.47,2.24,7.47,3.92,0.41,0.0,53.23
2024-02-14T09:00:00Z,11.26,2.3,16.47,1.61,5.62,1.56,2.37,5.58,4.64,1.06,0.0,52.11
2024-02-14T10:00:00Z,10.57,2.11,13.54,1.76,5.31,1.33,1.83,5.93,4.83,1.05,0.0,52.46
2024-02-14T11:00:00Z,8.68,1.67,13.34,1.4,4.63,0.78,0.9,8.81,4.06,0.69,0.0,51.67
2024-02-14T12:00:00Z,8.5,0.95,12.73,1.22,3.49,0.1,1.18,9.49,3.79,0.28,0.0,52.09
2024-02-14T13:00:00Z,8.56,1.27,6.62,1.54,3.49,0.14,0.94,8.8,3.85,0.37,0.0,58.08
2024-02-14T14:00:00Z,11.38,1.12,12.6,1.51,3.9,0.2,1.39,11.14,3.83,0.53,0.0,60.89
2024-02-14T15:00:00Z,12.5,1.63,13.72,2.32,4.68,0.6,1.45,8.86,4.85,1.28,0.0,57.48
2024-02-14T16:00:00Z,13.1,2.41,6.77,2.36,5.39,1.15,2.13,4.11,4.54,1.25,0.0,57.6
2024-02-14T17:00:00Z,16.31,3.09,15.5,2.54,6.76,1.62,2.75,4.1,5.29,1.6,0.0,62.66
2024-02-14T18:00:00Z,14.33,3.28,15.74,2.6,7.03,2.15,1.74,5.35,5.74,1.76,0.0,62.39
2024-02-14T19:00:00Z,10.33,2.52,14.38,1.94,5.91,1.44,1.07,10.38,4.66,1.22,0.0,60.56
2024-02-14T20:00:00Z,8.21,3.16,12.98,1.86,6.61,2.49,0.67,10.93,4.55,1.27,0.0,57.99
2024-02-14T21:00:00Z,6.8,2.27,14.94,2.46,5.48,1.55,0.98,11.97,5.32,1.9,0.0,51.88
2024-02-14T22:00:00Z,4.68,4.34,11.6,5.25,7.82,3.65,0.59,13.71,8.84,4.78,0.0,46.61
2024-02-14T23:00:00Z,4.69,3.4,11.13,3.93,6.73,2.66,0.8,14.56,7.29,3.31,0.0,49.12
2024-02-15T00:00:00Z,4.98,6.15,12.88,3.99,9.95,5.3,0.64,13.24,7.39,3.3,0.0,51.96
2024-02-15T01:00:00Z,4.53,4.71,12.75,3.53,8.51,3.85,0.33,12.84,6.98,3.11,0.0,41.71
2024-02-15T02:00:00Z,4.07,5.13,11.83,3.8,8.91,4.22,0.66,11.5,7.36,3.19,0.0,47.98
2024-02-15T03:00:00Z,3.55,6.37,9.41,3.79,10.24,5.45,0.73,10.18,7.02,3.2,0.0,44.5
2024-02-15T04:00:00Z,3.28,3.98,9.25,2.53,7.59,3.39,0.54,9.4,5.5,2.16,0.0,39.26
2024-02-15T05:00:00Z,3.59,4.12,10.5,2.07,7.67,3.49,0.56,9.15,5.01,1.64,0.0,38.26
2024-02-15T06:00:00Z,4.06,3.42,11.2,2.95,6.9,2.85,0.82,6.5,6.14,2.56,0.0,33.83
2024-02-15T07:00:00Z,5.78,5.06,14.3,3.38,8.73,4.11,0.96,1.55,6.76,2.97,0.0,24.86
2024-02-15T08:00:00Z,8.56,5.9,18.55,3.95,9.72,4.99,1.71,0.0,7.28,3.45,0.0,18.12
2024-02-15T09:00:00Z,10.28,4.75,17.25,3.16,8.42,3.82,2.74,0.0,6.63,2.66,0.0,17.16
2024-02-15T10:00:00Z,6.47,3.72,11.39,3.73,7.46,2.66,1.56,0.69,7.03,3.12,0.0,27.4
2024-02-15T11:00:00Z,4.73,4.02,9.59,3.7,7.59,2.81,1.08,4.55,6.94,2.92,0.0,33.32
2024-02-15T12:00:00Z,2.75,4.36,4.44,4.36,7.56,3.07,0.77,7.99,7.38,3.6,0.0,38.47
2024-02-15T13:00:00Z,1.8,3.47,0.35,3.04,5.36,1.81,0.8,12.48,4.67,1.72,0.0,57.23
2024-02-15T14:00:00Z,2.0,3.27,1.15,2.62,4.26,1.14,0.85,16.82,3.59,0.82,0.0,63.48
2024-02-15T15:00:00Z,7.89,3.64,9.91,2.95,5.27,1.89,0.66,16.06,3.98,1.25,0.0,64.17
2024-02-15T16:00:00Z,13.09,3.92,19.79,3.92,6.14,2.39,0.76,8.41,5.73,2.56,0.0,63.12
2024-02-15T17:00:00Z,14.09,4.58,25.67,4.28,7.37,3.3,1.1,5.77,6.5,3.29,0.0,52.3
2024-02-15T18:00:00Z,15.37,4.98,24.32,4.62,8.11,4.02,1.47,3.13,7.35,3.76,0.0,49.79
2024-02-15T19:00:00Z,13.77,6.73,28.38,5.6,10.5,5.88,0.83,4.64,8.73,5.1,0.0,43.83
2024-02-15T20:00:00Z,11.68,9.77,22.69,6.67,13.96,8.8,0.72,4.11,10.05,6.13,0.0,44.71
2024-02-15T21:00:00Z,10.15,12.31,18.73,7.57,16.28,11.17,0.46,2.16,10.93,6.97,0.0,41.82
2024-02-15T22:00:00Z,10.44,12.43,20.1,9.28,16.89,11.43,0.77,0.53,13.23,8.55,0.0,30.13
2024-02-15T23:00:00Z,9.51,11.11,17.85,10.73,15.52,9.93,0.71,0.21,15.34,9.8,0.0,26.31
2024-02-16T00:00:00Z,5.71,8.97,11.03,6.19,12.99,8.09,0.46,2.54,9.42,5.68,0.0,44.51
2024-02-16T01:00:00Z,3.68,5.13,10.76,4.14,8.68,4.39,0.56,5.34,7.44,3.83,0.0,47.01
2024-02-16T02:00:00Z,4.28,2.69,10.16,2.14,6.19,2.15,0.47,4.96,5.13,1.69,0.0,44.69
2024-02-16T03:00:00Z,3.9,1.72,8.37,1.11,5.05,1.07,0.81,5.62,3.9,0.59,0.0,37.82
2024-02-16T04:00:00Z,4.5,3.77,9.67,2.19,7.57,2.91,0.65,4.96,5.29,1.69,0.0,53.74
2024-02-16T05:00:00Z,4.32,5.72,8.52,3.55,9.64,4.72,0.75,4.94,6.72,3.06,0.0,40.81
2024-02-16T06:00:00Z,8.88,3.7,10.3,3.26,7.41,2.73,1.36,3.17,6.56,2.75,0.0,41.36
2024-02-16T07:00:00Z,11.45,3.23,14.72,2.66,6.92,2.32,2.0,1.51,5.75,2.13,0.0,53.55
2024-02-16T08:00:00Z,9.46,2.14,16.95,2.33,5.47,1.32,1.69,3.77,5.34,1.56,0.0,56.26
2024-02-16T09:00:00Z,19.77,2.46,15.36,1.96,6.06,1.62,4.54,0.72,4.76,1.25,0.0,60.03
2024-02-16T10:00:00Z,11.99,3.58,16.23,3.22,7.05,2.41,1.98,2.89,6.22,2.37,0.0,57.15
2024-02-16T11:00:00Z,10.56,3.79,6.67,3.35,6.9,2.42,2.45,3.97,5.78,2.13,0.0,62.99
2024-02-16T12:00:00Z,10.31,2.04,8.8,2.68,3.93,0.47,2.2,7.83,4.58,1.05,0.0,73.42
2024-02-16T13:00:00Z,9.95,1.58,11.24,1.87,3.17,0.13,1.74,9.72,3.09,0.33,0.0,75.17
2024-02-16T14:00:00Z,12.88,1.41,13.48,2.04,2.69,0.04,1.7,8.57,3.44,0.42,0.0,77.32
2024-02-16T15:00:00Z,10.16,1.76,10.19,1.71,2.34,0.04,1.29,9.75,2.72,0.14,0.0,80.22
2024-02-16T16:00:00Z,7.25,2.02,8.85,1.66,2.24,0.06,0.57,14.85,2.21,0.02,0.0,84.11
2024-02-16T17:00:00Z,16.34,1.51,12.29,1.55,2.37,0.01,0.8,9.37,2.19,0.0,0.0,86.88
2024-02-16T18:00:00Z,16.5,1.46,15.47,1.33,3.14,0.16,0.92,8.84,2.46,0.0,0.0,87.44
2024-02-16T19:00:00Z,14.07,1.48,14.21,1.29,3.47,0.23,1.07,8.85,2.6,0.01,0.0,85.73
2024-02-16T20:00:00Z,12.83,2.03,14.11,1.32,4.41,0.71,1.52,8.14,2.89,0.12,0.0,82.7
2024-02-16T21:00:00Z,11.09,1.43,14.37,1.5,3.87,0.26,1.35,9.81,3.16,0.3,0.0,75.04
2024-02-16T22:00:00Z,9.15,2.14,19.6,1.99,4.85,0.85,1.43,11.16,4.01,0.92,0.0,61.34
2024-02-16T23:00:00Z,8.61,2.64,16.81,1.88,5.5,1.5,0.95,10.39,4.04,0.91,0.0,56.58
2024-02-17T00:00:00Z,6.1,1.61,15.57,1.68,4.22,0.46,0.89,14.44,3.83,0.66,0.0,50.12
2024-02-17T01:00:00Z,5.52,1.35,14.45,1.64,3.72,0.25,0.97,14.92,3.71,0.54,0.0,49.33
2024-02-17T02:00:00Z,6.19,2.05,11.97,1.59,4.65,0.75,0.7,12.11,3.46,0.48,0.0,60.66
2024-02-17T03:00:00Z,6.91,2.57,16.92,2.0,5.5,1.52,0.81,8.26,4.3,1.01,0.0,46.96
2024-02-17T04:00:00Z,7.13,4.25,21.68,4.21,7.98,3.08,1.04,9.44,7.53,3.21,0.0,35.41
2024-02-17T05:00:00Z,7.06,5.12,22.23,5.5,9.15,3.84,0.6,8.4,9.17,4.84,0.0,29.68
2024-02-17T06:00:00Z,6.61,4.92,20.28,4.83,8.99,3.63,0.81,11.52,8.73,3.87,0.0,29.12
2024-02-17T07:00:00Z,6.04,4.69,19.73,3.45,8.92,3.38,0.85,11.34,6.84,2.71,0.0,30.38
2024-02-17T08:00:00Z,6.4,6.79,19.09,4.28,11.51,5.25,1.32,7.37,8.25,3.39,0.01,40.54
2024-02-17T09:00:00Z,7.87,8.56,17.84,5.78,13.42,6.54,1.08,5.56,9.96,4.83,0.0,40.49
2024-02-17T10:00:00Z,8.99,8.01,15.54,6.13,12.47,6.43,1.61,5.41,10.27,5.01,0.0,43.56
2024-02-17T11:00:00Z,7.99,7.75,12.48,5.0,11.67,6.34,1.38,6.77,8.83,4.28,0.0,46.2
2024-02-17T12:00:00Z,9.7,6.52,11.51,4.48,10.0,5.28,1.29,6.82,7.59,3.79,0.0,51.83
2024-02-17T13:00:00Z,9.87,4.06,12.53,2.79,6.72,3.0,1.4,8.55,5.32,2.13,0.0,59.94
2024-02-17T14:00:00Z,9.17,3.69,10.6,3.09,6.16,2.45,1.11,9.66,5.55,2.28,0.0,61.08
2024-02-17T15:00:00Z,8.6,1.99,7.17,1.52,4.21,1.0,0.72,14.67,3.21,0.44,0.0,73.6
2024-02-17T16:00:00Z,8.82,1.7,10.36,1.66,3.96,0.61,0.93,15.74,3.49,0.67,0.0,77.52
2024-02-17T17:00:00Z,8.68,2.0,14.42,1.97,4.69,1.06,0.56,17.04,4.27,1.13,0.0,74.37
2024-02-17T18:00:00Z,8.62,2.42,16.05,2.03,5.68,1.74,0.61,18.06,4.69,1.44,0.0,77.86
2024-02-17T19:00:00Z,8.16,1.53,16.65,1.99,4.72,0.95,0.77,16.77,4.85,1.56,0.0,73.05
2024-02-17T20:00:00Z,7.81,2.66,14.0,1.65,5.95,2.15,0.91,14.53,4.61,1.33,0.0,70.89
2024-02-17T21:00:00Z,7.13,1.81,11.88,1.06,5.11,1.29,0.57,13.26,3.95,0.59,0.0,67.23
2024-02-17T22:00:00Z,6.64,1.16,11.56,1.05,4.57,0.67,0.44,13.5,3.89,0.59,0.0,64.41
2024-02-17T23:00:00Z,5.42,0.66,11.31,1.31,4.03,0.29,0.76,15.27,4.25,0.98,0.0,62.73
2024-02-18T00:00:00Z,4.97,0.81,10.09,1.02,4.09,0.44,0.77,14.37,3.93,0.55,0.0,60.68
2024-02-18T01:00:00Z,4.55,0.55,9.76,0.69,3.82,0.17,0.54,13.58,3.47,0.12,0.0,59.39
2024-02-18T02:00:00Z,4.24,3.1,10.07,1.67,6.41,2.57,0.56,13.44,4.61,1.27,0.0,59.01
2024-02-18T03:00:00Z,4.05,4.55,9.36,3.73,7.99,4.01,0.5,13.82,6.94,3.32,0.0,59.59
2024-02-18T04:00:00Z,3.98,4.36,9.52,3.77,7.65,3.77,0.69,12.89,6.93,3.34,0.0,57.84
2024-02-18T05:00:00Z,4.3,2.89,8.7,2.64,6.37,2.25,0.98,12.63,5.81,2.2,0.0,55.78
2024-02-18T06:00:00Z,4.55,0.61,8.59,0.81,3.93,0.2,0.46,10.65,3.67,0.33,0.0,50.03
2024-02-18T07:00:00Z,5.61,0.77,9.03,0.48,4.1,0.25,0.57,7.88,3.26,0.0,0.0,54.95
2024-02-18T08:00:00Z,4.94,0.77,10.1,0.48,4.13,0.22,0.59,7.3,3.29,0.0,0.0,56.82
2024-02-18T09:00:00Z,5.52,1.8,10.91,1.06,5.19,1.14,0.62,4.88,4.02,0.65,0.0,54.35
2024-02-18T10:00:00Z,5.08,2.88,9.1,1.73,6.51,2.08,0.75,5.56,4.87,1.21,0.0,55.45
2024-02-18T11:00:00Z,2.61,4.96,4.41,3.33,9.21,3.61,0.89,11.53,6.71,2.51,0.0,67.34
2024-02-18T12:00:00Z,2.91,7.09,5.22,5.16,11.44,5.63,0.78,13.07,8.63,4.12,0.0,73.61
2024-02-18T13:00:00Z,4.27,10.6,7.37,7.09,15.69,8.95,0.62,11.79,11.1,6.16,0.0,70.51
2024-02-18T14:00:00Z,4.29,10.45,7.88,7.58,15.27,8.52,0.66,13.65,11.68,6.35,0.0,70.66
