hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,no2_wolsey_way_loughborough,pm25_wolsey_way_loughborough,no2_whetstone_way_whetstone,pm25_whetstone_way_whetstone,no2_cobden_primary_school_loughborough,pm25_cobden_primary_school_loughborough,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel,pm10_wolsey_way_loughborough,pm1_wolsey_way_loughborough,no_wolsey_way_loughborough,o3_wolsey_way_loughborough,pm10_whetstone_way_whetstone,pm1_whetstone_way_whetstone,no_whetstone_way_whetstone,o3_whetstone_way_whetstone,pm10_cobden_primary_school_loughborough,pm1_cobden_primary_school_loughborough,no_cobden_primary_school_loughborough,o3_cobden_primary_school_loughborough
2026-02-18T20:00:00Z,6.57,14.62,14.11,16.59,20.89,10.17,,,,,21.83,11.53,1.21,8.29,26.07,12.15,2.62,55.62,15.79,8.96,0.19,54.68,,,,,,,,
2026-02-18T21:00:00Z,6.82,18.39,13.54,19.88,23.27,14.04,,,,,28.38,15.48,1.5,5.16,31.33,14.57,1.04,50.1,21.39,12.26,0.39,43.23,,,,,,,,
2026-02-18T22:00:00Z,7.34,20.83,17.04,25.43,25.87,19.43,,,,,32.96,16.33,1.14,1.85,42.54,19.75,7.4,40.67,29.76,16.67,0.37,31.88,,,,,,,,
2026-02-18T23:00:00Z,7.74,22.64,19.14,27.78,29.06,21.53,,,,,35.55,17.04,1.42,0.0,46.35,21.73,6.19,29.41,32.77,18.77,0.05,18.73,,,,,,,,
2026-02-19T00:00:00Z,6.74,22.66,17.52,27.09,25.73,22.02,,,,,35.4,17.76,1.42,0.0,44.48,21.43,2.3,26.61,33.5,19.17,0.0,17.94,,,,,,,,
2026-02-19T01:00:00Z,5.54,20.47,15.56,24.69,22.46,18.37,,,,,31.55,16.2,1.36,0.01,40.25,19.96,6.26,29.02,27.35,16.17,0.21,20.36,,,,,,,,
2026-02-19T02:00:00Z,4.58,18.66,13.84,22.39,20.81,15.99,,,,,28.48,15.09,1.28,0.08,35.36,17.98,2.02,31.07,23.93,14.23,0.07,19.28,,,,,,,,
2026-02-19T03:00:00Z,3.52,16.29,11.28,19.33,17.55,13.06,,,,,23.98,12.87,1.63,0.63,29.08,15.02,5.34,31.05,19.64,11.51,0.0,22.6,,,,,,,,
2026-02-19T04:00:00Z,2.79,14.05,10.97,15.86,15.47,10.96,,,,,20.07,10.58,1.45,0.84,23.72,12.39,9.09,30.22,16.43,9.59,0.06,23.16,,,,,,,,
2026-02-19T05:00:00Z,2.94,13.33,10.31,15.4,16.3,10.15,,,,,19.82,9.94,1.29,0.56,23.34,12.2,5.51,31.47,15.19,8.99,0.12,20.56,,,,,,,,
2026-02-19T06:00:00Z,2.69,11.36,9.83,14.34,17.39,9.43,,,,,16.83,8.49,1.24,0.49,21.81,11.2,3.5,30.39,14.1,8.44,0.03,18.21,,,,,,,,
2026-02-19T07:00:00Z,2.72,11.69,11.02,14.53,17.61,8.91,,,,,17.3,8.55,1.3,0.39,21.97,11.38,5.8,27.32,13.98,7.85,0.41,19.35,,,,,,,,
2026-02-19T08:00:00Z,3.52,11.12,13.77,13.51,17.6,8.93,,,,,16.58,8.38,1.37,0.05,20.56,10.67,2.59,24.81,13.45,8.1,0.06,20.44,,,,,,,,
2026-02-19T09:00:00Z,4.17,9.61,15.78,12.14,16.37,7.73,,,,,14.69,7.48,1.6,0.08,18.75,9.53,4.66,24.49,11.92,6.91,0.0,21.71,,,,,,,,
2026-02-19T10:00:00Z,3.72,9.37,13.43,11.13,16.51,7.79,,,,,14.1,7.51,1.66,0.07,17.3,8.88,6.33,28.83,11.96,6.94,0.1,21.48,,,,,,,,
2026-02-19T11:00:00Z,4.38,11.31,16.17,13.71,24.03,9.2,,,,,16.52,9.12,1.47,0.0,20.98,10.86,3.4,24.57,13.9,8.04,0.0,13.28,,,,,,,,
2026-02-19T12:00:00Z,4.05,8.2,12.39,19.99,16.84,6.22,,,,,12.75,6.57,1.36,0.28,30.77,17.16,5.0,27.96,9.98,5.42,0.0,24.25,,,,,,,,
2026-02-19T13:00:00Z,2.86,6.26,11.0,22.95,13.19,5.55,,,,,10.09,4.83,1.71,0.5,35.43,19.01,1.0,28.76,9.07,4.84,0.0,26.52,,,,,,,,
2026-02-19T14:00:00Z,3.43,5.67,12.55,8.25,19.56,4.9,,,,,9.22,4.47,1.52,1.09,12.99,6.44,2.66,28.61,8.04,4.06,0.06,22.79,,,,,,,,
2026-02-19T15:00:00Z,4.28,5.03,11.42,6.91,24.15,4.93,,,,,8.34,4.03,1.06,0.39,11.09,5.14,5.99,32.63,7.93,4.29,0.0,20.56,,,,,,,,
2026-02-19T16:00:00Z,6.11,5.56,18.17,7.33,32.69,5.3,,,,,9.08,4.47,1.27,0.0,11.59,5.78,8.14,27.46,8.85,4.51,0.0,10.06,,,,,,,,
2026-02-19T17:00:00Z,9.29,7.17,24.64,8.87,55.41,28.23,,,,,11.17,5.75,1.66,0.0,13.81,7.18,13.52,18.83,43.04,25.04,0.06,0.16,,,,,,,,
2026-02-19T18:00:00Z,9.26,8.74,32.0,11.59,52.79,20.97,,,,,13.25,7.09,1.48,0.0,17.55,9.31,12.93,7.67,32.81,18.83,0.24,0.02,,,,,,,,
2026-02-19T19:00:00Z,9.79,10.75,27.94,14.6,58.67,29.7,,,,,15.92,8.62,1.76,0.0,22.16,12.28,3.93,14.05,45.06,27.15,0.98,0.13,,,,,,,,
2026-02-19T20:00:00Z,8.8,14.48,28.93,16.62,66.71,30.49,,,,,20.76,11.09,2.16,0.0,25.0,13.03,13.87,6.79,46.35,27.89,2.93,0.0,,,,,,,,
2026-02-19T21:00:00Z,11.05,16.58,20.38,19.69,51.83,28.39,,,,,24.55,12.9,1.86,0.0,30.27,15.08,6.1,13.46,43.35,26.23,2.64,0.0,,,,,,,,
2026-02-19T22:00:00Z,11.32,18.51,25.91,22.75,58.54,33.85,,,,,28.1,14.81,2.22,0.0,36.62,18.29,7.83,5.84,51.42,31.32,2.88,0.0,,,,,,,,
2026-02-19T23:00:00Z,8.88,17.75,23.04,23.81,48.06,37.03,,,,,26.95,14.07,2.0,0.0,38.49,19.44,3.08,9.55,56.07,33.44,0.83,0.0,,,,,,,,
2026-02-20T00:00:00Z,5.65,14.59,15.0,20.47,42.63,32.54,,,,,21.31,11.14,1.68,0.0,31.89,15.79,1.59,20.49,50.07,30.28,2.51,0.96,,,,,,,,
2026-02-20T01:00:00Z,4.5,12.23,13.57,16.88,34.44,25.51,,,,,17.99,8.84,1.42,0.26,25.91,12.02,7.08,31.16,40.0,23.37,0.62,10.86,,,,,,,,
2026-02-20T02:00:00Z,4.93,12.71,15.14,16.8,29.61,16.95,,,,,18.83,9.07,1.27,0.0,25.72,12.21,1.05,23.95,26.12,15.01,0.06,7.99,,,,,,,,
2026-02-20T03:00:00Z,4.76,10.86,16.85,18.12,26.44,10.65,,,,,16.2,7.49,1.18,0.02,27.48,13.2,8.62,16.38,17.21,9.4,0.11,9.38,,,,,,,,
2026-02-20T04:00:00Z,4.17,7.75,14.66,14.08,22.87,9.67,,,,,12.3,5.42,1.25,1.32,21.55,10.48,6.39,22.11,15.18,8.78,0.0,20.18,,,,,,,,
2026-02-20T05:00:00Z,4.03,4.59,12.1,9.59,20.49,6.85,,,,,8.24,3.39,1.61,3.23,15.19,7.2,3.58,32.19,10.96,5.96,0.0,32.11,,,,,,,,
2026-02-20T06:00:00Z,4.9,4.41,11.44,7.97,21.16,3.86,,,,,8.2,3.15,1.27,2.98,12.98,6.01,1.6,36.99,7.26,3.06,0.0,36.09,,,,,,,,
2026-02-20T07:00:00Z,7.03,2.95,18.13,6.96,43.07,48.31,,,,,6.33,1.78,2.24,1.71,11.87,4.8,11.26,29.09,68.05,46.06,1.63,23.06,,,,,,,,
2026-02-20T08:00:00Z,8.34,2.06,26.92,5.9,49.16,51.52,,,,,5.3,0.98,2.58,2.52,10.83,4.1,4.7,24.09,74.47,46.33,3.96,17.74,,,,,,,,
2026-02-20T09:00:00Z,7.72,1.98,25.97,4.83,32.65,9.06,,,,,5.2,0.92,1.96,4.2,9.26,2.95,2.83,32.34,14.32,7.84,0.29,33.48,,,,,,,,
2026-02-20T10:00:00Z,7.79,2.44,17.29,3.52,30.9,18.31,,,,,5.73,1.23,1.4,5.42,7.17,1.71,9.9,48.67,28.19,16.39,0.0,40.24,,,,,,,,
2026-02-20T11:00:00Z,8.19,2.68,15.63,3.11,34.08,11.27,,,,,6.15,1.4,1.22,5.22,6.9,1.34,5.6,57.06,17.92,9.96,0.53,39.07,,,,,,,,
2026-02-20T12:00:00Z,7.62,2.37,15.81,2.78,34.05,15.96,,,,,5.83,1.21,1.33,8.55,6.62,1.12,2.74,58.57,23.64,13.99,0.01,42.28,,,,,,,,
2026-02-20T13:00:00Z,9.26,2.15,14.35,2.47,36.32,16.13,,,,,5.41,1.11,1.21,7.46,6.04,1.05,1.56,63.93,23.86,14.51,0.18,42.49,,,,,,,,
2026-02-20T14:00:00Z,8.12,1.61,13.47,3.04,27.09,15.91,,,,,4.25,0.55,1.02,9.92,6.63,1.79,1.04,67.11,25.29,14.08,0.09,54.3,,,,,,,,
2026-02-20T15:00:00Z,8.64,1.06,12.18,2.69,36.63,18.66,,,,,3.7,0.19,0.97,10.54,5.87,1.43,0.69,69.64,28.19,16.61,0.52,57.28,,,,,,,,
2026-02-20T16:00:00Z,7.93,1.36,4.84,1.97,35.7,14.75,,,,,3.76,0.2,0.99,10.7,4.77,0.62,1.45,78.48,22.3,13.5,0.0,57.46,,,,,,,,
2026-02-20T17:00:00Z,8.7,1.87,2.14,5.12,21.89,1.92,,,,,4.4,0.54,0.97,8.73,8.91,3.47,1.64,91.4,4.21,0.81,0.0,82.48,,,,,,,,
2026-02-20T18:00:00Z,4.99,1.28,1.67,4.81,12.96,1.36,,,,,3.38,0.18,0.72,16.54,8.0,3.03,4.58,104.56,3.21,0.2,0.0,103.27,,,,,,,,
2026-02-20T19:00:00Z,7.74,1.62,5.95,2.62,18.47,1.37,,,,,3.91,0.33,0.77,12.61,4.95,1.03,1.84,96.93,3.13,0.25,0.0,89.18,,,,,,,,
2026-02-20T20:00:00Z,9.44,1.87,7.29,2.68,28.19,2.06,,,,,4.62,0.7,0.95,9.06,5.54,1.06,4.31,92.32,4.6,0.88,0.0,75.08,,,,,,,,
2026-02-20T21:00:00Z,7.99,1.56,7.33,2.0,27.13,2.14,,,,,4.13,0.45,0.99,11.81,4.32,0.59,2.88,93.84,4.65,1.02,0.0,75.01,,,,,,,,
2026-02-20T22:00:00Z,6.65,2.05,6.58,2.05,22.93,1.81,,,,,5.01,0.75,0.81,13.35,4.65,0.54,0.89,91.85,4.34,0.57,0.0,78.1,,,,,,,,
2026-02-20T23:00:00Z,5.89,2.66,5.94,2.76,20.98,1.94,,,,,5.84,1.27,1.06,13.59,5.82,0.97,0.95,88.44,4.41,0.68,0.0,75.31,,,,,,,,
2026-02-21T00:00:00Z,4.34,3.31,5.36,3.66,15.44,2.36,,,,,6.86,1.51,0.81,13.71,7.64,1.38,1.25,80.49,5.19,0.86,0.0,72.44,,,,,,,,
2026-02-21T01:00:00Z,4.29,3.8,5.73,4.39,14.16,2.91,,,,,7.79,1.75,0.77,13.78,8.83,1.73,0.69,78.81,5.7,1.16,0.0,73.03,,,,,,,,
2026-02-21T02:00:00Z,4.65,4.05,4.74,4.86,14.52,3.02,,,,,8.35,2.08,0.68,13.02,9.92,1.87,2.29,82.37,6.18,1.18,0.0,72.27,,,,,,,,
2026-02-21T03:00:00Z,6.02,3.27,4.22,3.98,21.75,2.4,,,,,6.76,1.52,0.82,12.78,7.93,1.48,2.08,89.14,5.29,0.89,0.0,70.21,,,,,,,,
2026-02-21T04:00:00Z,4.96,2.34,7.97,2.87,15.76,1.94,,,,,5.41,0.84,0.58,16.22,6.23,1.02,1.07,82.43,4.52,0.49,0.0,74.01,,,,,,,,
2026-02-21T05:00:00Z,6.81,1.41,14.13,2.52,21.02,1.14,,,,,4.52,0.51,0.68,12.58,6.11,1.11,2.34,68.79,3.71,0.27,0.0,57.11,,,,,,,,
2026-02-21T06:00:00Z,6.85,0.87,12.01,1.88,24.46,0.68,,,,,4.09,0.22,0.8,9.14,5.08,0.89,0.87,60.19,3.3,0.01,0.0,42.52,,,,,,,,
2026-02-21T07:00:00Z,6.72,3.59,13.28,3.49,30.33,13.72,,,,,7.85,2.57,0.49,8.54,7.6,1.8,3.53,56.11,19.85,12.35,0.0,34.11,,,,,,,,
2026-02-21T08:00:00Z,5.98,2.69,8.52,2.38,30.17,49.07,,,,,6.69,1.51,0.96,6.89,6.32,1.07,2.8,62.38,69.91,44.04,0.0,43.62,,,,,,,,
2026-02-21T09:00:00Z,6.63,2.52,6.95,2.73,54.69,98.9,,,,,6.4,1.11,1.18,7.05,6.67,1.23,0.81,63.05,139.04,87.43,3.34,17.12,,,,,,,,
2026-02-21T10:00:00Z,7.01,2.62,5.92,3.12,58.26,39.84,,,,,6.4,1.16,1.22,6.52,7.2,1.4,3.39,63.95,58.73,34.96,4.79,22.33,,,,,,,,
2026-02-21T11:00:00Z,7.36,2.7,3.74,3.28,43.08,52.05,,,,,6.0,1.26,0.97,7.29,6.95,1.47,2.32,69.53,75.53,46.6,0.0,34.49,,,,,,,,
2026-02-21T12:00:00Z,8.62,2.39,2.1,2.81,45.96,37.11,,,,,5.13,0.83,0.75,6.77,5.78,1.09,0.0,77.92,54.22,32.28,16.56,44.49,,,,,,,,
2026-02-21T13:00:00Z,7.65,1.82,2.68,2.35,14.58,2.13,,,,,3.54,0.22,0.65,9.4,4.38,0.78,0.73,80.22,3.68,0.77,0.0,70.1,,,,,,,,
2026-02-21T14:00:00Z,7.08,1.48,2.71,1.79,10.23,1.88,,,,,2.18,0.0,0.59,9.26,3.18,0.32,0.0,79.29,3.07,0.41,0.0,74.84,,,,,,,,
2026-02-21T15:00:00Z,8.13,1.41,3.9,1.78,13.98,2.32,,,,,2.25,0.0,0.34,10.59,2.98,0.4,0.0,73.9,3.54,0.94,0.0,68.54,,,,,,,,
2026-02-21T16:00:00Z,11.19,1.2,7.44,1.72,22.11,3.87,,,,,2.72,0.06,0.44,9.02,3.17,0.44,0.0,70.69,6.34,2.66,0.0,58.11,,,,,,,,
2026-02-21T17:00:00Z,13.42,1.32,14.68,2.28,48.19,9.93,,,,,3.77,0.51,0.48,3.85,4.52,1.35,0.0,58.99,14.4,8.85,0.0,34.15,,,,,,,,
2026-02-21T18:00:00Z,11.44,1.15,16.03,1.82,59.1,7.76,,,,,4.04,0.54,0.8,3.52,4.47,1.11,2.03,52.13,12.28,7.01,0.05,11.51,,,,,,,,
2026-02-21T19:00:00Z,8.91,1.86,13.31,2.98,29.06,2.42,,,,,4.94,1.37,0.37,3.56,5.98,2.43,0.13,48.81,5.03,1.92,0.0,35.93,,,,,,,,
2026-02-21T20:00:00Z,6.48,2.5,7.81,7.7,20.85,2.93,,,,,5.54,2.07,0.61,5.17,12.36,6.59,0.38,51.12,5.53,2.44,0.0,42.32,,,,,,,,
2026-02-21T21:00:00Z,5.31,2.14,4.83,3.06,17.15,2.25,,,,,5.14,1.51,0.52,6.64,6.06,2.41,1.42,56.22,4.8,1.6,0.0,49.74,,,,,,,,
2026-02-21T22:00:00Z,5.2,1.37,4.11,1.96,17.63,1.83,,,,,4.29,0.63,0.48,7.66,4.67,1.24,0.33,58.26,4.29,1.1,0.0,48.23,,,,,,,,
2026-02-21T23:00:00Z,5.02,1.13,3.99,1.74,15.35,1.2,,,,,3.92,0.34,0.35,7.4,4.35,0.9,0.14,60.91,3.56,0.37,0.0,52.1,,,,,,,,
2026-02-22T00:00:00Z,4.2,0.96,4.27,1.57,14.43,1.15,,,,,3.74,0.15,0.41,9.28,4.13,0.72,0.01,60.68,3.5,0.26,0.0,50.31,,,,,,,,
2026-02-22T01:00:00Z,3.96,0.88,4.79,1.62,14.0,1.0,,,,,3.57,0.18,0.51,10.61,4.21,0.83,1.04,60.36,3.24,0.19,0.0,48.3,,,,,,,,
2026-02-22T02:00:00Z,4.15,0.78,4.48,1.43,13.29,0.95,,,,,3.53,0.1,0.43,12.29,3.89,0.61,0.0,64.6,3.23,0.14,0.0,53.9,,,,,,,,
2026-02-22T03:00:00Z,4.49,0.59,5.26,0.9,13.19,0.71,,,,,3.5,0.05,0.61,13.45,3.39,0.06,0.55,66.66,3.0,0.0,0.0,64.64,,,,,,,,
2026-02-22T04:00:00Z,3.9,0.55,4.38,0.79,12.26,0.73,,,,,3.47,0.04,0.42,13.6,3.26,0.05,1.62,69.69,3.02,0.02,0.0,67.43,,,,,,,,
2026-02-22T05:00:00Z,3.73,0.52,3.29,0.72,11.56,0.73,,,,,3.39,0.0,0.45,13.94,3.1,0.01,0.0,70.13,2.98,0.01,0.0,68.55,,,,,,,,
2026-02-22T06:00:00Z,3.92,0.57,3.96,0.73,12.24,0.72,,,,,3.51,0.07,0.38,12.78,3.11,0.02,1.74,71.44,2.98,0.0,0.0,68.38,,,,,,,,
2026-02-22T07:00:00Z,3.8,0.68,3.38,0.84,19.25,50.85,,,,,3.58,0.11,0.38,11.75,3.21,0.05,0.0,69.74,72.95,42.4,0.0,56.47,,,,,,,,
2026-02-22T08:00:00Z,3.76,0.61,3.04,0.87,31.0,41.24,,,,,3.36,0.0,0.47,9.98,3.2,0.08,1.71,68.38,56.92,38.15,0.0,39.71,,,,,,,,
2026-02-22T09:00:00Z,4.7,1.07,0.39,1.02,16.37,14.92,,,,,3.38,0.02,1.01,7.83,3.19,0.01,0.14,75.29,23.25,13.38,0.0,66.52,,,,,,,,
2026-02-22T10:00:00Z,4.98,1.47,0.01,1.6,39.78,69.74,,,,,3.31,0.1,1.08,10.0,2.98,0.09,0.0,84.53,108.89,61.43,1.72,47.07,,,,,,,,
2026-02-22T11:00:00Z,5.23,1.65,0.19,1.97,25.19,42.06,,,,,2.84,0.06,1.08,11.51,2.7,0.07,0.0,89.52,67.78,34.18,0.39,62.42,,,,,,,,
2026-02-22T12:00:00Z,8.87,1.9,0.82,2.3,8.33,3.59,,,,,2.82,0.07,1.14,9.68,3.49,0.22,0.0,98.39,4.78,1.57,0.0,94.72,,,,,,,,
2026-02-22T13:00:00Z,7.77,2.0,1.78,2.46,9.11,2.12,,,,,2.85,0.05,0.58,13.91,3.9,0.48,0.1,99.91,2.59,0.15,0.0,97.35,,,,,,,,
2026-02-22T14:00:00Z,9.42,1.9,1.3,2.51,14.29,1.93,,,,,2.65,0.06,0.79,12.12,3.78,0.47,0.0,97.7,2.57,0.09,0.0,91.41,,,,,,,,
2026-02-22T15:00:00Z,8.54,1.96,0.59,2.43,14.0,2.1,,,,,2.61,0.06,0.43,12.66,3.22,0.27,0.0,100.18,2.65,0.24,0.0,89.38,,,,,,,,
2026-02-22T16:00:00Z,5.43,2.28,0.39,2.8,3.49,2.61,,,,,2.6,0.01,0.28,16.38,3.61,0.31,0.0,104.21,2.95,0.2,0.0,108.99,,,,,,,,
2026-02-22T17:00:00Z,9.49,2.58,1.19,2.77,11.97,2.61,,,,,3.33,0.39,0.31,15.25,3.5,0.36,2.55,100.31,3.33,0.55,0.0,99.75,,,,,,,,
2026-02-22T18:00:00Z,13.29,7.73,8.38,3.26,31.69,4.4,,,,,11.61,5.16,0.8,13.35,5.0,0.83,0.8,97.04,6.46,2.52,0.0,74.44,,,,,,,,
2026-02-22T19:00:00Z,9.95,4.28,8.21,3.64,22.52,3.37,,,,,6.9,2.24,0.68,14.29,6.16,1.32,0.0,92.29,5.16,1.5,0.0,77.52,,,,,,,,
2026-02-22T20:00:00Z,8.66,3.01,7.15,3.5,19.39,3.22,,,,,5.47,1.1,0.44,17.0,6.14,1.24,0.25,92.07,5.24,1.45,0.0,83.6,,,,,,,,
2026-02-22T21:00:00Z,8.47,3.05,9.59,3.34,19.14,2.6,,,,,5.97,1.21,0.48,16.09,6.53,1.14,1.3,89.36,4.53,0.99,0.0,83.27,,,,,,,,
2026-02-22T22:00:00Z,7.25,3.28,8.25,3.18,19.63,2.76,,,,,6.78,1.53,0.93,14.93,6.46,1.12,0.63,83.74,5.16,1.3,0.0,74.22,,,,,,,,
2026-02-22T23:00:00Z,6.12,3.04,7.42,3.05,17.52,2.15,,,,,6.3,1.35,0.49,15.34,6.51,1.1,2.13,82.02,4.24,0.77,0.0,74.87,,,,,,,,
2026-02-23T00:00:00Z,5.16,2.77,6.77,3.17,15.14,2.06,,,,,6.15,1.2,0.73,16.45,6.67,1.12,0.83,82.25,4.48,0.62,0.0,78.75,,,,,,,,
2026-02-23T01:00:00Z,4.25,2.67,5.22,2.95,12.89,1.87,,,,,5.8,0.95,0.46,17.21,6.35,0.98,5.93,84.52,4.15,0.47,0.0,80.66,,,,,,,,
2026-02-23T02:00:00Z,4.83,2.44,7.45,2.86,13.43,1.68,,,,,5.57,0.91,0.61,16.3,6.38,0.98,1.85,81.13,3.86,0.31,0.0,79.81,,,,,,,,
2026-02-23T03:00:00Z,4.29,2.26,5.18,2.4,12.98,1.66,,,,,5.32,0.69,0.43,16.79,5.49,0.72,1.12,85.71,4.06,0.42,0.0,83.31,,,,,,,,
2026-02-23T04:00:00Z,3.6,2.0,3.61,2.39,10.97,1.56,,,,,4.8,0.51,0.61,17.22,5.39,0.63,1.57,89.54,3.72,0.29,0.0,84.03,,,,,,,,
2026-02-23T05:00:00Z,3.83,2.51,3.12,2.7,10.8,1.86,,,,,5.84,0.74,0.32,16.24,5.91,0.79,1.16,87.18,4.02,0.48,0.0,79.81,,,,,,,,
2026-02-23T06:00:00Z,5.49,2.73,4.72,2.99,13.67,1.81,,,,,6.19,0.87,0.84,13.71,6.47,0.96,2.68,84.73,4.2,0.44,0.0,76.63,,,,,,,,
2026-02-23T07:00:00Z,7.62,3.0,9.41,3.5,16.34,2.22,,,,,6.53,1.16,1.26,9.19,7.27,1.16,7.03,79.1,4.83,0.72,0.0,73.31,,,,,,,,
2026-02-23T08:00:00Z,10.55,3.23,17.23,3.53,20.85,2.37,,,,,6.6,1.29,1.81,5.31,7.22,1.15,1.54,64.03,4.53,0.72,0.0,68.62,,,,,,,,
2026-02-23T09:00:00Z,11.45,3.24,17.06,3.94,21.66,2.6,,,,,6.2,1.29,2.34,4.76,8.09,1.35,4.25,65.29,5.23,1.04,0.0,66.66,,,,,,,,
2026-02-23T10:00:00Z,10.44,3.16,8.32,3.88,30.88,3.05,,,,,5.94,0.93,1.38,5.67,7.2,1.37,2.66,76.07,5.05,1.17,0.0,64.47,,,,,,,,
2026-02-23T11:00:00Z,10.15,3.35,5.52,4.29,15.89,3.05,,,,,5.95,0.98,1.24,7.43,7.92,1.39,0.32,86.55,4.94,1.06,0.0,84.24,,,,,,,,
2026-02-23T12:00:00Z,8.74,3.19,3.94,3.99,16.75,18.08,,,,,5.2,0.54,0.82,11.16,6.94,1.22,0.0,92.53,27.41,16.33,0.0,92.92,,,,,,,,
2026-02-23T13:00:00Z,12.59,2.98,4.9,3.87,19.93,11.43,,,,,5.06,0.6,0.98,7.83,6.68,1.15,0.0,95.01,16.58,10.17,0.0,84.94,,,,,,,,
2026-02-23T14:00:00Z,13.22,2.49,9.48,3.34,22.07,2.79,,,,,4.32,0.56,0.71,7.76,5.7,0.97,0.04,90.7,4.23,1.11,0.0,80.58,,,,,,,,
2026-02-23T15:00:00Z,14.28,2.22,12.91,3.64,56.62,2.89,,,,,3.97,0.4,0.78,5.08,6.32,1.18,0.22,78.89,4.45,1.31,1.59,50.06,,,,,,,,
2026-02-23T16:00:00Z,17.42,1.99,19.14,3.84,40.55,1.95,,,,,3.84,0.48,1.24,2.32,6.94,1.39,0.0,79.5,3.53,0.43,0.0,55.48,,,,,,,,
2026-02-23T17:00:00Z,20.9,2.68,29.37,4.97,63.58,8.79,,,,,5.79,1.73,2.26,1.01,10.05,2.64,0.21,59.45,13.39,7.5,0.99,32.13,,,,,,,,
2026-02-23T18:00:00Z,20.43,2.25,20.24,2.94,52.73,2.62,,,,,5.45,1.51,2.72,0.06,6.44,1.91,1.73,58.84,5.63,1.98,0.0,10.82,,,,,,,,
2026-02-23T19:00:00Z,14.14,1.06,22.51,6.4,38.77,2.7,,,,,4.15,0.4,1.26,0.17,10.66,5.21,4.08,49.77,5.68,2.15,0.0,19.18,,,,,,,,
2026-02-23T20:00:00Z,9.79,1.33,19.33,6.55,35.23,3.1,,,,,4.42,0.87,0.65,1.88,10.79,5.38,1.89,48.24,6.19,2.46,0.0,17.53,,,,,,,,
2026-02-23T21:00:00Z,8.67,4.02,17.37,9.48,30.79,4.63,,,,,7.74,3.04,0.72,2.64,14.48,7.33,0.95,46.2,8.13,4.14,0.0,25.79,,,,,,,,
2026-02-23T22:00:00Z,7.55,7.98,13.45,10.43,27.73,6.82,,,,,12.41,6.12,0.65,2.04,15.78,7.99,2.91,47.34,10.52,6.14,0.0,30.09,,,,,,,,
2026-02-23T23:00:00Z,6.51,7.43,12.33,11.19,24.44,6.66,,,,,11.89,5.75,0.48,1.77,16.53,8.94,2.54,42.08,10.56,5.93,0.0,28.59,,,,,,,,
2026-02-24T00:00:00Z,5.61,5.33,11.1,7.57,22.06,5.25,,,,,9.17,4.45,0.33,2.02,11.75,6.46,0.0,41.91,8.61,4.68,0.0,31.28,,,,,,,,
2026-02-24T01:00:00Z,5.0,3.52,8.86,5.09,21.08,3.38,,,,,7.18,2.83,0.48,3.13,8.72,4.28,0.33,46.41,6.71,2.85,0.0,30.9,,,,,,,,
2026-02-24T02:00:00Z,5.05,1.65,5.21,2.34,18.14,1.37,,,,,5.06,0.91,0.31,3.23,5.62,1.51,2.11,48.24,4.22,0.69,0.0,33.44,,,,,,,,
2026-02-24T03:00:00Z,3.72,1.56,5.83,2.59,15.1,1.31,,,,,4.98,0.85,0.55,3.94,6.05,1.7,1.87,41.52,3.99,0.59,0.0,31.82,,,,,,,,
2026-02-24T04:00:00Z,4.2,1.81,5.72,2.71,13.8,1.44,,,,,5.12,0.95,0.38,2.9,6.1,1.77,6.66,39.26,4.04,0.67,0.0,27.27,,,,,,,,
2026-02-24T05:00:00Z,4.21,1.53,6.43,3.26,14.56,1.81,,,,,4.65,0.63,0.76,3.35,6.74,2.25,0.75,39.1,4.73,0.95,0.0,24.28,,,,,,,,
2026-02-24T06:00:00Z,5.32,2.68,11.04,5.11,17.84,2.84,,,,,6.03,1.86,0.75,2.32,9.32,3.8,0.79,35.79,6.04,2.05,0.0,24.3,,,,,,,,
2026-02-24T07:00:00Z,6.72,3.49,21.22,4.48,19.77,2.92,,,,,7.24,2.45,0.94,2.42,8.98,2.95,0.53,29.92,6.13,2.19,0.0,28.98,,,,,,,,
2026-02-24T08:00:00Z,9.98,3.0,18.61,3.47,20.04,1.96,,,,,7.1,1.96,1.98,0.48,7.95,1.89,1.87,36.88,5.34,1.09,0.0,32.5,,,,,,,,
2026-02-24T09:00:00Z,9.99,2.41,11.48,3.24,19.12,2.26,,,,,5.76,1.32,2.39,0.18,7.31,1.78,2.55,38.65,5.18,1.32,0.0,34.49,,,,,,,,
2026-02-24T10:00:00Z,6.54,1.88,1.97,3.28,9.81,21.39,,,,,4.5,0.5,1.35,1.82,6.44,1.59,1.03,48.31,32.09,19.36,0.0,45.09,,,,,,,,
2026-02-24T11:00:00Z,5.69,1.83,1.04,2.81,14.51,26.33,,,,,3.81,0.35,0.85,5.76,5.46,1.11,0.0,62.31,42.87,21.97,0.0,51.07,,,,,,,,
