hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,no2_wolsey_way_loughborough,pm25_wolsey_way_loughborough,no2_whetstone_way_whetstone,pm25_whetstone_way_whetstone,no2_cobden_primary_school_loughborough,pm25_cobden_primary_school_loughborough,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel,pm10_wolsey_way_loughborough,pm1_wolsey_way_loughborough,no_wolsey_way_loughborough,o3_wolsey_way_loughborough,pm10_whetstone_way_whetstone,pm1_whetstone_way_whetstone,no_whetstone_way_whetstone,o3_whetstone_way_whetstone,pm10_cobden_primary_school_loughborough,pm1_cobden_primary_school_loughborough,no_cobden_primary_school_loughborough,o3_cobden_primary_school_loughborough
2026-01-01T00:00:00Z,3.13,3.1,4.65,3.94,13.11,3.97,,,,,5.33,2.08,1.39,12.44,6.48,2.53,3.19,76.55,6.24,2.86,2.49,89.68,,,,,,,,
2026-01-01T01:00:00Z,2.48,2.85,2.86,3.73,9.79,4.43,,,,,5.0,1.67,1.43,13.63,6.02,2.16,4.12,77.93,6.9,3.24,5.0,91.69,,,,,,,,
2026-01-01T02:00:00Z,3.53,5.51,4.48,6.87,10.59,4.54,,,,,8.59,3.85,1.54,12.96,10.58,4.97,6.05,76.78,7.3,3.49,1.41,92.26,,,,,,,,
2026-01-01T03:00:00Z,3.53,5.83,4.44,7.42,8.08,4.72,,,,,8.98,4.31,1.48,13.09,11.37,5.67,7.71,76.67,7.49,3.78,0.04,96.44,,,,,,,,
2026-01-01T04:00:00Z,5.24,4.61,4.51,6.15,11.08,3.98,,,,,7.28,3.26,1.35,9.06,9.51,4.56,0.61,76.93,6.53,2.96,2.49,90.62,,,,,,,,
2026-01-01T05:00:00Z,3.35,3.04,4.31,4.19,7.0,2.55,,,,,5.08,1.82,1.58,14.0,6.6,2.6,6.32,79.89,4.22,1.28,1.6,98.36,,,,,,,,
2026-01-01T06:00:00Z,5.37,2.24,7.66,2.93,13.43,1.71,,,,,4.37,1.17,1.17,11.5,5.02,1.3,6.03,77.29,3.47,0.61,0.95,88.59,,,,,,,,
2026-01-01T07:00:00Z,6.43,2.1,8.51,2.62,16.4,1.48,,,,,4.49,1.1,1.22,8.54,4.85,1.18,6.65,73.66,3.51,0.46,1.16,85.93,,,,,,,,
2026-01-01T08:00:00Z,5.16,1.84,10.78,2.28,16.49,1.44,,,,,4.5,0.93,1.23,11.54,4.8,1.04,3.28,73.07,3.78,0.53,0.68,88.19,,,,,,,,
2026-01-01T09:00:00Z,4.1,1.96,9.99,2.76,13.14,3.16,,,,,4.87,1.21,0.97,10.74,5.57,1.45,2.63,72.88,6.36,2.43,0.59,83.85,,,,,,,,
2026-01-01T10:00:00Z,4.47,2.22,8.7,3.25,13.23,2.35,,,,,5.08,1.44,1.38,8.34,6.23,1.9,3.75,69.65,5.14,1.55,0.24,79.65,,,,,,,,
2026-01-01T11:00:00Z,4.0,2.47,7.8,3.32,11.69,2.55,,,,,5.21,1.39,1.49,7.74,6.44,1.71,4.67,64.33,5.13,1.3,0.51,78.14,,,,,,,,
2026-01-01T12:00:00Z,2.35,1.95,2.31,2.12,4.8,1.75,,,,,4.01,0.32,0.7,10.99,4.44,0.38,9.47,73.3,3.28,0.29,0.03,95.72,,,,,,,,
2026-01-01T13:00:00Z,2.99,2.26,3.98,2.17,5.6,1.78,,,,,3.87,0.33,1.21,13.0,4.26,0.34,8.57,76.2,3.1,0.16,0.0,98.79,,,,,,,,
2026-01-01T14:00:00Z,3.75,2.18,2.85,2.12,5.16,1.86,,,,,3.48,0.25,0.75,14.49,3.69,0.27,7.99,80.83,2.97,0.11,0.54,106.1,,,,,,,,
2026-01-01T15:00:00Z,4.46,2.02,3.58,2.09,5.27,1.7,,,,,3.27,0.11,0.86,14.45,3.35,0.2,7.83,82.13,2.56,0.02,0.0,111.33,,,,,,,,
2026-01-01T16:00:00Z,6.59,1.97,13.52,2.25,16.37,1.55,,,,,3.9,0.54,0.98,12.29,4.05,0.6,3.34,77.67,3.36,0.22,0.02,97.28,,,,,,,,
2026-01-01T17:00:00Z,6.54,1.93,14.23,2.49,21.59,1.47,,,,,4.51,0.89,1.13,10.79,4.98,1.11,6.56,73.93,3.84,0.47,0.92,86.64,,,,,,,,
2026-01-01T18:00:00Z,4.97,1.42,11.55,1.71,18.28,2.18,,,,,4.11,0.37,1.28,10.53,3.99,0.42,5.98,68.3,4.62,1.15,0.18,86.07,,,,,,,,
2026-01-01T19:00:00Z,4.64,2.04,20.22,2.5,17.84,1.58,,,,,4.87,1.18,1.03,10.02,5.29,0.99,8.58,59.95,4.09,0.52,0.73,85.19,,,,,,,,
2026-01-01T20:00:00Z,3.36,1.58,7.86,2.85,13.73,1.5,,,,,4.68,0.65,1.15,9.83,5.91,1.42,6.47,65.35,3.57,0.42,0.07,81.64,,,,,,,,
2026-01-01T21:00:00Z,2.2,1.7,5.6,2.29,14.43,1.87,,,,,4.58,0.48,1.69,10.22,5.11,0.74,4.6,68.95,4.22,0.54,1.41,78.26,,,,,,,,
2026-01-01T22:00:00Z,1.68,1.54,2.77,2.13,10.84,1.51,,,,,4.06,0.14,1.51,10.99,4.57,0.5,5.13,69.76,3.32,0.17,1.42,77.33,,,,,,,,
2026-01-01T23:00:00Z,2.21,2.15,5.32,2.26,11.25,1.6,,,,,4.88,0.68,1.3,9.97,4.59,0.55,1.82,69.27,3.58,0.37,0.0,79.88,,,,,,,,
2026-01-02T00:00:00Z,4.51,2.62,8.48,3.52,13.98,2.87,,,,,5.61,1.01,1.78,6.48,6.7,1.48,6.47,66.15,5.4,1.69,0.04,74.53,,,,,,,,
2026-01-02T01:00:00Z,3.73,1.6,5.59,2.11,12.53,1.45,,,,,4.29,0.27,1.55,8.27,4.69,0.46,5.34,67.94,3.61,0.13,1.92,75.46,,,,,,,,
2026-01-02T02:00:00Z,3.53,1.43,6.92,1.87,11.26,1.21,,,,,4.05,0.1,1.43,9.05,4.12,0.27,4.63,69.55,3.32,0.16,0.02,75.83,,,,,,,,
2026-01-02T03:00:00Z,3.1,1.09,3.76,1.53,8.63,1.19,,,,,3.51,0.01,1.44,9.7,3.27,0.12,7.14,72.17,3.14,0.07,1.07,83.46,,,,,,,,
2026-01-02T04:00:00Z,2.93,0.92,5.16,1.29,7.19,1.06,,,,,3.05,0.0,1.63,10.88,2.81,0.03,2.52,74.14,2.84,0.01,0.65,89.34,,,,,,,,
2026-01-02T05:00:00Z,3.41,1.6,8.17,1.59,10.91,0.97,,,,,4.36,0.48,1.34,9.07,3.64,0.33,2.83,71.55,3.22,0.13,1.4,82.91,,,,,,,,
2026-01-02T06:00:00Z,2.76,2.33,10.09,1.31,15.08,0.8,,,,,5.49,1.28,1.59,7.88,4.2,0.37,2.73,60.07,3.39,0.08,0.97,62.44,,,,,,,,
2026-01-02T07:00:00Z,3.32,2.77,14.7,2.54,21.1,1.55,,,,,5.84,2.03,1.89,3.38,5.95,1.31,0.96,38.52,4.4,0.65,0.2,36.91,,,,,,,,
2026-01-02T08:00:00Z,3.15,0.95,7.6,1.5,13.65,0.96,,,,,3.98,0.09,2.12,1.56,4.46,0.37,6.97,45.55,3.23,0.07,1.84,60.08,,,,,,,,
2026-01-02T09:00:00Z,3.96,1.12,7.11,1.27,13.93,1.01,,,,,3.99,0.22,2.57,2.1,3.53,0.05,2.86,55.9,2.88,0.01,1.71,60.29,,,,,,,,
2026-01-02T10:00:00Z,3.33,3.09,10.34,2.06,16.2,1.3,,,,,5.64,2.11,2.48,5.2,4.4,0.56,13.49,50.94,3.04,0.13,1.4,65.35,,,,,,,,
2026-01-02T11:00:00Z,2.91,1.51,8.28,2.0,15.83,1.71,,,,,3.24,0.01,1.89,8.36,4.08,0.39,9.26,57.02,2.43,0.1,1.19,81.75,,,,,,,,
2026-01-02T12:00:00Z,3.28,1.94,2.79,1.76,9.67,1.99,,,,,2.43,0.06,1.72,11.95,2.95,0.08,8.68,71.16,2.35,0.05,1.61,92.9,,,,,,,,
2026-01-02T13:00:00Z,3.53,2.58,4.78,2.09,16.46,1.85,,,,,2.85,0.05,1.16,14.21,2.85,0.16,4.46,73.92,2.19,0.02,3.2,90.21,,,,,,,,
2026-01-02T14:00:00Z,3.6,2.67,8.34,2.22,17.99,2.02,,,,,2.94,0.0,0.84,15.29,2.86,0.2,12.76,71.94,2.31,0.02,0.2,93.26,,,,,,,,
2026-01-02T15:00:00Z,4.76,3.06,10.17,2.4,20.1,2.44,,,,,3.37,0.09,0.51,17.47,3.1,0.23,7.53,73.55,2.91,0.35,0.14,90.29,,,,,,,,
2026-01-02T16:00:00Z,8.19,3.17,13.93,3.05,32.62,2.19,,,,,3.64,0.57,0.45,12.15,4.82,0.89,3.31,70.24,3.15,0.53,0.46,66.35,,,,,,,,
2026-01-02T17:00:00Z,10.93,2.89,21.67,3.72,50.69,3.47,,,,,4.21,0.93,0.83,8.04,6.21,1.41,13.54,52.16,5.45,2.22,0.6,31.62,,,,,,,,
2026-01-02T18:00:00Z,11.64,5.14,33.71,5.32,48.82,3.22,,,,,7.93,3.7,1.79,2.97,8.89,3.14,1.09,33.73,5.5,1.86,3.74,20.73,,,,,,,,
2026-01-02T19:00:00Z,15.91,4.07,14.01,3.96,46.21,4.36,,,,,6.86,2.41,3.44,0.0,6.89,1.95,9.9,52.7,7.11,3.47,0.24,24.49,,,,,,,,
2026-01-02T20:00:00Z,11.68,4.28,11.12,3.59,42.94,7.62,,,,,7.49,2.39,2.3,0.03,6.36,1.65,4.91,57.62,12.53,5.71,2.03,27.3,,,,,,,,
2026-01-02T21:00:00Z,12.44,4.75,14.77,5.29,37.51,7.26,,,,,8.37,3.05,2.12,0.0,9.13,3.37,3.21,49.48,12.01,5.85,4.35,32.3,,,,,,,,
2026-01-02T22:00:00Z,8.23,4.37,14.12,5.51,30.05,4.41,,,,,7.89,2.82,2.23,0.39,9.54,3.57,2.0,46.93,7.52,3.65,1.74,37.01,,,,,,,,
2026-01-02T23:00:00Z,6.92,4.0,13.25,4.79,31.8,4.51,,,,,7.3,2.48,2.56,0.18,8.15,3.1,3.35,44.7,7.46,3.68,1.54,22.73,,,,,,,,
2026-01-03T00:00:00Z,3.98,2.29,9.3,3.48,20.69,2.39,,,,,5.1,1.12,2.19,3.71,6.26,1.8,0.71,51.6,4.9,1.42,0.79,40.29,,,,,,,,
2026-01-03T01:00:00Z,4.71,2.56,11.58,3.03,15.73,1.66,,,,,5.38,1.43,1.98,4.06,5.53,1.35,5.17,53.02,3.77,0.69,0.63,55.33,,,,,,,,
2026-01-03T02:00:00Z,3.44,2.31,10.01,3.44,13.5,1.84,,,,,4.89,1.15,1.9,5.32,5.97,1.77,3.89,51.24,4.09,0.88,1.29,57.77,,,,,,,,
2026-01-03T03:00:00Z,2.22,1.96,6.2,3.09,12.2,1.58,,,,,4.3,0.82,2.07,7.11,5.68,1.66,4.76,54.58,3.57,0.52,0.56,58.85,,,,,,,,
2026-01-03T04:00:00Z,1.69,1.65,4.45,2.27,8.61,1.37,,,,,3.96,0.46,1.99,8.31,4.51,0.69,1.82,59.55,3.2,0.18,0.8,69.13,,,,,,,,
2026-01-03T05:00:00Z,1.66,1.34,2.59,1.78,6.03,1.17,,,,,3.35,0.13,2.21,8.82,3.49,0.2,1.17,60.38,2.65,0.02,1.01,72.26,,,,,,,,
2026-01-03T06:00:00Z,1.38,1.22,2.41,1.43,6.42,1.25,,,,,3.16,0.09,2.23,9.63,2.86,0.02,0.09,62.32,2.68,0.01,0.13,64.72,,,,,,,,
2026-01-03T07:00:00Z,1.34,1.14,1.59,1.41,10.07,1.25,,,,,2.75,0.01,2.47,10.28,2.49,0.0,2.95,64.34,2.41,0.01,1.54,62.41,,,,,,,,
2026-01-03T08:00:00Z,2.5,1.27,1.8,1.47,12.8,1.33,,,,,2.77,0.05,2.34,8.87,2.25,0.01,1.45,68.94,2.38,0.02,0.02,69.15,,,,,,,,
2026-01-03T09:00:00Z,4.8,1.14,7.34,1.47,13.12,1.4,,,,,2.76,0.04,2.85,4.92,2.37,0.01,1.38,61.39,2.53,0.07,0.65,68.22,,,,,,,,
2026-01-03T10:00:00Z,6.24,1.29,8.51,1.53,15.52,1.32,,,,,2.93,0.05,2.64,4.44,2.76,0.01,2.99,61.07,2.38,0.01,2.11,71.74,,,,,,,,
2026-01-03T11:00:00Z,4.24,1.63,8.84,1.61,17.48,1.68,,,,,2.62,0.14,1.85,9.67,2.63,0.02,5.55,60.69,2.17,0.0,2.52,78.15,,,,,,,,
2026-01-03T12:00:00Z,4.82,2.09,6.67,4.02,10.62,2.03,,,,,2.51,0.19,1.4,10.99,6.09,2.01,2.06,66.75,2.25,0.06,0.99,87.23,,,,,,,,
2026-01-03T13:00:00Z,4.89,2.41,6.77,3.35,17.73,1.9,,,,,2.65,0.02,0.91,12.5,4.67,1.26,2.64,71.13,2.18,0.12,0.15,78.93,,,,,,,,
2026-01-03T14:00:00Z,4.9,2.63,9.07,2.71,20.48,1.91,,,,,2.9,0.04,0.79,13.09,3.5,0.52,2.32,69.7,2.23,0.09,0.2,78.02,,,,,,,,
2026-01-03T15:00:00Z,7.74,2.88,18.57,2.4,22.62,2.2,,,,,3.18,0.15,0.54,13.01,3.19,0.49,8.84,57.04,2.82,0.31,0.04,75.85,,,,,,,,
2026-01-03T16:00:00Z,6.36,2.79,11.32,2.5,24.71,2.42,,,,,3.07,0.19,0.56,11.08,3.51,0.63,4.78,64.21,3.28,0.76,1.71,69.89,,,,,,,,
2026-01-03T17:00:00Z,12.92,4.35,14.6,3.28,34.75,2.68,,,,,5.44,2.39,1.64,3.23,4.88,1.37,3.21,54.92,4.04,1.11,0.9,51.1,,,,,,,,
2026-01-03T18:00:00Z,12.98,4.25,34.12,4.99,38.56,3.17,,,,,6.38,2.15,2.21,0.5,7.83,3.16,5.2,30.27,5.01,1.88,0.05,38.98,,,,,,,,
2026-01-03T19:00:00Z,9.93,4.75,12.48,6.05,41.7,4.6,,,,,7.41,2.69,2.07,0.78,9.56,4.02,2.07,49.0,7.28,3.46,0.61,26.64,,,,,,,,
2026-01-03T20:00:00Z,7.65,4.17,9.24,4.87,28.75,3.85,,,,,6.88,2.22,2.28,1.75,7.98,3.04,1.24,51.78,6.35,2.63,2.44,38.78,,,,,,,,
2026-01-03T21:00:00Z,5.79,4.33,7.51,4.74,24.53,3.06,,,,,7.12,2.39,1.92,2.43,7.65,2.78,0.6,50.9,5.3,1.96,0.31,40.41,,,,,,,,
2026-01-03T22:00:00Z,5.57,4.08,8.97,4.72,21.14,3.45,,,,,6.87,2.06,2.53,2.17,7.56,2.67,0.94,51.18,5.69,2.06,0.43,44.88,,,,,,,,
2026-01-03T23:00:00Z,5.32,4.95,18.07,4.89,15.87,3.13,,,,,8.05,3.06,2.53,2.56,7.88,2.79,1.91,46.61,5.04,1.78,0.43,54.03,,,,,,,,
2026-01-04T00:00:00Z,4.48,4.85,8.01,4.91,13.66,2.75,,,,,8.04,2.83,2.39,3.64,7.85,2.88,0.49,53.89,4.4,1.32,2.07,59.0,,,,,,,,
2026-01-04T01:00:00Z,3.22,5.74,3.71,5.84,11.1,2.84,,,,,9.15,3.65,2.39,5.25,9.18,3.52,0.91,61.48,4.58,1.26,1.45,64.65,,,,,,,,
2026-01-04T02:00:00Z,3.22,4.45,3.46,5.0,12.44,2.99,,,,,7.21,2.77,2.79,6.06,7.95,2.91,0.87,61.97,5.03,1.47,0.19,56.53,,,,,,,,
2026-01-04T03:00:00Z,3.18,2.64,6.13,3.5,11.97,1.95,,,,,4.67,1.09,2.27,6.22,5.38,1.44,2.39,57.89,3.37,0.46,1.33,59.57,,,,,,,,
2026-01-04T04:00:00Z,2.84,2.35,5.94,2.89,11.79,1.83,,,,,4.28,0.93,2.54,4.91,4.7,0.98,0.75,58.85,3.47,0.56,1.13,53.71,,,,,,,,
2026-01-04T05:00:00Z,2.98,2.0,4.86,2.54,11.71,1.7,,,,,3.91,0.69,2.58,6.27,4.14,0.64,6.01,60.02,3.22,0.3,1.35,50.58,,,,,,,,
2026-01-04T06:00:00Z,2.74,1.94,4.05,2.28,11.87,1.51,,,,,3.87,0.51,2.5,6.64,3.43,0.37,2.22,60.8,2.95,0.18,0.37,55.36,,,,,,,,
2026-01-04T07:00:00Z,2.89,1.86,4.39,2.19,12.79,1.48,,,,,3.74,0.34,2.15,6.32,3.59,0.37,0.78,60.52,3.01,0.17,1.59,52.75,,,,,,,,
2026-01-04T08:00:00Z,4.28,2.42,7.59,2.51,15.39,1.86,,,,,4.52,0.97,2.51,3.11,4.01,0.56,1.66,55.91,3.68,0.58,0.48,48.19,,,,,,,,
2026-01-04T09:00:00Z,4.8,2.01,7.47,2.21,22.63,1.76,,,,,4.07,0.74,2.79,3.04,3.65,0.38,1.53,55.61,3.59,0.49,2.5,26.22,,,,,,,,
2026-01-04T10:00:00Z,6.72,1.95,5.59,1.95,22.84,2.28,,,,,3.8,0.45,2.67,2.66,2.91,0.14,2.4,64.14,4.17,0.91,2.17,35.89,,,,,,,,
2026-01-04T11:00:00Z,7.6,2.22,9.68,2.09,25.02,2.48,,,,,3.85,0.66,2.7,2.88,3.39,0.29,5.81,60.82,3.82,0.74,1.92,49.85,,,,,,,,
2026-01-04T12:00:00Z,10.22,2.56,10.18,2.14,18.35,4.22,,,,,3.82,0.76,3.12,1.33,3.48,0.41,7.93,62.96,6.25,2.34,0.15,66.68,,,,,,,,
2026-01-04T13:00:00Z,8.31,3.01,10.73,2.37,30.58,5.78,,,,,4.09,1.09,1.59,2.88,3.9,0.66,8.25,60.79,9.24,4.11,5.29,48.67,,,,,,,,
2026-01-04T14:00:00Z,10.75,3.22,12.51,2.69,27.04,3.91,,,,,3.97,1.21,1.63,3.88,4.69,1.02,5.58,62.57,6.31,2.61,1.78,61.24,,,,,,,,
2026-01-04T15:00:00Z,4.48,2.76,9.9,3.14,21.34,8.33,,,,,3.31,0.83,0.92,10.43,5.13,1.43,7.01,65.22,13.8,6.74,1.95,66.65,,,,,,,,
2026-01-04T16:00:00Z,13.13,4.23,10.8,4.0,81.68,7.0,,,,,6.24,2.91,2.23,1.97,6.61,2.65,3.36,62.13,10.39,6.17,21.73,27.5,,,,,,,,
2026-01-04T17:00:00Z,10.86,2.21,10.61,3.19,50.07,17.31,,,,,4.37,1.14,2.27,2.01,5.65,1.72,4.45,54.42,27.01,14.9,2.97,20.35,,,,,,,,
2026-01-04T18:00:00Z,7.51,2.59,21.94,19.23,34.38,3.39,,,,,5.39,1.71,2.02,2.41,30.75,15.84,3.17,39.87,6.13,2.79,2.05,38.11,,,,,,,,
2026-01-04T19:00:00Z,6.25,3.95,9.13,6.33,27.73,3.98,,,,,7.17,2.78,1.79,2.53,10.6,4.81,2.15,49.13,6.88,3.23,0.34,33.49,,,,,,,,
2026-01-04T20:00:00Z,6.07,5.35,9.98,7.38,24.31,5.04,,,,,9.0,4.36,2.09,2.18,11.74,6.01,0.85,47.06,8.18,4.35,2.26,45.72,,,,,,,,
2026-01-04T21:00:00Z,5.93,7.79,11.29,8.18,30.45,5.5,,,,,12.12,6.62,2.61,1.79,13.06,6.56,2.54,45.79,8.88,4.87,0.96,37.94,,,,,,,,
2026-01-04T22:00:00Z,5.24,6.96,12.52,7.67,27.3,5.51,,,,,11.19,5.73,2.04,0.97,12.29,6.11,3.68,44.79,9.03,4.85,0.98,40.01,,,,,,,,
2026-01-04T23:00:00Z,4.2,8.23,14.35,7.37,19.27,4.43,,,,,11.56,7.43,1.78,3.55,12.02,5.99,4.89,43.15,7.52,3.71,3.32,51.43,,,,,,,,
2026-01-05T00:00:00Z,3.97,10.25,10.22,7.4,19.46,5.35,,,,,13.85,9.47,1.77,2.03,12.12,5.89,5.89,47.26,8.6,4.82,0.55,48.47,,,,,,,,
2026-01-05T01:00:00Z,3.92,14.73,12.6,10.22,20.41,6.65,,,,,18.46,13.54,2.18,2.17,15.84,8.44,1.13,47.08,10.34,6.05,1.32,46.63,,,,,,,,
2026-01-05T02:00:00Z,2.97,13.53,10.69,12.17,15.22,6.81,,,,,17.58,12.37,1.78,4.05,18.45,9.6,3.72,48.89,10.38,6.07,0.78,52.86,,,,,,,,
2026-01-05T03:00:00Z,1.47,5.59,9.99,8.18,10.48,5.07,,,,,9.44,3.89,2.02,4.89,13.48,6.17,1.08,51.42,8.65,4.19,1.55,54.88,,,,,,,,
2026-01-05T04:00:00Z,0.93,5.25,3.25,6.95,8.23,3.51,,,,,9.15,3.4,2.19,4.82,11.79,4.77,1.04,51.95,6.52,2.59,1.93,50.43,,,,,,,,
2026-01-05T05:00:00Z,1.37,5.78,2.98,6.39,10.22,3.76,,,,,9.8,3.88,2.66,3.43,11.05,4.23,1.03,49.42,6.97,2.66,1.16,46.62,,,,,,,,
2026-01-05T06:00:00Z,4.24,5.2,4.38,5.4,13.27,3.97,,,,,8.92,3.39,3.37,0.56,9.36,3.37,1.05,50.6,7.07,2.84,0.75,45.13,,,,,,,,
2026-01-05T07:00:00Z,5.99,5.13,29.78,5.2,31.11,3.16,,,,,9.21,3.11,4.41,0.36,8.84,3.17,5.03,17.93,6.4,2.04,2.35,13.09,,,,,,,,
2026-01-05T08:00:00Z,13.59,3.88,47.75,4.03,39.91,2.69,,,,,7.17,2.3,7.93,0.0,7.17,2.45,10.85,2.94,5.17,1.63,0.77,10.88,,,,,,,,
2026-01-05T09:00:00Z,11.05,2.6,26.88,2.87,48.27,2.36,,,,,5.38,1.45,5.88,0.0,5.11,1.26,2.31,25.22,4.66,1.22,2.12,6.58,,,,,,,,
2026-01-05T10:00:00Z,9.41,2.47,15.63,3.01,33.81,1.8,,,,,4.88,1.12,5.39,0.77,4.88,1.29,1.26,43.12,3.43,0.41,2.7,30.13,,,,,,,,
2026-01-05T11:00:00Z,6.07,3.15,14.98,5.04,29.97,2.57,,,,,4.88,1.86,2.46,2.28,8.26,2.98,0.61,46.12,3.74,0.9,3.76,47.12,,,,,,,,
2026-01-05T12:00:00Z,5.87,2.5,13.26,4.54,21.14,2.42,,,,,3.31,0.48,1.78,5.71,7.41,2.53,3.52,50.39,3.15,0.58,1.45,59.61,,,,,,,,
2026-01-05T13:00:00Z,6.43,2.88,13.33,3.5,26.27,1.97,,,,,3.19,0.47,1.29,7.45,5.43,1.35,8.0,52.03,3.09,0.47,3.79,53.43,,,,,,,,
2026-01-05T14:00:00Z,5.51,2.99,19.32,4.19,29.1,2.38,,,,,3.28,0.2,0.91,8.76,6.38,1.91,1.32,48.88,3.22,0.65,2.24,57.95,,,,,,,,
2026-01-05T15:00:00Z,10.71,3.96,18.13,4.53,29.7,2.53,,,,,4.33,1.21,0.96,4.71,7.13,2.46,6.1,45.39,3.68,0.8,2.67,53.17,,,,,,,,
2026-01-05T16:00:00Z,17.77,4.69,26.84,4.79,39.18,2.61,,,,,5.32,2.07,2.41,0.27,7.41,2.98,3.49,32.43,4.15,1.13,0.89,36.31,,,,,,,,
2026-01-05T17:00:00Z,17.26,5.72,28.59,6.81,62.35,4.32,,,,,8.14,3.81,2.66,0.0,10.5,4.95,3.63,22.87,6.9,3.29,1.89,4.71,,,,,,,,
2026-01-05T18:00:00Z,16.48,6.34,38.41,9.58,70.06,5.51,,,,,9.49,4.57,3.12,0.0,15.13,7.54,4.04,9.78,8.67,4.68,0.92,0.0,,,,,,,,
2026-01-05T19:00:00Z,16.32,7.14,26.78,9.65,73.95,6.91,,,,,10.92,5.62,3.77,0.0,14.93,7.92,2.3,17.89,10.39,6.19,3.92,0.0,,,,,,,,
2026-01-05T20:00:00Z,13.69,7.43,23.58,9.25,64.93,7.29,,,,,11.33,6.09,3.15,0.0,14.37,7.63,0.56,19.1,10.56,6.44,1.27,0.0,,,,,,,,
2026-01-05T21:00:00Z,12.35,7.0,22.76,8.25,58.87,7.61,,,,,10.75,5.69,2.42,0.0,12.68,6.86,3.52,16.52,11.19,6.82,1.09,0.0,,,,,,,,
2026-01-05T22:00:00Z,11.49,6.28,18.5,7.19,50.99,7.45,,,,,9.86,4.89,2.87,0.0,11.34,5.78,0.66,22.19,11.19,6.7,1.98,0.0,,,,,,,,
2026-01-05T23:00:00Z,7.99,6.55,29.33,6.56,42.55,5.52,,,,,10.34,5.3,2.63,0.0,10.58,5.23,1.65,8.03,8.71,4.83,3.68,2.7,,,,,,,,
2026-01-06T00:00:00Z,8.55,13.41,34.69,16.81,38.68,7.65,,,,,19.29,11.78,2.15,0.0,27.36,14.49,4.85,7.49,11.51,7.02,1.53,1.67,,,,,,,,
2026-01-06T01:00:00Z,7.31,11.66,32.85,24.59,34.0,10.35,,,,,16.94,10.47,2.56,0.0,40.11,20.94,2.06,0.0,14.46,9.46,1.36,0.0,,,,,,,,
2026-01-06T02:00:00Z,5.4,8.08,31.89,23.25,33.62,12.54,,,,,12.52,6.93,2.83,0.0,37.04,20.31,0.7,0.0,17.82,11.47,2.49,0.0,,,,,,,,
2026-01-06T03:00:00Z,4.69,6.62,26.48,19.29,34.42,13.01,,,,,10.37,5.62,2.48,0.0,28.04,17.11,0.11,0.07,18.52,11.64,2.17,0.0,,,,,,,,
2026-01-06T04:00:00Z,3.47,5.58,20.37,18.51,43.92,12.24,,,,,9.44,4.57,2.52,1.65,26.93,16.56,1.17,0.69,16.83,11.2,8.17,0.0,,,,,,,,
2026-01-06T05:00:00Z,3.09,4.48,16.74,18.16,40.72,12.16,,,,,7.85,3.74,2.23,2.87,26.54,16.24,0.95,3.08,16.57,10.95,7.31,0.0,,,,,,,,
2026-01-06T06:00:00Z,4.98,3.58,16.99,12.68,44.28,10.23,,,,,6.74,2.84,2.66,0.68,18.8,11.37,0.16,6.29,14.09,9.39,2.73,0.0,,,,,,,,
2026-01-06T07:00:00Z,10.77,3.58,35.1,13.69,47.77,8.84,,,,,6.71,2.6,4.85,0.04,19.86,12.21,1.13,0.01,12.4,7.98,1.25,0.0,,,,,,,,
2026-01-06T08:00:00Z,15.07,5.86,33.86,11.04,58.78,9.03,,,,,9.6,5.12,8.88,0.0,17.51,9.49,4.26,3.71,12.7,8.18,3.2,0.0,,,,,,,,
2026-01-06T09:00:00Z,20.85,8.72,42.77,11.41,75.18,6.99,,,,,13.09,7.75,14.33,0.0,17.32,9.94,1.07,0.0,10.13,6.21,17.48,0.0,,,,,,,,
2026-01-06T10:00:00Z,15.19,9.22,40.7,11.25,64.83,7.42,,,,,13.53,7.95,6.07,0.0,17.12,9.77,1.13,0.78,11.06,6.65,4.97,0.0,,,,,,,,
2026-01-06T11:00:00Z,11.64,6.17,35.17,11.41,61.7,7.59,,,,,9.72,5.15,4.19,0.0,17.19,9.91,2.45,3.2,10.76,6.91,1.17,0.0,,,,,,,,
2026-01-06T12:00:00Z,9.57,3.3,42.3,12.76,131.44,11.52,,,,,6.25,2.27,2.9,0.04,19.13,11.17,3.86,1.64,16.54,10.53,37.52,0.54,,,,,,,,
2026-01-06T13:00:00Z,9.71,3.91,24.71,9.17,73.5,3.77,,,,,6.92,2.8,2.32,0.01,14.16,7.54,5.37,29.39,6.42,3.01,19.2,20.45,,,,,,,,
2026-01-06T14:00:00Z,12.21,4.54,25.34,10.64,49.13,4.44,,,,,7.55,3.24,3.22,0.0,16.08,8.79,4.16,26.33,7.13,3.54,4.87,32.24,,,,,,,,
2026-01-06T15:00:00Z,9.99,3.88,24.08,7.33,48.0,4.5,,,,,6.59,2.49,2.51,0.08,11.5,5.71,5.77,33.36,7.01,3.48,3.87,29.9,,,,,,,,
