hour_utc,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel
2021-04-04T20:00:00Z,6.47,5.38,5.85,2.58,90.84,5.15
2021-04-04T21:00:00Z,7.31,5.67,6.19,2.78,95.07,5.54
2021-04-04T22:00:00Z,7.61,5.92,6.53,2.96,84.18,4.84
2021-04-04T23:00:00Z,7.65,6.07,6.8,3.29,66.85,5.18
2021-04-05T00:00:00Z,7.65,6.03,6.88,3.06,62.99,5.11
2021-04-05T01:00:00Z,7.62,5.73,6.54,2.97,65.42,5.07
2021-04-05T02:00:00Z,7.52,5.24,5.75,2.42,95.44,4.82
2021-04-05T03:00:00Z,7.65,4.74,5.25,1.97,52.92,4.75
2021-04-05T04:00:00Z,7.25,4.47,4.93,1.63,52.45,4.72
2021-04-05T05:00:00Z,6.84,4.05,4.47,1.23,50.07,4.45
2021-04-05T06:00:00Z,7.37,3.75,4.11,0.95,55.67,4.78
2021-04-05T07:00:00Z,8.33,3.36,3.69,0.55,56.23,4.59
2021-04-05T08:00:00Z,6.74,3.08,3.39,0.33,63.08,4.23
2021-04-05T09:00:00Z,6.69,2.93,3.22,0.17,69.97,4.18
2021-04-05T10:00:00Z,5.87,2.85,3.13,0.05,80.93,4.03
2021-04-05T11:00:00Z,0.78,3.05,3.35,0.15,145.74,4.15
2021-04-05T12:00:00Z,0.0,2.98,3.28,0.05,174.24,5.44
2021-04-05T13:00:00Z,0.0,2.96,3.26,0.0,188.0,6.51
2021-04-05T14:00:00Z,0.0,2.97,3.27,0.01,183.9,6.43
2021-04-05T15:00:00Z,0.23,3.34,3.71,0.53,165.65,5.84
2021-04-05T16:00:00Z,1.38,2.91,3.2,0.0,140.49,6.07
2021-04-05T17:00:00Z,2.08,2.91,3.2,0.0,135.87,6.07
2021-04-05T18:00:00Z,2.28,2.89,3.18,0.0,137.88,6.43
2021-04-05T19:00:00Z,3.47,2.91,3.2,0.01,110.68,5.57
2021-04-05T20:00:00Z,5.68,2.83,3.12,0.0,84.92,5.5
2021-04-05T21:00:00Z,6.87,2.91,3.21,0.01,71.92,4.97
2021-04-05T22:00:00Z,7.44,3.09,3.4,0.13,60.1,5.6
2021-04-05T23:00:00Z,7.61,3.66,4.05,0.72,69.64,5.28
2021-04-06T00:00:00Z,7.66,3.7,4.07,0.66,50.89,5.28
2021-04-06T01:00:00Z,7.76,3.45,3.79,0.56,68.92,4.49
2021-04-06T02:00:00Z,7.83,3.5,3.85,0.53,41.98,4.87
2021-04-06T03:00:00Z,7.98,3.39,3.72,0.59,38.58,4.99
2021-04-06T04:00:00Z,8.12,3.23,3.56,0.44,35.51,4.62
2021-04-06T05:00:00Z,8.39,3.23,3.56,0.37,34.14,4.47
2021-04-06T06:00:00Z,8.88,3.02,3.32,0.12,34.06,5.15
2021-04-06T07:00:00Z,10.51,2.91,3.2,0.09,42.67,6.07
2021-04-06T08:00:00Z,9.68,2.89,3.18,0.09,48.12,5.62
2021-04-06T09:00:00Z,9.74,2.66,2.93,0.0,45.55,5.88
2021-04-06T10:00:00Z,8.16,2.68,2.95,0.0,99.96,3.82
2021-04-06T11:00:00Z,1.58,2.9,3.19,0.05,133.62,3.74
2021-04-06T12:00:00Z,0.2,2.95,3.24,0.01,152.12,5.66
2021-04-06T13:00:00Z,0.85,3.02,3.32,0.12,142.65,6.15
2021-04-06T14:00:00Z,4.41,4.84,5.48,2.47,75.21,5.88
2021-04-06T15:00:00Z,4.83,2.81,3.1,0.0,67.51,6.0
2021-04-06T16:00:00Z,5.36,2.78,3.05,0.0,69.32,5.86
2021-04-06T17:00:00Z,7.13,2.73,3.0,0.0,62.3,6.09
2021-04-06T18:00:00Z,10.64,2.83,3.11,0.02,81.66,8.79
2021-04-06T19:00:00Z,13.63,2.79,3.07,0.02,128.07,11.45
2021-04-06T20:00:00Z,12.74,2.67,2.94,0.01,129.35,9.46
2021-04-06T21:00:00Z,12.2,2.74,3.01,0.09,119.88,9.49
2021-04-06T22:00:00Z,11.37,2.93,3.22,0.26,103.96,8.69
2021-04-06T23:00:00Z,10.77,3.03,3.35,0.37,82.64,7.02
2021-04-07T00:00:00Z,9.23,3.42,3.75,0.77,79.3,6.15
2021-04-07T01:00:00Z,9.35,3.79,4.15,1.11,54.47,5.94
2021-04-07T02:00:00Z,9.72,3.84,4.21,1.12,50.43,5.68
2021-04-07T03:00:00Z,9.53,3.75,4.12,1.02,84.31,5.59
2021-04-07T04:00:00Z,9.38,3.7,4.06,0.96,39.56,4.98
2021-04-07T05:00:00Z,9.66,3.5,3.85,0.83,43.49,4.78
2021-04-07T06:00:00Z,10.65,3.41,3.74,0.85,36.73,4.69
2021-04-07T07:00:00Z,12.19,3.52,3.86,0.84,62.78,5.91
2021-04-07T08:00:00Z,12.63,4.46,5.09,1.69,6.25,6.46
2021-04-07T09:00:00Z,11.15,4.05,4.54,1.38,0.0,4.81
2021-04-07T10:00:00Z,9.42,3.48,3.81,0.77,0.0,4.82
2021-04-07T11:00:00Z,3.9,3.33,3.66,0.46,74.67,3.75
2021-04-07T12:00:00Z,2.02,3.15,3.47,0.06,96.17,4.43
2021-04-07T13:00:00Z,3.17,3.05,3.36,0.12,112.05,4.89
2021-04-07T14:00:00Z,4.53,2.84,3.13,0.05,124.47,5.14
2021-04-07T15:00:00Z,5.8,2.78,3.06,0.02,114.04,5.35
2021-04-07T16:00:00Z,5.62,4.77,5.72,2.39,113.59,5.18
2021-04-07T17:00:00Z,6.44,2.78,3.06,0.0,96.12,5.21
2021-04-07T18:00:00Z,8.22,2.73,3.0,0.0,108.74,5.57
2021-04-07T19:00:00Z,10.31,2.82,3.1,0.04,117.8,6.33
2021-04-07T20:00:00Z,11.24,3.04,3.34,0.19,117.74,6.91
2021-04-07T21:00:00Z,10.8,2.99,3.29,0.21,116.47,7.22
2021-04-07T22:00:00Z,10.49,6.19,7.34,4.51,116.46,6.27
2021-04-07T23:00:00Z,9.94,2.91,3.2,0.24,99.44,5.44
2021-04-08T00:00:00Z,9.09,2.88,3.17,0.2,89.21,4.05
2021-04-08T01:00:00Z,9.46,3.02,3.32,0.46,78.99,4.81
2021-04-08T02:00:00Z,10.59,3.49,3.87,1.0,79.63,4.82
2021-04-08T03:00:00Z,9.46,3.3,3.62,0.7,68.14,3.7
2021-04-08T04:00:00Z,8.98,3.29,3.62,0.66,67.09,3.88
2021-04-08T05:00:00Z,9.16,3.28,3.62,0.65,64.39,4.31
2021-04-08T06:00:00Z,10.37,3.07,3.38,0.46,55.61,5.1
2021-04-08T07:00:00Z,10.82,3.35,3.75,0.88,75.25,4.83
2021-04-08T08:00:00Z,9.55,2.9,3.19,0.36,80.85,4.35
2021-04-08T09:00:00Z,9.32,2.87,3.15,0.27,85.71,4.4
2021-04-08T10:00:00Z,7.82,2.86,3.16,0.23,91.83,3.96
2021-04-08T11:00:00Z,6.67,2.75,3.03,0.07,104.4,4.81
2021-04-08T12:00:00Z,5.37,2.76,3.04,0.02,114.88,3.81
2021-04-08T13:00:00Z,1.09,3.06,3.36,0.17,125.69,15.16
2021-04-08T14:00:00Z,6.56,2.82,3.1,0.01,105.7,11.13
2021-04-08T15:00:00Z,6.98,2.62,2.88,0.0,108.49,7.18
2021-04-08T16:00:00Z,6.79,2.61,2.87,0.0,113.88,7.61
2021-04-08T17:00:00Z,7.72,2.56,2.82,0.01,102.32,6.2
2021-04-08T18:00:00Z,7.65,2.56,2.81,0.0,145.24,5.76
2021-04-08T19:00:00Z,7.22,2.53,2.78,0.0,113.82,6.12
2021-04-08T20:00:00Z,7.61,2.58,2.84,0.01,119.49,6.07
2021-04-08T21:00:00Z,7.79,2.71,2.98,0.05,141.35,4.7
2021-04-08T22:00:00Z,7.6,2.6,2.86,0.07,141.03,5.19
2021-04-08T23:00:00Z,7.12,2.76,3.04,0.21,114.49,6.22
2021-04-09T00:00:00Z,7.03,2.66,2.93,0.14,93.66,5.31
2021-04-09T01:00:00Z,7.24,2.78,3.05,0.25,84.95,4.91
2021-04-09T02:00:00Z,7.95,2.73,3.01,0.27,84.27,4.48
2021-04-09T03:00:00Z,6.97,2.7,2.97,0.13,72.54,4.32
2021-04-09T04:00:00Z,7.43,2.56,2.82,0.07,66.12,4.6
2021-04-09T05:00:00Z,8.0,2.52,2.78,0.04,62.77,4.39
2021-04-09T06:00:00Z,8.99,2.45,2.69,0.05,73.97,4.5
2021-04-09T07:00:00Z,9.5,2.36,2.59,0.0,73.36,4.24
2021-04-09T08:00:00Z,7.85,2.38,2.62,0.0,84.17,3.99
2021-04-09T09:00:00Z,6.81,2.51,2.76,0.02,87.06,3.65
2021-04-09T10:00:00Z,6.82,3.41,3.77,0.78,103.24,4.72
2021-04-09T11:00:00Z,6.24,6.93,8.91,4.96,109.15,4.15
2021-04-09T12:00:00Z,4.95,3.34,3.68,0.65,112.48,3.84
2021-04-09T13:00:00Z,3.54,3.31,3.65,0.57,125.14,4.64
2021-04-09T14:00:00Z,3.9,3.16,3.47,0.37,139.9,4.26
2021-04-09T15:00:00Z,7.12,7.84,12.62,2.92,99.74,6.16
2021-04-09T16:00:00Z,9.72,9.8,15.81,4.17,9.4,7.92
2021-04-09T17:00:00Z,10.01,5.26,6.73,1.8,0.0,10.51
2021-04-09T18:00:00Z,8.81,3.82,4.2,1.11,0.07,7.88
2021-04-09T19:00:00Z,7.84,3.25,3.57,0.65,47.69,7.43
2021-04-09T20:00:00Z,7.29,2.92,3.21,0.24,87.87,6.66
2021-04-09T21:00:00Z,7.4,3.0,3.3,0.37,125.22,6.16
2021-04-09T22:00:00Z,6.6,3.08,3.39,0.47,143.61,5.24
2021-04-09T23:00:00Z,6.2,3.33,3.66,0.64,140.97,5.3
2021-04-10T00:00:00Z,6.85,9.51,11.77,7.54,126.21,4.97
2021-04-10T01:00:00Z,7.87,3.94,4.32,1.31,116.71,4.16
2021-04-10T02:00:00Z,8.0,4.09,4.5,1.44,110.02,4.41
2021-04-10T03:00:00Z,8.36,4.17,4.52,1.56,99.49,3.91
2021-04-10T04:00:00Z,8.5,4.32,4.73,1.73,99.01,4.38
2021-04-10T05:00:00Z,8.64,4.49,4.96,1.86,89.76,4.0
2021-04-10T06:00:00Z,9.21,4.5,4.96,1.9,81.9,4.02
2021-04-10T07:00:00Z,9.92,4.52,4.98,1.96,96.39,4.18
2021-04-10T08:00:00Z,7.99,4.62,5.04,1.88,107.88,3.29
2021-04-10T09:00:00Z,7.76,4.44,4.83,1.67,115.87,4.07
2021-04-10T10:00:00Z,5.21,4.41,4.85,1.59,153.38,4.01
2021-04-10T11:00:00Z,2.46,3.99,4.38,1.02,148.16,4.31
2021-04-10T12:00:00Z,5.45,3.69,4.06,0.78,121.57,5.18
2021-04-10T13:00:00Z,5.47,4.49,5.03,2.03,127.18,4.81
2021-04-10T14:00:00Z,5.89,3.22,3.54,0.4,135.03,4.33
2021-04-10T15:00:00Z,5.64,5.89,6.67,3.97,121.13,4.41
2021-04-10T16:00:00Z,5.09,5.2,5.7,3.05,117.11,4.14
2021-04-10T17:00:00Z,5.72,3.0,3.31,0.13,107.01,4.59
2021-04-10T18:00:00Z,6.52,3.01,3.31,0.26,106.48,5.68
2021-04-10T19:00:00Z,6.21,2.82,3.1,0.04,110.85,5.3
2021-04-10T20:00:00Z,6.14,2.8,3.08,0.05,113.1,5.73
2021-04-10T21:00:00Z,5.98,2.99,3.29,0.24,111.98,6.06
2021-04-10T22:00:00Z,5.55,3.07,3.37,0.22,119.23,5.26
2021-04-10T23:00:00Z,5.46,3.13,3.44,0.36,109.87,5.72
2021-04-11T00:00:00Z,6.3,3.36,3.69,0.5,84.18,5.65
2021-04-11T01:00:00Z,7.24,3.65,4.02,0.78,75.36,5.28
2021-04-11T02:00:00Z,7.72,3.86,4.28,1.05,67.09,4.92
2021-04-11T03:00:00Z,8.01,4.16,4.58,1.39,61.35,5.15
2021-04-11T04:00:00Z,8.16,4.28,4.71,1.4,55.76,4.85
2021-04-11T05:00:00Z,8.16,4.2,4.6,1.44,53.75,4.3
2021-04-11T06:00:00Z,8.73,4.34,4.77,1.61,51.13,4.9
2021-04-11T07:00:00Z,9.83,4.14,4.55,1.44,63.92,5.19
2021-04-11T08:00:00Z,7.61,3.76,4.13,0.96,74.91,5.24
2021-04-11T09:00:00Z,6.32,3.38,3.72,0.68,91.29,5.15
2021-04-11T10:00:00Z,4.35,10.86,14.96,8.47,98.3,5.09
2021-04-11T11:00:00Z,3.08,13.14,16.9,10.32,124.12,4.73
2021-04-11T12:00:00Z,1.53,3.11,3.42,0.12,131.67,5.7
2021-04-11T13:00:00Z,3.03,2.98,3.28,0.04,128.34,6.13
2021-04-11T14:00:00Z,2.1,2.94,3.23,0.02,125.55,5.44
2021-04-11T15:00:00Z,3.42,7.98,9.85,5.95,108.49,5.91
2021-04-11T16:00:00Z,3.62,9.18,11.0,8.05,111.29,5.77
2021-04-11T17:00:00Z,5.0,3.8,4.25,1.07,111.54,6.11
2021-04-11T18:00:00Z,6.19,7.15,9.14,5.17,108.74,6.72
2021-04-11T19:00:00Z,5.71,6.17,7.21,4.28,107.78,6.86
2021-04-11T20:00:00Z,6.14,6.57,7.46,3.92,107.8,7.24
2021-04-11T21:00:00Z,6.4,10.24,12.98,7.34,108.4,7.92
2021-04-11T22:00:00Z,5.61,9.06,11.06,6.28,123.8,6.76
2021-04-11T23:00:00Z,5.38,10.11,12.74,7.9,94.42,5.79
2021-04-12T00:00:00Z,5.94,6.34,6.93,3.53,97.07,6.08
2021-04-12T01:00:00Z,6.72,5.54,6.1,2.79,69.68,5.16
2021-04-12T02:00:00Z,7.2,5.33,5.91,2.64,62.4,4.9
2021-04-12T03:00:00Z,7.5,5.62,6.31,3.01,55.11,5.38
2021-04-12T04:00:00Z,7.77,4.72,5.16,1.88,54.79,5.26
2021-04-12T05:00:00Z,7.99,4.55,4.98,1.74,45.55,4.8
2021-04-12T06:00:00Z,8.85,4.24,4.67,1.4,48.15,5.36
2021-04-12T07:00:00Z,10.29,4.0,4.42,1.2,61.51,6.25
2021-04-12T08:00:00Z,10.36,4.51,5.0,2.01,103.2,6.56
2021-04-12T09:00:00Z,9.23,3.43,3.78,0.63,77.5,6.65
2021-04-12T10:00:00Z,6.27,3.33,3.66,0.56,116.85,5.82
2021-04-12T11:00:00Z,1.93,3.35,3.69,0.37,139.06,5.63
2021-04-12T12:00:00Z,1.6,3.54,3.89,0.59,169.13,6.48
2021-04-12T13:00:00Z,1.53,9.43,12.32,7.57,163.72,6.43
2021-04-12T14:00:00Z,1.42,10.18,13.56,8.46,113.29,6.78
2021-04-12T15:00:00Z,2.6,3.36,3.7,0.4,91.2,6.05
2021-04-12T16:00:00Z,3.82,3.35,3.68,0.43,111.37,6.8
2021-04-12T17:00:00Z,5.02,3.2,3.52,0.34,89.19,6.09
2021-04-12T18:00:00Z,6.15,2.98,3.28,0.18,109.98,7.2
2021-04-12T19:00:00Z,5.4,3.09,3.4,0.28,129.37,6.26
2021-04-12T20:00:00Z,6.56,3.04,3.35,0.37,141.53,4.62
2021-04-12T21:00:00Z,7.18,3.16,3.47,0.5,142.81,5.22
2021-04-12T22:00:00Z,7.91,3.11,3.42,0.57,153.77,6.39
2021-04-12T23:00:00Z,7.33,3.35,3.68,0.78,128.77,5.84
2021-04-13T00:00:00Z,7.25,4.88,5.62,2.6,89.82,4.82
2021-04-13T01:00:00Z,6.35,4.92,5.45,2.54,68.92,4.41
2021-04-13T02:00:00Z,7.25,5.02,5.51,2.34,70.69,4.71
2021-04-13T03:00:00Z,8.27,4.73,5.22,2.12,77.42,5.35
2021-04-13T04:00:00Z,7.8,4.77,5.27,2.2,63.49,4.7
2021-04-13T05:00:00Z,8.22,4.47,4.93,1.81,64.35,4.29
2021-04-13T06:00:00Z,9.44,4.1,4.51,1.55,64.26,4.62
2021-04-13T07:00:00Z,10.12,3.82,4.21,1.15,74.14,5.51
2021-04-13T08:00:00Z,16.62,8.75,13.79,3.91,53.2,8.69
2021-04-13T09:00:00Z,10.16,5.98,8.41,2.6,8.02,3.13
2021-04-13T10:00:00Z,3.13,4.42,4.99,1.38,0.0,1.24
2021-04-13T11:00:00Z,0.0,4.25,4.66,1.33,15.56,2.7
2021-04-13T12:00:00Z,0.0,3.39,3.73,0.45,102.56,4.21
2021-04-13T13:00:00Z,0.0,3.38,3.72,0.47,177.21,5.81
2021-04-13T14:00:00Z,0.21,3.25,3.58,0.26,209.75,5.85
2021-04-13T15:00:00Z,1.6,3.09,3.4,0.19,176.05,5.36
2021-04-13T16:00:00Z,2.23,6.31,7.5,4.0,191.22,5.95
2021-04-13T17:00:00Z,3.57,3.34,3.78,0.55,169.12,5.06
2021-04-13T18:00:00Z,4.18,12.48,17.28,11.02,172.93,6.05
2021-04-13T19:00:00Z,4.78,14.04,18.11,13.16,179.89,5.94
2021-04-13T20:00:00Z,5.15,9.04,10.78,8.02,226.69,5.36
2021-04-13T21:00:00Z,6.08,3.8,4.21,1.38,202.53,3.94
2021-04-13T22:00:00Z,5.12,4.28,4.74,1.83,199.58,4.39
2021-04-13T23:00:00Z,6.03,3.55,3.93,1.03,172.67,4.99
2021-04-14T00:00:00Z,6.5,3.57,3.93,1.03,147.36,3.96
2021-04-14T01:00:00Z,5.77,3.99,4.35,1.48,127.85,3.16
2021-04-14T02:00:00Z,6.97,4.21,4.65,1.57,116.48,4.22
2021-04-14T03:00:00Z,8.57,4.07,4.46,1.58,113.94,4.59
2021-04-14T04:00:00Z,6.62,4.32,4.77,1.8,110.25,2.71
2021-04-14T05:00:00Z,6.79,4.62,5.08,2.06,105.51,3.21
2021-04-14T06:00:00Z,8.57,4.52,5.0,1.84,102.58,4.53
2021-04-14T07:00:00Z,9.46,4.53,4.98,2.01,122.61,4.7
2021-04-14T08:00:00Z,7.7,4.3,4.7,1.68,138.82,4.41
2021-04-14T09:00:00Z,4.55,4.31,4.7,1.61,173.98,3.33
2021-04-14T10:00:00Z,0.38,4.38,4.8,1.51,351.94,3.75
2021-04-14T11:00:00Z,0.0,4.54,4.99,1.37,511.91,8.72
2021-04-14T12:00:00Z,0.0,4.3,4.73,1.12,518.32,10.28
2021-04-14T13:00:00Z,0.0,5.53,6.11,2.22,514.2,21.78
2021-04-14T14:00:00Z,0.0,6.22,6.82,3.0,283.45,28.92
2021-04-14T15:00:00Z,0.06,5.39,5.9,2.35,233.76,29.11
2021-04-14T16:00:00Z,2.9,17.22,23.31,15.55,213.11,22.4
2021-04-14T17:00:00Z,4.13,5.87,6.45,3.67,207.16,9.85
2021-04-14T18:00:00Z,3.64,10.29,13.69,8.37,176.61,7.65
2021-04-14T19:00:00Z,4.93,3.59,3.94,0.71,162.17,7.76
2021-04-14T20:00:00Z,6.17,6.95,8.12,4.55,134.79,6.04
2021-04-14T21:00:00Z,6.77,10.61,13.47,8.66,126.22,4.32
2021-04-14T22:00:00Z,8.55,8.19,9.9,5.83,96.24,4.39
2021-04-14T23:00:00Z,8.24,7.51,8.89,5.39,92.62,4.12
2021-04-15T00:00:00Z,7.61,6.36,7.09,4.13,81.42,3.43
2021-04-15T01:00:00Z,6.96,5.43,5.92,2.97,76.01,3.51
2021-04-15T02:00:00Z,7.73,5.13,5.59,2.55,69.73,3.71
2021-04-15T03:00:00Z,8.68,4.71,5.23,2.14,64.09,4.12
2021-04-15T04:00:00Z,8.0,4.38,4.84,1.77,70.46,3.18
2021-04-15T05:00:00Z,8.36,4.08,4.46,1.54,55.03,3.2
2021-04-15T06:00:00Z,9.19,4.01,4.4,1.43,55.42,3.29
2021-04-15T07:00:00Z,9.85,4.09,4.48,1.56,86.35,4.18
2021-04-15T08:00:00Z,9.07,4.08,4.5,1.39,86.92,3.99
2021-04-15T09:00:00Z,5.02,4.73,5.19,1.85,113.3,15.73
2021-04-15T10:00:00Z,3.27,4.7,5.17,1.62,129.04,31.9
2021-04-15T11:00:00Z,0.97,7.5,9.64,4.77,209.03,30.47
2021-04-15T12:00:00Z,0.0,10.61,13.79,7.14,244.81,25.23
2021-04-15T13:00:00Z,0.43,10.29,14.24,7.2,135.21,20.11
2021-04-15T14:00:00Z,0.24,3.92,4.31,0.82,108.71,32.99
2021-04-15T15:00:00Z,3.51,3.84,4.23,0.82,91.36,37.21
2021-04-15T16:00:00Z,5.33,3.51,3.86,0.46,111.62,36.77
2021-04-15T17:00:00Z,6.58,3.2,3.52,0.21,98.7,32.98
2021-04-15T18:00:00Z,12.15,4.34,4.79,1.72,117.22,12.94
2021-04-15T19:00:00Z,11.63,10.94,14.11,9.56,145.41,10.29
2021-04-15T20:00:00Z,10.52,15.53,21.52,14.48,132.22,8.22
2021-04-15T21:00:00Z,10.62,17.04,23.95,15.75,119.14,7.79
2021-04-15T22:00:00Z,11.11,15.64,21.37,14.63,100.24,6.37
2021-04-15T23:00:00Z,10.84,13.77,18.55,13.03,84.62,5.39
2021-04-16T00:00:00Z,9.96,11.53,15.24,10.39,71.88,5.34
2021-04-16T01:00:00Z,8.32,9.1,11.49,7.34,78.21,4.38
2021-04-16T02:00:00Z,9.53,7.24,8.6,5.18,56.65,4.54
2021-04-16T03:00:00Z,9.46,5.93,6.68,3.67,52.79,3.81
2021-04-16T04:00:00Z,8.74,5.05,5.67,2.65,61.35,3.22
2021-04-16T05:00:00Z,8.71,4.35,4.82,1.78,48.1,3.72
2021-04-16T06:00:00Z,9.84,3.88,4.26,1.36,44.4,3.97
2021-04-16T07:00:00Z,10.23,3.52,3.87,1.01,64.73,3.38
2021-04-16T08:00:00Z,9.64,3.79,4.15,1.14,70.49,3.56
2021-04-16T09:00:00Z,8.34,3.77,4.14,1.15,104.97,3.44
2021-04-16T10:00:00Z,1.9,3.65,4.04,0.83,179.56,2.38
2021-04-16T11:00:00Z,1.54,3.37,3.71,0.51,143.12,4.84
2021-04-16T12:00:00Z,4.0,11.57,14.2,10.58,117.25,5.29
2021-04-16T13:00:00Z,5.12,4.19,4.72,1.67,112.25,5.22
2021-04-16T14:00:00Z,0.31,5.99,7.41,3.63,180.14,4.79
2021-04-16T15:00:00Z,0.63,5.27,6.64,2.58,152.12,5.92
2021-04-16T16:00:00Z,2.98,8.09,14.09,3.44,127.67,5.9
2021-04-16T17:00:00Z,8.79,12.83,21.48,6.11,0.01,7.28
2021-04-16T18:00:00Z,5.76,4.77,5.8,1.24,0.78,6.15
2021-04-16T19:00:00Z,5.62,4.04,4.48,1.4,0.0,5.68
2021-04-16T20:00:00Z,6.1,3.26,3.58,0.5,9.3,4.56
2021-04-16T21:00:00Z,6.77,3.61,3.99,0.81,56.75,4.35
2021-04-16T22:00:00Z,7.63,4.99,5.47,2.31,72.78,4.59
2021-04-16T23:00:00Z,7.81,4.8,5.27,2.06,75.79,3.84
2021-04-17T00:00:00Z,7.84,4.47,4.93,1.69,85.86,3.64
2021-04-17T01:00:00Z,8.17,4.39,4.86,1.59,84.21,2.93
2021-04-17T02:00:00Z,8.51,4.34,4.76,1.58,82.39,3.53
2021-04-17T03:00:00Z,8.85,4.49,4.96,1.57,86.47,3.82
2021-04-17T04:00:00Z,8.73,4.31,4.76,1.44,95.1,3.55
2021-04-17T05:00:00Z,8.8,4.28,4.73,1.39,78.22,2.91
2021-04-17T06:00:00Z,9.26,3.93,4.32,1.11,79.67,3.46
2021-04-17T07:00:00Z,10.3,3.98,4.39,1.11,86.02,3.15
2021-04-17T08:00:00Z,9.22,4.03,4.43,1.15,94.4,2.99
2021-04-17T09:00:00Z,8.82,4.22,4.65,1.33,124.82,3.84
2021-04-17T10:00:00Z,4.03,4.94,5.8,1.98,211.5,3.23
2021-04-17T11:00:00Z,0.0,5.03,5.82,2.0,313.02,4.92
2021-04-17T12:00:00Z,0.0,3.94,4.33,0.75,325.54,6.07
2021-04-17T13:00:00Z,0.0,3.81,4.2,0.62,362.12,6.89
2021-04-17T14:00:00Z,0.0,3.73,4.1,0.56,283.32,6.65
2021-04-17T15:00:00Z,0.0,3.69,4.06,0.59,235.1,7.2
2021-04-17T16:00:00Z,0.94,6.64,8.29,3.88,205.49,6.48
2021-04-17T17:00:00Z,3.25,8.72,10.3,5.89,167.85,6.64
2021-04-17T18:00:00Z,3.53,7.69,9.02,4.87,178.7,7.1
2021-04-17T19:00:00Z,3.19,10.98,13.75,8.73,154.94,5.97
2021-04-17T20:00:00Z,4.72,5.85,6.76,2.94,140.74,5.87
2021-04-17T21:00:00Z,6.39,5.67,6.26,2.95,112.78,6.13
2021-04-17T22:00:00Z,6.8,5.16,5.61,2.4,107.62,4.56
2021-04-17T23:00:00Z,7.01,5.05,5.51,2.18,93.99,4.28
2021-04-18T00:00:00Z,7.25,4.67,5.11,1.8,102.49,4.47
2021-04-18T01:00:00Z,7.48,4.36,4.79,1.52,77.09,3.88
2021-04-18T02:00:00Z,7.51,4.13,4.53,1.29,71.91,3.84
2021-04-18T03:00:00Z,7.89,4.02,4.42,1.12,69.37,3.97
2021-04-18T04:00:00Z,7.96,4.05,4.44,1.17,68.54,4.02
2021-04-18T05:00:00Z,8.12,4.01,4.41,1.09,59.06,3.37
2021-04-18T06:00:00Z,8.76,3.79,4.17,0.93,63.49,3.74
2021-04-18T07:00:00Z,9.37,3.7,4.07,0.81,73.37,4.45
2021-04-18T08:00:00Z,8.14,3.72,4.09,0.78,77.0,3.77
2021-04-18T09:00:00Z,7.26,3.61,3.97,0.72,95.0,3.95
2021-04-18T10:00:00Z,3.56,3.96,4.36,0.96,128.94,3.63
2021-04-18T11:00:00Z,1.6,5.87,6.96,2.76,183.62,4.97
2021-04-18T12:00:00Z,0.0,4.31,4.81,1.34,237.37,5.92
2021-04-18T13:00:00Z,0.0,3.53,3.88,0.44,292.36,6.47
2021-04-18T14:00:00Z,0.0,3.91,4.31,0.83,278.67,7.6
2021-04-18T15:00:00Z,0.0,4.06,4.47,1.04,194.01,7.69
2021-04-18T16:00:00Z,0.66,3.82,4.21,0.84,169.92,7.0
2021-04-18T17:00:00Z,2.03,16.21,23.5,14.93,156.17,7.1
2021-04-18T18:00:00Z,2.51,14.31,19.43,13.23,160.53,7.03
2021-04-18T19:00:00Z,2.19,7.0,9.28,4.42,161.14,6.55
2021-04-18T20:00:00Z,3.97,5.17,5.89,2.48,130.81,5.65
2021-04-18T21:00:00Z,5.24,3.55,3.9,0.6,108.17,5.7
2021-04-18T22:00:00Z,5.71,5.58,6.48,3.03,108.13,5.27
2021-04-18T23:00:00Z,6.1,4.13,4.54,1.21,102.4,5.75
2021-04-19T00:00:00Z,6.34,4.52,4.97,1.61,90.05,4.37
2021-04-19T01:00:00Z,6.77,4.48,4.89,1.69,76.52,4.91
2021-04-19T02:00:00Z,7.01,4.46,4.87,1.51,85.33,4.46
2021-04-19T03:00:00Z,7.33,4.42,4.86,1.5,66.58,4.41
2021-04-19T04:00:00Z,7.46,4.4,4.84,1.48,61.67,4.54
2021-04-19T05:00:00Z,7.88,4.25,4.67,1.25,105.8,3.9
2021-04-19T06:00:00Z,8.55,4.18,4.61,1.3,54.86,4.46
2021-04-19T07:00:00Z,9.88,4.17,4.59,1.23,68.73,5.46
2021-04-19T08:00:00Z,9.42,4.25,4.65,1.25,81.84,5.34
2021-04-19T09:00:00Z,7.99,4.49,4.94,1.5,100.98,4.89
2021-04-19T10:00:00Z,2.04,4.51,4.97,1.36,234.34,4.62
2021-04-19T11:00:00Z,0.0,5.29,6.03,2.14,314.95,7.09
2021-04-19T12:00:00Z,0.0,8.07,9.16,5.75,353.23,8.89
2021-04-19T13:00:00Z,0.0,7.56,8.32,5.31,336.47,9.59
2021-04-19T14:00:00Z,0.0,5.69,6.56,3.01,297.7,9.89
