hour_utc,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough
2022-08-21T11:00:00Z,0.54,4.52,1.2,4.2,5.98,1.86,0.0,69.68,5.64,2.07,2.78,25.87
2022-08-21T12:00:00Z,0.17,4.31,2.61,4.18,5.23,1.77,0.0,73.65,5.09,1.97,2.85,25.32
2022-08-21T13:00:00Z,0.03,4.21,4.26,3.96,5.08,1.66,0.0,74.97,4.8,1.82,3.01,26.6
2022-08-21T14:00:00Z,0.33,4.37,2.39,4.37,5.22,1.81,0.0,77.92,5.17,2.07,2.63,29.75
2022-08-21T15:00:00Z,0.0,4.98,1.37,4.75,5.93,2.42,0.0,85.24,5.5,2.28,2.57,31.93
2022-08-21T16:00:00Z,1.2,5.01,4.31,4.87,5.98,2.36,0.0,86.76,5.7,2.42,3.03,33.3
2022-08-21T17:00:00Z,0.17,4.93,5.59,4.66,5.66,2.38,0.0,88.78,5.49,2.35,1.97,32.67
2022-08-21T18:00:00Z,7.27,4.86,3.32,4.99,5.72,2.33,0.0,84.28,5.84,2.58,1.79,33.02
2022-08-21T19:00:00Z,9.88,4.56,16.32,4.82,5.5,2.2,0.0,76.72,6.34,2.91,2.53,20.77
2022-08-21T20:00:00Z,27.35,4.11,17.81,4.02,5.67,2.1,0.0,66.02,5.98,2.56,1.86,16.9
2022-08-21T21:00:00Z,23.5,3.26,16.12,4.49,5.15,1.55,0.0,57.11,7.13,3.15,2.27,10.66
2022-08-21T22:00:00Z,16.68,3.08,13.67,3.66,4.97,1.51,0.0,50.35,6.14,2.49,2.75,8.67
2022-08-21T23:00:00Z,19.69,3.37,15.81,3.93,5.74,1.99,0.0,41.09,6.72,3.02,2.81,1.12
2022-08-22T00:00:00Z,20.45,3.51,14.48,3.19,6.56,2.3,0.0,31.69,6.14,2.37,2.29,0.04
2022-08-22T01:00:00Z,20.05,3.61,12.76,2.7,7.0,2.56,0.0,31.0,5.78,2.13,2.85,0.17
2022-08-22T02:00:00Z,16.23,3.26,11.23,3.01,6.61,2.14,0.0,21.17,6.2,2.51,3.02,0.0
2022-08-22T03:00:00Z,19.34,4.33,10.3,2.88,8.06,3.35,0.0,10.94,6.17,2.4,3.55,0.0
2022-08-22T04:00:00Z,16.4,4.06,9.99,2.99,7.86,3.14,0.01,6.37,6.38,2.52,3.91,0.0
2022-08-22T05:00:00Z,18.92,4.98,11.02,3.02,9.2,4.12,0.01,4.46,6.34,2.63,4.94,0.0
2022-08-22T06:00:00Z,14.85,5.92,9.77,3.4,10.16,5.05,0.68,0.56,6.93,2.89,3.5,0.0
2022-08-22T07:00:00Z,19.54,7.51,6.83,4.48,12.43,6.41,1.81,0.49,7.82,3.74,3.5,0.03
2022-08-22T08:00:00Z,3.4,6.2,7.29,4.56,9.54,4.4,0.0,13.35,7.59,3.47,4.17,2.77
2022-08-22T09:00:00Z,1.99,6.0,1.96,4.25,8.87,3.76,0.0,25.78,6.25,2.6,4.08,18.83
2022-08-22T10:00:00Z,4.97,6.5,3.42,4.8,9.87,3.99,0.0,56.14,7.0,2.97,3.45,22.78
2022-08-22T11:00:00Z,0.0,6.22,0.68,4.81,9.29,3.29,0.0,77.79,6.15,2.58,3.16,32.93
2022-08-22T12:00:00Z,0.0,6.35,0.7,4.56,8.75,3.15,0.0,91.3,5.21,2.05,3.44,38.57
2022-08-22T13:00:00Z,0.26,4.86,2.53,3.63,5.72,1.87,0.0,93.61,4.03,1.09,3.23,37.92
2022-08-22T14:00:00Z,8.88,3.9,5.52,2.57,4.69,1.07,0.0,83.78,2.82,0.26,2.23,31.94
2022-08-22T15:00:00Z,17.09,3.82,13.88,2.97,4.69,1.29,0.01,78.64,3.65,1.05,2.53,25.11
2022-08-22T16:00:00Z,52.92,4.61,28.43,4.86,7.87,3.26,0.04,64.72,7.97,4.19,2.56,11.41
2022-08-22T17:00:00Z,32.14,4.09,14.54,4.02,7.62,2.81,0.0,40.58,6.92,3.12,2.16,8.9
2022-08-22T18:00:00Z,13.22,3.8,14.65,4.94,6.62,2.45,0.0,29.12,8.21,4.12,2.68,6.15
2022-08-22T19:00:00Z,18.9,4.37,13.08,4.85,7.6,3.25,0.0,26.1,8.18,4.16,3.95,5.33
2022-08-22T20:00:00Z,17.47,4.27,9.71,4.0,7.56,3.15,0.0,33.15,7.07,3.27,2.92,8.08
2022-08-22T21:00:00Z,13.81,4.64,7.65,4.17,8.38,3.69,0.0,40.42,7.25,3.57,2.9,11.79
2022-08-22T22:00:00Z,12.84,4.51,7.35,3.47,8.51,3.27,0.0,43.73,6.38,2.88,2.94,11.41
2022-08-22T23:00:00Z,15.15,3.58,7.97,3.08,7.31,2.5,0.0,38.06,6.1,2.54,3.05,9.6
2022-08-23T00:00:00Z,16.86,4.52,7.62,3.41,8.85,3.25,0.0,30.13,6.49,2.89,2.83,6.32
2022-08-23T01:00:00Z,15.06,3.45,8.29,4.36,6.77,2.65,0.0,32.5,7.56,3.81,3.02,4.09
2022-08-23T02:00:00Z,12.97,3.78,7.47,4.99,7.06,3.02,0.0,31.82,8.36,4.38,2.73,3.42
2022-08-23T03:00:00Z,12.56,5.22,7.42,6.62,9.02,4.23,0.0,34.89,10.36,5.91,2.47,2.2
2022-08-23T04:00:00Z,11.67,5.53,6.36,7.14,9.42,4.58,0.0,30.65,11.16,6.29,2.25,2.48
2022-08-23T05:00:00Z,11.97,6.31,7.84,6.97,10.72,5.06,0.0,31.01,10.96,6.03,3.12,0.78
2022-08-23T06:00:00Z,13.03,5.68,8.32,7.17,9.87,4.34,0.01,25.88,11.22,6.16,3.38,1.09
2022-08-23T07:00:00Z,6.98,6.39,7.28,6.72,11.13,4.64,0.0,26.75,10.62,5.61,4.71,1.69
2022-08-23T08:00:00Z,1.72,4.39,6.45,4.98,7.85,2.68,0.0,34.07,8.36,3.7,4.66,4.65
2022-08-23T09:00:00Z,1.74,3.25,4.46,3.42,5.87,1.45,0.0,35.37,5.87,2.16,4.59,9.71
2022-08-23T10:00:00Z,0.13,3.51,1.97,4.22,5.41,1.49,0.0,43.29,6.39,2.6,3.66,15.58
2022-08-23T11:00:00Z,0.1,5.17,1.62,4.87,7.33,2.85,0.0,53.18,6.71,2.9,3.78,20.52
2022-08-23T12:00:00Z,0.0,5.32,1.73,5.29,6.83,2.68,0.0,68.31,6.95,2.89,3.23,24.18
2022-08-23T13:00:00Z,1.81,4.45,9.35,3.84,5.51,2.01,0.0,62.84,5.44,2.15,2.82,19.9
2022-08-23T14:00:00Z,2.18,4.62,0.83,3.26,6.35,2.0,0.0,61.55,3.72,1.25,3.57,23.29
2022-08-23T15:00:00Z,3.06,4.27,4.35,2.85,5.67,1.6,0.0,63.67,3.21,0.86,3.77,25.42
2022-08-23T16:00:00Z,1.14,4.08,3.53,3.18,5.22,1.28,0.0,80.6,3.48,1.01,3.19,28.35
2022-08-23T17:00:00Z,15.13,4.13,13.88,2.88,5.85,1.65,0.0,72.34,3.47,1.01,3.14,22.18
2022-08-23T18:00:00Z,20.71,3.89,14.2,2.9,5.99,1.64,0.0,63.0,4.22,1.42,2.53,18.89
2022-08-23T19:00:00Z,9.43,4.08,10.72,3.7,6.31,1.92,0.0,60.72,5.27,2.21,2.91,16.55
2022-08-23T20:00:00Z,12.44,5.03,12.58,5.2,8.33,2.67,0.0,55.55,7.42,3.72,2.27,13.79
2022-08-23T21:00:00Z,21.92,7.3,20.09,5.85,12.88,4.82,0.0,34.29,8.92,4.58,2.97,1.03
2022-08-23T22:00:00Z,20.63,5.95,18.81,6.44,10.32,3.97,0.0,37.18,10.04,5.24,3.02,0.35
2022-08-23T23:00:00Z,19.09,5.0,15.82,6.94,7.86,3.67,0.0,32.29,10.93,5.76,3.37,0.0
2022-08-24T00:00:00Z,19.93,5.62,13.01,6.61,8.96,4.34,0.0,23.73,10.32,5.38,2.16,0.01
2022-08-24T01:00:00Z,26.11,5.67,7.97,5.59,9.05,4.55,0.0,15.08,8.81,4.68,2.43,9.14
2022-08-24T02:00:00Z,23.27,5.07,7.25,5.1,8.21,4.07,0.0,26.33,8.12,4.17,2.89,12.88
2022-08-24T03:00:00Z,19.58,3.98,9.82,4.31,7.16,2.86,0.0,36.19,7.38,3.42,2.26,6.56
2022-08-24T04:00:00Z,9.06,2.25,5.93,2.55,4.81,1.18,0.0,40.1,5.27,1.7,2.48,7.63
2022-08-24T05:00:00Z,10.72,2.33,5.66,2.03,5.06,1.11,0.0,37.13,4.53,1.18,2.84,7.48
2022-08-24T06:00:00Z,12.7,2.46,6.33,2.23,5.22,1.38,0.0,35.84,4.69,1.37,2.8,6.98
2022-08-24T07:00:00Z,5.95,2.07,5.89,2.04,4.67,0.82,0.0,39.12,4.23,1.01,4.1,7.6
2022-08-24T08:00:00Z,1.29,2.35,4.78,2.03,4.11,0.75,0.0,39.34,3.9,0.84,3.62,9.79
2022-08-24T09:00:00Z,1.32,2.51,4.06,2.01,4.15,0.89,0.0,42.74,3.6,0.69,3.57,10.91
2022-08-24T10:00:00Z,1.78,3.39,4.58,2.11,5.16,1.56,0.0,40.84,3.49,0.73,3.69,9.25
2022-08-24T11:00:00Z,9.1,3.3,7.6,2.02,5.41,1.43,0.0,37.63,3.43,0.66,3.91,9.34
2022-08-24T12:00:00Z,8.92,2.82,5.88,2.11,4.47,0.83,0.0,39.04,3.36,0.71,3.26,12.54
2022-08-24T13:00:00Z,7.75,2.94,6.89,2.28,4.49,1.12,0.0,42.17,3.54,0.81,2.92,11.35
2022-08-24T14:00:00Z,2.77,3.41,7.62,2.35,5.35,1.35,0.0,41.8,3.81,0.96,3.11,12.23
2022-08-24T15:00:00Z,20.24,4.17,4.63,2.54,7.34,2.01,0.0,43.11,3.22,0.74,2.81,16.77
2022-08-24T16:00:00Z,29.86,3.14,23.14,2.26,6.18,1.66,0.0,34.52,4.51,1.38,3.27,9.21
2022-08-24T17:00:00Z,13.06,1.63,19.9,2.73,3.48,0.42,0.0,46.3,5.68,2.12,3.56,4.51
2022-08-24T18:00:00Z,5.96,1.59,9.95,1.18,3.32,0.41,0.0,52.84,3.66,0.43,2.57,11.17
2022-08-24T19:00:00Z,11.96,1.08,11.84,0.97,3.02,0.02,0.0,57.8,3.76,0.36,2.7,9.49
2022-08-24T20:00:00Z,18.91,1.66,11.28,1.44,4.22,0.72,0.0,42.2,4.49,0.98,2.75,4.77
2022-08-24T21:00:00Z,20.37,1.49,12.24,2.71,4.45,0.7,0.0,31.12,6.04,2.33,3.26,0.72
2022-08-24T22:00:00Z,19.79,1.97,12.78,4.66,5.22,1.4,0.0,26.15,8.02,4.22,3.43,0.0
2022-08-24T23:00:00Z,17.77,4.36,11.82,7.05,8.06,3.83,0.0,22.99,10.51,6.49,3.47,0.0
2022-08-25T00:00:00Z,16.72,5.97,10.09,6.75,9.87,5.38,0.0,17.57,10.5,6.16,3.16,0.28
2022-08-25T01:00:00Z,13.55,4.96,6.93,5.48,8.81,4.19,0.0,22.94,9.05,4.99,3.18,1.97
2022-08-25T02:00:00Z,16.69,5.62,8.17,6.76,9.56,4.95,0.0,19.92,10.48,6.22,2.77,0.48
2022-08-25T03:00:00Z,18.26,9.01,8.39,10.33,13.69,8.0,0.0,16.59,15.06,9.47,2.82,0.0
2022-08-25T04:00:00Z,12.06,10.81,8.16,11.81,15.9,9.68,0.0,21.51,16.87,10.67,3.08,0.01
2022-08-25T05:00:00Z,13.49,8.98,5.32,8.73,13.82,7.83,0.09,16.8,13.22,7.71,3.2,0.73
2022-08-25T06:00:00Z,17.27,7.2,7.61,7.12,11.73,6.12,0.17,12.41,11.36,6.2,3.45,0.3
2022-08-25T07:00:00Z,16.26,9.77,6.88,5.54,13.69,8.84,0.09,11.79,9.45,4.71,2.8,0.94
2022-08-25T08:00:00Z,15.32,9.73,8.83,5.1,13.04,8.96,0.03,12.32,8.56,4.45,3.17,1.66
2022-08-25T09:00:00Z,15.33,7.98,7.77,4.16,11.26,7.34,0.01,14.65,7.33,3.4,3.66,3.05
2022-08-25T10:00:00Z,15.77,7.91,6.36,3.09,10.74,6.87,0.0,21.49,5.8,2.2,3.17,7.14
2022-08-25T11:00:00Z,8.22,2.82,5.72,2.78,5.01,1.37,0.0,32.56,5.41,1.85,3.06,9.97
2022-08-25T12:00:00Z,13.48,3.59,5.46,3.15,6.07,2.05,0.0,35.1,5.81,2.16,3.34,12.32
2022-08-25T13:00:00Z,19.97,3.24,8.94,4.76,6.22,2.24,0.0,46.93,8.11,4.26,2.49,11.04
2022-08-25T14:00:00Z,20.85,3.5,7.92,4.83,7.09,2.59,0.0,38.74,8.26,4.27,2.78,9.61
2022-08-25T15:00:00Z,10.59,3.31,4.06,3.87,6.63,2.27,0.0,38.95,6.98,3.18,2.95,12.98
2022-08-25T16:00:00Z,3.31,3.7,2.68,3.96,6.45,2.54,0.0,36.35,6.47,2.95,2.83,15.25
2022-08-25T17:00:00Z,0.61,3.59,3.44,4.69,5.63,2.2,0.0,35.16,6.66,3.05,3.45,15.11
2022-08-25T18:00:00Z,0.01,3.59,6.23,5.53,4.75,1.75,0.0,41.75,6.98,3.33,3.98,11.59
2022-08-25T19:00:00Z,0.91,3.99,20.46,5.39,5.24,1.88,0.0,45.05,8.17,4.31,3.89,7.19
2022-08-25T20:00:00Z,22.82,4.19,18.79,6.07,7.47,2.5,0.0,45.58,9.73,5.42,5.36,0.01
2022-08-25T21:00:00Z,27.08,4.9,13.24,6.95,8.83,4.12,0.0,31.55,10.6,6.37,6.49,0.0
2022-08-25T22:00:00Z,25.25,7.53,12.65,7.95,11.59,6.8,0.08,11.6,11.78,7.32,8.43,0.0
2022-08-25T23:00:00Z,19.29,7.48,10.21,9.33,11.52,6.89,0.26,9.0,13.68,8.62,7.02,0.0
2022-08-26T00:00:00Z,18.69,6.49,9.45,11.06,10.44,5.94,1.19,5.43,15.54,10.12,5.04,0.0
2022-08-26T01:00:00Z,14.05,7.18,7.51,8.16,11.01,6.52,1.81,4.05,12.41,7.43,4.14,0.0
2022-08-26T02:00:00Z,14.68,7.18,6.74,3.98,11.61,6.64,1.08,6.45,7.59,3.48,3.61,0.02
2022-08-26T03:00:00Z,13.11,5.49,7.0,2.72,9.62,4.89,0.15,8.05,6.23,2.17,3.34,0.0
2022-08-26T04:00:00Z,8.99,5.37,5.82,1.98,9.03,4.8,1.11,5.1,5.34,1.41,3.7,0.0
2022-08-26T05:00:00Z,10.74,5.59,7.61,2.0,9.53,5.04,1.69,6.49,5.25,1.53,5.26,0.0
2022-08-26T06:00:00Z,11.75,5.59,8.92,1.88,9.52,5.03,4.49,3.21,5.22,1.4,9.08,0.0
2022-08-26T07:00:00Z,18.39,6.74,11.06,2.34,10.68,6.17,9.11,0.01,5.7,1.81,14.15,0.0
2022-08-26T08:00:00Z,11.8,5.05,7.62,3.03,8.84,4.03,1.61,0.34,6.23,2.22,8.39,1.48
2022-08-26T09:00:00Z,5.72,4.07,1.23,2.31,6.12,2.16,0.22,5.53,4.24,0.88,3.95,12.5
2022-08-26T10:00:00Z,0.22,2.99,1.28,2.45,3.58,0.55,0.0,25.94,3.31,0.58,4.03,20.95
2022-08-26T11:00:00Z,0.0,3.5,1.08,2.99,4.06,0.77,0.0,50.0,3.47,0.72,3.21,25.16
2022-08-26T12:00:00Z,1.65,3.67,2.1,3.4,4.17,0.93,0.0,67.41,3.9,0.94,3.34,27.06
2022-08-26T13:00:00Z,0.42,4.36,0.91,3.9,4.93,1.45,0.0,70.93,4.33,1.25,2.89,33.85
2022-08-26T14:00:00Z,2.02,4.78,1.4,3.66,5.52,1.87,0.0,75.17,4.03,0.77,2.95,40.21
2022-08-26T15:00:00Z,6.65,4.47,4.42,3.49,5.29,1.53,0.0,82.69,3.83,0.65,1.98,40.61
2022-08-26T16:00:00Z,6.22,3.72,5.15,3.4,4.14,1.09,0.0,80.01,3.75,0.68,2.15,40.96
2022-08-26T17:00:00Z,10.21,3.63,4.11,3.58,4.13,1.11,0.0,73.28,3.93,0.76,1.59,40.41
2022-08-26T18:00:00Z,13.9,3.57,9.48,3.56,4.1,0.98,0.0,64.81,3.94,1.1,1.69,36.48
2022-08-26T19:00:00Z,19.15,3.78,22.5,3.45,4.49,1.5,0.0,53.93,4.23,1.48,1.8,18.08
2022-08-26T20:00:00Z,35.27,6.45,24.37,3.48,10.07,4.18,0.0,36.26,5.55,2.25,3.4,1.96
2022-08-26T21:00:00Z,39.43,8.02,19.91,3.29,12.32,6.46,0.0,20.16,5.79,2.33,2.8,1.14
2022-08-26T22:00:00Z,27.25,5.42,15.32,4.81,8.92,4.2,0.0,50.01,7.98,3.97,2.63,6.42
2022-08-26T23:00:00Z,15.72,4.23,6.76,4.43,7.36,2.83,0.0,57.77,7.32,3.41,2.48,19.95
2022-08-27T00:00:00Z,11.55,4.39,5.32,4.49,7.79,3.19,0.0,53.58,7.33,3.5,2.34,20.25
2022-08-27T01:00:00Z,10.78,5.0,5.49,4.84,8.22,3.84,0.01,49.15,7.75,3.86,2.56,18.71
2022-08-27T02:00:00Z,13.4,5.0,6.11,4.99,8.33,4.11,0.0,43.36,7.99,4.13,2.23,16.64
2022-08-27T03:00:00Z,12.6,5.37,8.19,5.42,8.77,4.38,0.0,41.74,8.74,4.65,2.83,11.01
2022-08-27T04:00:00Z,13.49,5.33,8.59,5.66,8.97,4.27,0.0,39.18,9.17,4.88,2.79,9.8
2022-08-27T05:00:00Z,13.98,5.64,8.45,6.29,9.41,4.62,0.0,38.27,10.1,5.39,2.31,8.59
2022-08-27T06:00:00Z,16.45,7.25,7.72,6.92,11.69,5.99,0.0,33.72,11.05,5.82,2.65,10.36
2022-08-27T07:00:00Z,15.21,7.68,7.14,7.61,12.54,6.17,0.0,30.06,11.92,6.44,2.3,9.21
2022-08-27T08:00:00Z,8.54,6.98,5.05,7.96,11.36,5.36,0.0,31.03,12.33,6.52,2.92,12.69
2022-08-27T09:00:00Z,1.15,5.87,3.6,8.23,8.83,4.08,0.0,41.18,12.45,6.57,2.84,16.86
2022-08-27T10:00:00Z,0.08,5.14,1.46,7.93,6.9,2.86,0.0,55.51,11.7,6.34,2.56,26.47
2022-08-27T11:00:00Z,0.0,4.64,1.06,5.09,5.33,2.26,0.0,75.72,6.72,3.09,3.01,31.95
2022-08-27T12:00:00Z,0.0,4.37,0.64,4.48,4.93,1.69,0.0,87.27,5.12,2.16,2.45,36.93
2022-08-27T13:00:00Z,0.49,4.12,0.65,4.54,4.68,1.57,0.0,89.96,5.04,2.11,2.31,41.15
2022-08-27T14:00:00Z,0.07,4.11,0.12,4.41,4.57,1.34,0.0,93.98,4.85,1.71,2.35,44.81
2022-08-27T15:00:00Z,0.0,4.27,0.57,4.25,4.71,1.49,0.0,97.5,4.67,1.44,1.65,46.01
2022-08-27T16:00:00Z,0.07,4.02,2.03,3.85,4.43,1.09,0.0,97.92,4.24,0.94,1.83,45.52
2022-08-27T17:00:00Z,4.57,3.43,4.22,3.61,3.78,0.59,0.0,90.05,3.97,0.89,1.91,41.77
2022-08-27T18:00:00Z,11.54,3.54,4.45,3.39,3.92,0.71,0.0,80.01,3.73,0.62,1.66,37.4
2022-08-27T19:00:00Z,15.79,3.32,13.98,3.22,3.78,0.8,0.0,69.72,3.6,0.95,1.82,29.92
2022-08-27T20:00:00Z,32.24,3.06,13.46,3.13,4.17,1.12,0.0,58.16,4.0,1.28,2.06,23.34
2022-08-27T21:00:00Z,29.08,2.45,14.48,3.09,4.2,0.92,0.0,53.92,4.62,1.53,2.4,17.74
2022-08-27T22:00:00Z,24.32,1.95,13.85,2.44,4.33,0.59,0.0,49.48,4.56,1.26,2.17,14.28
2022-08-27T23:00:00Z,19.12,2.17,11.48,2.5,5.02,1.14,0.0,43.53,5.07,1.61,2.21,11.27
2022-08-28T00:00:00Z,15.46,2.26,11.0,2.57,5.48,1.38,0.0,42.15,5.46,1.82,2.79,5.87
2022-08-28T01:00:00Z,11.93,2.52,8.51,2.56,5.79,1.69,0.0,39.49,5.68,1.95,2.53,6.21
2022-08-28T02:00:00Z,11.18,2.69,6.43,2.72,6.08,1.95,0.0,36.88,5.78,2.14,2.7,1.46
2022-08-28T03:00:00Z,11.25,3.17,8.08,2.85,6.55,2.57,0.0,35.43,5.97,2.4,3.48,0.0
2022-08-28T04:00:00Z,8.98,3.38,8.0,2.69,6.85,2.8,0.0,23.83,5.91,2.24,3.67,0.0
2022-08-28T05:00:00Z,9.49,3.67,7.87,2.95,7.31,3.08,0.0,20.55,6.24,2.56,3.53,0.0
2022-08-28T06:00:00Z,11.74,3.61,8.74,3.25,7.29,3.14,0.01,14.69,6.54,2.88,4.39,0.0
2022-08-28T07:00:00Z,10.85,3.77,8.24,4.82,7.06,3.07,0.05,14.42,8.28,4.4,4.37,0.0
2022-08-28T08:00:00Z,3.24,3.78,5.35,5.46,6.4,2.69,0.01,21.48,8.91,4.79,3.4,0.27
2022-08-28T09:00:00Z,0.89,2.76,3.95,3.11,3.65,0.9,0.0,31.92,5.46,2.17,3.72,10.37
2022-08-28T10:00:00Z,0.0,3.78,1.33,2.19,4.23,1.48,0.0,50.29,3.24,0.6,3.36,19.99
2022-08-28T11:00:00Z,0.0,2.72,0.54,2.85,3.0,0.24,0.0,66.24,3.21,0.94,3.34,26.07
2022-08-28T12:00:00Z,0.0,2.66,0.99,2.34,2.94,0.07,0.0,73.27,2.58,0.05,2.39,29.73
2022-08-28T13:00:00Z,0.18,2.82,1.63,2.53,3.1,0.15,0.0,75.34,2.79,0.07,2.67,32.39
2022-08-28T14:00:00Z,0.05,3.36,2.14,2.81,3.72,0.58,0.0,79.55,3.09,0.24,2.21,33.33
2022-08-28T15:00:00Z,0.59,3.48,2.97,4.99,3.9,0.68,0.0,82.19,6.29,2.32,2.28,35.51
2022-08-28T16:00:00Z,0.31,3.63,1.03,3.42,4.05,0.71,0.0,84.25,3.79,0.71,1.97,38.39
2022-08-28T17:00:00Z,0.94,3.72,2.56,3.49,4.09,0.85,0.0,82.83,3.83,0.74,1.74,38.31
2022-08-28T18:00:00Z,12.13,3.87,5.87,3.66,4.33,1.09,0.0,73.95,4.02,0.99,2.3,35.47
2022-08-28T19:00:00Z,19.37,3.76,14.19,3.98,4.27,1.25,0.0,62.47,4.41,1.52,2.45,26.49
2022-08-28T20:00:00Z,28.5,3.7,21.71,3.99,5.01,1.59,0.0,53.39,5.24,2.15,2.23,11.95
2022-08-28T21:00:00Z,26.05,3.78,12.83,3.64,6.19,2.07,0.0,51.74,5.36,2.06,2.25,18.95
2022-08-28T22:00:00Z,16.49,2.91,10.24,3.08,4.63,1.2,0.0,51.34,4.76,1.64,2.42,16.06
2022-08-28T23:00:00Z,16.98,2.71,8.66,3.16,4.87,1.17,0.0,46.59,5.0,1.78,2.07,17.47
2022-08-29T00:00:00Z,16.74,3.43,8.03,3.36,6.1,2.02,0.0,41.37,5.54,2.07,2.59,16.84
2022-08-29T01:00:00Z,13.78,3.57,7.53,3.36,6.62,2.31,0.0,42.87,5.61,2.13,2.27,15.24
2022-08-29T02:00:00Z,11.94,3.43,8.33,3.3,6.42,2.08,0.0,42.86,5.85,2.23,1.95,12.99
2022-08-29T03:00:00Z,13.25,4.4,8.19,3.27,7.68,3.08,0.0,42.17,6.01,2.35,2.07,11.02
2022-08-29T04:00:00Z,14.63,4.97,7.27,2.63,8.65,3.87,0.0,34.14,5.29,1.77,2.4,9.76
2022-08-29T05:00:00Z,14.29,3.58,7.21,3.29,6.82,2.53,0.0,31.77,6.24,2.61,2.32,11.07
2022-08-29T06:00:00Z,14.75,4.97,6.97,4.29,8.66,3.97,0.0,35.94,7.55,3.68,2.74,11.94
2022-08-29T07:00:00Z,8.05,3.46,3.63,3.33,6.66,2.38,0.0,38.92,6.16,2.57,2.72,16.41
2022-08-29T08:00:00Z,1.63,2.78,1.05,2.76,4.95,1.34,0.0,45.85,4.78,1.52,2.87,21.59
2022-08-29T09:00:00Z,0.0,2.78,0.55,2.71,3.55,0.73,0.0,47.4,4.14,1.15,2.62,25.36
2022-08-29T10:00:00Z,0.87,2.3,0.11,2.01,2.57,0.23,0.0,60.43,2.53,0.16,3.12,26.51
2022-08-29T11:00:00Z,0.33,2.56,1.75,2.0,2.85,0.31,0.0,63.96,2.29,0.11,2.35,27.51
2022-08-29T12:00:00Z,1.73,2.43,3.03,1.89,2.77,0.17,0.0,65.19,2.17,0.07,2.88,27.0
2022-08-29T13:00:00Z,6.11,3.61,4.14,1.72,4.45,1.42,0.0,66.28,1.99,0.01,2.58,27.09
2022-08-29T14:00:00Z,8.97,2.02,5.68,1.7,2.23,0.01,0.0,64.41,2.13,0.02,2.68,25.84
2022-08-29T15:00:00Z,4.26,2.3,4.72,1.73,2.59,0.21,0.0,61.08,2.53,0.13,2.71,24.08
2022-08-29T16:00:00Z,3.24,2.8,0.92,2.18,3.27,0.63,0.0,63.12,2.48,0.27,2.82,26.95
2022-08-29T17:00:00Z,5.24,2.93,2.58,2.49,3.35,0.68,0.0,64.35,2.92,0.59,2.45,26.89
2022-08-29T18:00:00Z,8.85,2.74,3.59,2.7,3.24,0.49,0.0,63.62,3.39,0.87,2.71,27.42
2022-08-29T19:00:00Z,8.33,2.75,5.07,2.85,3.53,0.6,0.0,63.08,3.96,1.04,2.87,26.23
2022-08-29T20:00:00Z,17.21,2.2,6.5,2.45,3.59,0.43,0.0,58.82,3.82,0.79,3.02,24.3
2022-08-29T21:00:00Z,14.05,1.98,5.3,2.2,3.51,0.29,0.0,59.81,3.69,0.68,2.25,23.28
2022-08-29T22:00:00Z,13.03,1.8,6.4,2.16,3.85,0.35,0.0,56.69,3.94,0.79,2.54,21.6
2022-08-29T23:00:00Z,14.81,2.05,6.63,2.37,4.57,0.77,0.0,51.49,4.6,1.16,2.34,18.81
2022-08-30T00:00:00Z,13.27,2.72,5.83,2.88,5.76,1.48,0.0,48.82,5.41,1.84,2.53,18.71
2022-08-30T01:00:00Z,10.6,2.81,5.72,3.27,6.1,1.7,0.0,53.07,6.03,2.33,2.67,19.03
2022-08-30T02:00:00Z,8.21,3.49,5.24,3.68,6.8,2.4,0.0,50.95,6.59,2.75,2.71,17.92
2022-08-30T03:00:00Z,8.14,3.84,7.12,3.91,7.38,2.79,0.0,50.44,7.0,3.08,2.74,11.96
2022-08-30T04:00:00Z,6.91,3.79,7.75,4.09,7.27,2.78,0.0,51.01,7.47,3.37,3.04,8.66
2022-08-30T05:00:00Z,11.94,4.05,10.02,4.57,7.62,2.93,0.01,36.95,7.96,3.92,4.63,3.29
2022-08-30T06:00:00Z,15.55,3.82,17.08,5.18,7.28,2.85,0.04,31.88,8.79,4.56,9.61,0.0
2022-08-30T07:00:00Z,10.57,4.11,9.04,3.92,7.13,2.9,0.15,34.27,7.1,3.26,3.58,6.9
2022-08-30T08:00:00Z,5.06,3.15,4.12,2.98,5.04,1.44,0.09,40.42,5.24,1.92,4.18,15.61
2022-08-30T09:00:00Z,0.07,2.8,0.28,2.95,3.34,0.64,0.0,49.58,4.21,1.27,3.61,25.38
2022-08-30T10:00:00Z,0.0,3.23,0.16,2.87,3.64,0.75,0.0,60.76,3.35,0.83,3.14,30.82
2022-08-30T11:00:00Z,0.0,3.43,0.46,3.05,3.8,0.72,0.0,73.95,3.39,0.71,2.56,34.32
2022-08-30T12:00:00Z,3.27,3.63,0.72,3.05,4.09,0.98,0.0,80.25,3.36,0.63,2.96,37.33
