hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,no2_wolsey_way_loughborough,pm25_wolsey_way_loughborough,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel,pm10_wolsey_way_loughborough,pm1_wolsey_way_loughborough,no_wolsey_way_loughborough,o3_wolsey_way_loughborough
2025-01-01T00:00:00Z,5.23,1.51,12.71,2.1,,,4.64,0.27,0.48,20.11,4.35,0.67,2.51,94.69,,,,
2025-01-01T01:00:00Z,4.26,1.44,12.14,2.5,,,4.29,0.35,0.48,20.44,4.91,1.08,2.69,93.71,,,,
2025-01-01T02:00:00Z,4.48,1.18,12.04,1.91,,,3.87,0.23,0.79,20.4,4.03,0.53,1.1,94.34,,,,
2025-01-01T03:00:00Z,4.38,0.91,11.33,1.67,,,3.65,0.04,0.64,20.99,3.77,0.26,2.86,95.97,,,,
2025-01-01T04:00:00Z,5.1,0.81,12.5,1.34,,,3.86,0.02,0.77,20.69,3.56,0.1,3.18,97.59,,,,
2025-01-01T05:00:00Z,4.86,0.55,11.29,1.19,,,3.75,0.02,0.61,21.41,3.22,0.04,3.18,100.66,,,,
2025-01-01T06:00:00Z,3.7,0.48,11.13,0.96,,,3.34,0.0,0.7,21.58,2.92,0.01,2.54,98.74,,,,
2025-01-01T07:00:00Z,3.48,0.59,10.83,1.04,,,3.39,0.01,0.54,22.3,3.11,0.03,2.31,100.16,,,,
2025-01-01T08:00:00Z,4.71,0.55,14.01,1.18,,,3.68,0.02,0.71,21.05,3.6,0.06,2.94,103.52,,,,
2025-01-01T09:00:00Z,1.68,0.5,10.83,0.78,,,3.24,0.0,0.78,14.62,3.1,0.01,6.9,89.21,,,,
2025-01-01T10:00:00Z,4.15,0.4,11.95,0.65,,,3.36,0.0,0.97,14.84,3.07,0.0,10.41,93.98,,,,
2025-01-01T11:00:00Z,6.06,0.39,8.6,0.73,,,3.38,0.0,1.42,11.57,3.02,0.01,16.4,95.66,,,,
2025-01-01T12:00:00Z,4.58,0.65,8.55,1.06,,,3.3,0.0,1.6,13.07,2.89,0.02,13.02,93.19,,,,
2025-01-01T13:00:00Z,4.95,0.8,9.61,1.2,,,3.38,0.01,2.12,13.05,3.19,0.03,11.92,88.87,,,,
2025-01-01T14:00:00Z,5.88,1.11,12.56,1.4,,,3.8,0.1,1.78,12.0,3.54,0.11,12.99,84.68,,,,
2025-01-01T15:00:00Z,7.23,1.55,14.05,1.64,,,4.48,0.36,1.59,8.9,3.8,0.19,13.8,82.64,,,,
2025-01-01T16:00:00Z,7.77,1.34,15.09,1.58,,,4.37,0.2,1.55,6.59,4.01,0.31,16.57,80.64,,,,
2025-01-01T17:00:00Z,6.92,1.42,11.22,1.4,,,4.29,0.41,1.68,6.95,3.48,0.09,15.64,81.96,,,,
2025-01-01T18:00:00Z,4.71,0.84,13.24,1.43,,,3.55,0.04,1.5,9.02,3.6,0.22,14.49,76.23,,,,
2025-01-01T19:00:00Z,7.48,1.78,15.72,1.75,,,4.68,0.72,1.7,3.11,4.16,0.67,15.48,66.22,,,,
2025-01-01T20:00:00Z,4.64,5.21,14.52,2.59,,,8.72,4.17,1.06,5.52,5.21,1.56,18.53,64.0,,,,
2025-01-01T21:00:00Z,3.74,2.52,20.39,4.46,,,5.53,1.73,1.18,5.03,7.78,3.29,21.62,52.55,,,,
2025-01-01T22:00:00Z,5.56,2.55,22.32,4.04,,,5.71,1.72,1.48,3.24,7.26,2.77,24.14,48.33,,,,
2025-01-01T23:00:00Z,9.46,4.01,26.45,4.85,,,7.59,2.85,1.88,0.0,8.32,3.92,25.75,37.48,,,,
2025-01-02T00:00:00Z,8.66,5.6,22.57,5.52,,,9.6,4.68,2.54,0.0,9.23,4.48,21.2,35.31,,,,
2025-01-02T01:00:00Z,4.34,4.26,20.44,4.97,,,8.03,3.31,1.61,0.01,8.67,4.07,20.25,37.29,,,,
2025-01-02T02:00:00Z,3.48,2.64,17.06,4.29,,,6.32,1.59,2.02,0.84,7.71,2.95,23.9,42.98,,,,
2025-01-02T03:00:00Z,2.75,2.16,15.32,3.05,,,5.65,1.07,2.35,1.41,6.02,1.5,21.1,47.89,,,,
2025-01-02T04:00:00Z,3.37,1.41,18.1,2.4,,,4.73,0.37,2.58,0.63,5.24,1.06,19.31,46.71,,,,
2025-01-02T05:00:00Z,5.37,1.44,19.02,2.23,,,4.85,0.54,2.52,0.17,5.12,0.82,21.28,40.7,,,,
2025-01-02T06:00:00Z,13.62,2.8,19.45,1.76,,,6.23,2.31,5.09,0.0,4.6,0.58,18.55,39.15,,,,
2025-01-02T07:00:00Z,20.14,4.14,22.99,1.56,,,7.21,3.72,9.58,0.0,4.3,0.43,17.8,34.74,,,,
2025-01-02T08:00:00Z,27.1,2.88,34.18,1.69,,,6.36,2.36,15.72,0.0,4.45,0.58,20.28,18.87,,,,
2025-01-02T09:00:00Z,18.2,4.77,29.57,1.9,,,7.61,3.99,7.94,0.0,4.63,0.67,19.36,27.81,,,,
2025-01-02T10:00:00Z,8.09,3.49,27.73,2.28,,,6.62,2.51,3.18,0.03,4.83,0.91,26.22,33.29,,,,
2025-01-02T11:00:00Z,6.48,3.06,22.97,2.76,,,6.13,1.61,3.3,1.05,5.3,1.1,27.09,43.53,,,,
2025-01-02T12:00:00Z,5.92,3.41,20.13,2.97,,,5.36,1.34,2.44,4.83,4.97,1.11,27.07,53.75,,,,
2025-01-02T13:00:00Z,4.69,4.39,19.79,3.77,,,5.17,1.56,1.04,7.15,5.78,1.57,22.83,57.75,,,,
2025-01-02T14:00:00Z,4.32,4.37,22.29,4.55,,,4.98,1.36,0.8,9.98,6.63,2.19,22.91,56.2,,,,
2025-01-02T15:00:00Z,5.19,2.87,19.16,3.38,,,3.18,0.14,0.34,14.99,4.86,1.27,24.22,62.87,,,,
2025-01-02T16:00:00Z,8.98,3.64,23.14,2.84,,,4.1,0.96,0.41,8.34,4.17,0.89,20.76,61.81,,,,
2025-01-02T17:00:00Z,14.6,4.54,31.27,3.77,,,6.45,2.1,1.37,2.36,5.89,1.8,22.46,43.87,,,,
2025-01-02T18:00:00Z,22.69,7.09,48.7,5.47,,,10.67,5.46,5.38,0.0,8.57,3.7,26.01,21.09,,,,
2025-01-02T19:00:00Z,21.18,8.49,32.52,7.59,,,12.95,6.96,5.29,0.0,11.72,6.02,15.91,33.19,,,,
2025-01-02T20:00:00Z,14.37,8.51,34.08,9.72,,,13.08,7.13,3.01,0.0,14.68,8.11,16.87,27.63,,,,
2025-01-02T21:00:00Z,13.56,9.24,33.86,9.14,,,14.01,7.5,3.02,0.0,13.86,7.45,18.9,27.99,,,,
2025-01-02T22:00:00Z,12.98,10.39,26.81,7.59,,,15.74,8.13,3.57,0.0,11.68,6.04,19.5,34.91,,,,
2025-01-02T23:00:00Z,9.01,12.91,49.02,15.6,,,18.62,11.13,2.03,0.0,22.79,13.97,16.43,3.19,,,,
2025-01-03T00:00:00Z,9.16,13.9,30.46,11.22,,,19.65,12.29,2.03,0.0,16.74,9.86,17.22,19.03,,,,
2025-01-03T01:00:00Z,7.56,14.5,30.65,13.46,,,19.33,13.3,2.06,0.0,19.83,11.93,15.76,11.38,,,,
2025-01-03T02:00:00Z,5.6,10.1,20.8,6.39,,,13.36,9.02,2.24,2.05,10.26,5.05,14.57,43.05,,,,
2025-01-03T03:00:00Z,4.68,6.57,22.27,5.56,,,10.4,5.04,2.24,3.95,8.89,4.1,16.68,47.5,,,,
2025-01-03T04:00:00Z,4.02,5.44,18.65,5.54,,,9.0,4.0,2.13,3.66,8.85,4.14,17.9,50.13,,,,
2025-01-03T05:00:00Z,4.0,3.41,16.79,3.98,,,6.43,2.15,2.54,3.48,6.67,2.67,18.57,53.05,,,,
2025-01-03T06:00:00Z,4.82,1.93,18.79,2.73,,,4.62,0.8,2.15,3.24,5.17,1.25,19.37,53.62,,,,
2025-01-03T07:00:00Z,5.74,1.13,23.52,2.26,,,3.87,0.14,2.24,4.22,4.68,0.9,16.77,53.96,,,,
2025-01-03T08:00:00Z,7.07,1.62,23.9,2.05,,,4.52,0.55,2.96,2.66,4.53,0.8,22.72,52.76,,,,
2025-01-03T09:00:00Z,8.14,2.32,20.76,1.92,,,5.07,1.46,2.94,1.23,4.2,0.66,21.32,56.69,,,,
2025-01-03T10:00:00Z,7.81,2.03,18.65,1.8,,,4.8,0.86,2.66,2.85,3.86,0.51,18.46,60.88,,,,
2025-01-03T11:00:00Z,7.64,2.08,18.9,1.71,,,4.46,0.54,2.46,5.53,3.62,0.34,25.95,69.35,,,,
2025-01-03T12:00:00Z,7.8,2.18,14.25,1.98,,,3.65,0.4,2.04,7.38,3.69,0.5,21.63,76.54,,,,
2025-01-03T13:00:00Z,7.9,2.61,15.73,2.18,,,3.33,0.44,1.36,9.22,3.62,0.62,20.51,78.63,,,,
2025-01-03T14:00:00Z,9.25,3.02,15.19,2.58,,,4.04,0.69,1.11,7.96,4.2,1.04,17.24,78.76,,,,
2025-01-03T15:00:00Z,10.5,2.94,18.23,2.59,,,4.37,0.83,1.19,8.93,4.55,1.14,21.28,73.47,,,,
2025-01-03T16:00:00Z,14.49,3.71,19.63,2.96,,,5.83,1.91,2.4,2.17,5.32,1.53,21.15,69.71,,,,
2025-01-03T17:00:00Z,21.17,4.35,19.18,3.2,,,7.33,3.06,3.2,0.0,5.8,1.72,23.82,67.63,,,,
2025-01-03T18:00:00Z,22.44,5.2,28.95,3.98,,,8.73,4.21,4.14,0.0,7.0,2.76,25.32,51.14,,,,
2025-01-03T19:00:00Z,15.12,4.63,19.06,3.8,,,8.09,3.6,2.76,0.14,6.8,2.49,24.82,65.64,,,,
2025-01-03T20:00:00Z,11.99,5.77,24.87,7.38,,,9.47,4.87,2.47,0.42,11.88,6.12,23.16,39.92,,,,
2025-01-03T21:00:00Z,10.4,8.57,24.64,7.08,,,12.97,7.24,2.44,0.09,11.16,6.19,20.15,38.39,,,,
2025-01-03T22:00:00Z,11.26,8.57,34.55,14.55,,,12.78,7.17,2.66,0.0,21.07,13.41,18.47,9.57,,,,
2025-01-03T23:00:00Z,9.23,7.94,47.27,18.74,,,12.3,6.7,2.02,0.11,26.18,17.59,22.45,1.91,,,,
2025-01-04T00:00:00Z,10.11,10.8,45.36,19.46,,,15.82,9.26,2.01,0.0,27.77,18.3,26.73,0.06,,,,
2025-01-04T01:00:00Z,9.14,11.22,36.57,16.8,,,16.35,9.94,2.42,0.0,23.58,15.59,22.62,7.17,,,,
2025-01-04T02:00:00Z,7.65,8.14,32.61,16.22,,,12.43,7.02,1.78,0.65,22.26,14.9,18.69,11.24,,,,
2025-01-04T03:00:00Z,4.97,7.4,26.92,13.15,,,11.19,6.59,2.36,4.16,18.68,11.89,23.48,18.81,,,,
2025-01-04T04:00:00Z,3.53,5.48,22.08,11.44,,,8.86,4.79,1.84,6.95,16.47,10.31,20.33,19.76,,,,
2025-01-04T05:00:00Z,3.5,4.01,20.73,9.25,,,7.26,3.14,1.78,8.44,13.8,8.15,18.82,31.97,,,,
2025-01-04T06:00:00Z,5.32,3.65,24.53,11.29,,,6.88,2.71,1.81,4.41,16.46,10.1,21.81,20.39,,,,
2025-01-04T07:00:00Z,7.8,5.8,30.03,12.08,,,9.35,4.88,2.24,0.05,17.28,10.93,18.16,9.45,,,,
2025-01-04T08:00:00Z,12.94,9.37,36.21,13.28,,,13.81,8.13,3.83,0.0,19.02,12.08,21.38,0.02,,,,
2025-01-04T09:00:00Z,15.03,12.41,35.34,13.38,,,17.04,11.26,5.07,0.0,19.33,12.19,22.25,1.14,,,,
2025-01-04T10:00:00Z,9.1,12.02,33.32,16.28,,,17.31,10.41,3.92,0.28,23.58,14.55,24.0,8.69,,,,
2025-01-04T11:00:00Z,10.57,5.48,33.43,14.66,,,9.34,4.15,4.43,0.84,21.38,12.8,25.41,10.12,,,,
2025-01-04T12:00:00Z,10.54,9.32,44.2,15.49,,,13.96,7.61,2.39,0.05,22.52,13.76,24.04,0.42,,,,
2025-01-04T13:00:00Z,11.6,5.07,41.89,13.13,,,8.08,3.41,4.0,0.05,19.16,11.59,27.86,7.85,,,,
2025-01-04T14:00:00Z,13.89,5.93,35.98,11.76,,,9.24,4.12,4.4,0.0,17.55,10.06,24.08,19.46,,,,
2025-01-04T15:00:00Z,13.79,10.08,40.97,13.36,,,14.89,8.2,3.41,0.0,19.55,11.71,25.23,9.49,,,,
2025-01-04T16:00:00Z,19.38,15.24,33.12,14.32,,,22.07,13.06,4.87,0.0,20.89,12.67,21.34,13.44,,,,
2025-01-04T17:00:00Z,17.3,17.49,40.1,14.94,,,24.51,15.01,5.32,0.0,21.58,13.32,21.0,4.9,,,,
2025-01-04T18:00:00Z,16.9,20.23,47.54,16.06,,,28.18,18.03,4.19,0.0,23.25,14.6,18.16,4.71,,,,
2025-01-04T19:00:00Z,14.96,16.24,39.22,15.42,,,23.14,14.34,3.19,0.0,22.11,14.04,19.11,10.56,,,,
2025-01-04T20:00:00Z,12.34,14.22,35.09,17.68,,,19.56,12.56,2.36,0.0,25.45,16.35,18.14,15.52,,,,
2025-01-04T21:00:00Z,8.6,13.08,21.42,10.46,,,18.64,11.24,2.11,0.34,15.67,9.14,21.68,42.42,,,,
2025-01-04T22:00:00Z,5.37,7.1,21.67,8.9,,,11.15,5.82,1.85,4.77,13.36,7.61,25.14,48.73,,,,
2025-01-04T23:00:00Z,5.55,11.12,23.35,12.25,,,15.89,9.66,1.54,2.75,17.72,11.01,20.37,39.67,,,,
2025-01-05T00:00:00Z,5.27,12.47,19.76,12.99,,,17.73,10.77,1.98,1.51,18.91,11.66,17.79,40.25,,,,
2025-01-05T01:00:00Z,3.41,6.73,14.43,5.19,,,10.93,5.75,1.45,7.88,9.03,4.22,17.53,66.5,,,,
2025-01-05T02:00:00Z,2.77,4.03,13.12,3.25,,,7.37,3.53,1.97,10.5,6.57,2.57,16.33,70.1,,,,
2025-01-05T03:00:00Z,2.66,2.05,12.28,1.76,,,5.32,1.55,1.69,10.94,4.74,1.05,18.82,73.02,,,,
2025-01-05T04:00:00Z,2.29,1.98,12.25,2.74,,,5.34,1.39,1.57,10.51,5.85,2.0,16.02,70.45,,,,
2025-01-05T05:00:00Z,2.21,1.95,12.28,2.13,,,5.21,1.3,2.07,9.4,5.15,1.3,16.58,67.68,,,,
2025-01-05T06:00:00Z,2.26,0.52,12.48,1.01,,,3.7,0.1,2.13,8.85,3.77,0.31,18.38,64.27,,,,
2025-01-05T07:00:00Z,2.67,0.5,14.01,0.92,,,3.76,0.05,1.92,6.55,3.7,0.21,16.37,56.71,,,,
2025-01-05T08:00:00Z,3.7,1.44,15.89,1.85,,,4.82,0.61,1.97,3.55,4.88,1.14,15.51,46.49,,,,
2025-01-05T09:00:00Z,3.3,2.08,16.1,2.55,,,5.57,1.13,1.95,2.91,5.86,1.57,19.54,39.97,,,,
2025-01-05T10:00:00Z,4.12,1.61,17.99,3.63,,,5.1,0.64,2.71,2.31,7.27,2.39,22.35,34.21,,,,
2025-01-05T11:00:00Z,4.01,3.54,19.05,4.17,,,7.38,2.43,2.07,1.81,8.0,3.01,19.35,32.21,,,,
2025-01-05T12:00:00Z,4.75,4.18,19.06,7.55,,,7.85,3.37,1.83,0.09,11.95,6.43,26.43,28.73,,,,
2025-01-05T13:00:00Z,5.26,4.8,20.61,4.86,,,8.88,3.5,1.98,0.0,9.0,3.56,21.16,21.94,,,,
2025-01-05T14:00:00Z,9.13,5.76,20.46,5.47,,,9.94,4.21,2.17,0.0,9.66,4.13,21.29,19.76,,,,
2025-01-05T15:00:00Z,10.22,5.64,23.09,6.55,,,9.94,4.16,3.18,0.0,11.01,5.08,24.18,13.27,,,,
2025-01-05T16:00:00Z,12.03,7.55,24.24,7.05,,,12.32,5.35,4.4,0.0,11.51,5.82,23.12,8.29,,,,
2025-01-05T17:00:00Z,15.16,9.66,23.48,8.53,,,14.91,7.22,6.12,0.0,13.35,7.49,27.48,6.53,,,,
2025-01-05T18:00:00Z,11.44,7.11,27.87,10.82,,,11.52,5.7,3.65,0.0,16.44,9.05,22.27,0.16,,,,
2025-01-05T19:00:00Z,12.2,11.13,27.36,13.87,,,16.22,9.0,3.27,0.0,20.54,11.76,24.64,0.0,,,,
2025-01-05T20:00:00Z,10.75,18.12,32.76,19.92,,,25.08,14.82,2.34,0.0,30.99,17.73,23.73,0.0,,,,
2025-01-05T21:00:00Z,7.52,17.01,48.32,21.86,,,23.73,13.1,1.57,0.0,34.43,19.44,35.93,0.0,,,,
2025-01-05T22:00:00Z,9.14,15.12,43.54,18.88,,,21.49,11.38,1.77,0.0,29.59,16.57,34.24,0.0,,,,
2025-01-05T23:00:00Z,10.51,9.47,38.92,12.13,,,13.91,8.16,1.4,0.0,18.1,10.63,21.28,0.19,,,,
2025-01-06T00:00:00Z,7.46,6.74,29.22,8.14,,,10.87,5.64,1.31,0.0,12.78,6.97,20.87,0.52,,,,
2025-01-06T01:00:00Z,5.04,6.19,23.14,6.31,,,10.1,5.28,1.85,0.0,10.58,5.17,21.72,6.28,,,,
2025-01-06T02:00:00Z,4.08,4.91,20.46,5.56,,,8.65,3.93,1.8,0.0,9.64,4.38,25.12,8.16,,,,
2025-01-06T03:00:00Z,3.21,2.76,16.55,2.89,,,6.26,1.99,1.32,0.01,6.25,1.97,20.14,24.27,,,,
2025-01-06T04:00:00Z,2.29,0.42,13.38,0.71,,,3.71,0.02,1.54,1.55,3.52,0.05,19.17,39.0,,,,
2025-01-06T05:00:00Z,2.69,0.27,14.97,0.72,,,3.61,0.0,1.83,1.25,3.6,0.08,21.98,40.78,,,,
2025-01-06T06:00:00Z,3.04,0.41,16.5,0.62,,,3.74,0.05,1.46,2.5,3.47,0.06,24.74,45.41,,,,
2025-01-06T07:00:00Z,2.84,0.35,24.68,0.96,,,3.51,0.0,1.94,1.99,3.8,0.31,23.75,32.87,,,,
2025-01-06T08:00:00Z,4.97,0.49,38.94,0.82,,,3.69,0.2,2.76,0.72,3.69,0.14,27.24,16.18,,,,
2025-01-06T09:00:00Z,6.7,0.8,28.88,0.76,,,4.15,0.38,2.82,0.42,3.76,0.18,20.69,32.12,,,,
2025-01-06T10:00:00Z,7.0,0.57,22.65,0.65,,,3.9,0.15,2.61,1.43,3.44,0.01,18.16,48.56,,,,
2025-01-06T11:00:00Z,5.61,1.83,22.09,1.72,,,5.18,1.11,2.5,4.07,4.56,0.79,24.8,52.9,,,,
2025-01-06T12:00:00Z,4.25,1.18,20.9,1.88,,,4.39,0.6,1.81,7.02,4.6,1.07,24.64,55.97,,,,
2025-01-06T13:00:00Z,4.43,1.94,20.28,1.81,,,4.76,1.36,1.95,6.89,4.4,0.98,23.24,54.9,,,,
2025-01-06T14:00:00Z,5.04,1.3,19.95,1.54,,,4.1,0.43,1.99,8.54,3.89,0.6,26.05,62.35,,,,
2025-01-06T15:00:00Z,7.0,2.65,18.23,2.8,,,5.46,1.75,2.06,6.6,5.3,1.65,21.43,65.97,,,,
2025-01-06T16:00:00Z,10.4,1.51,17.9,1.97,,,4.05,0.48,3.04,2.17,4.15,0.81,23.57,67.25,,,,
2025-01-06T17:00:00Z,12.82,1.55,23.64,1.52,,,4.33,0.7,4.15,1.38,3.65,0.37,23.37,60.73,,,,
2025-01-06T18:00:00Z,11.63,1.53,31.48,2.25,,,4.15,0.58,4.27,1.43,4.6,1.04,28.36,44.28,,,,
2025-01-06T19:00:00Z,10.42,1.88,17.74,2.38,,,4.77,0.72,3.1,1.15,4.7,1.11,22.74,62.71,,,,
2025-01-06T20:00:00Z,8.74,1.91,19.16,2.39,,,4.68,0.76,2.15,2.56,4.72,1.11,21.07,59.76,,,,
2025-01-06T21:00:00Z,7.49,1.64,19.89,2.1,,,4.31,0.54,1.99,4.16,4.34,0.86,25.06,59.18,,,,
2025-01-06T22:00:00Z,4.53,1.51,17.07,2.21,,,4.33,0.48,1.95,8.52,4.54,0.91,24.6,63.88,,,,
2025-01-06T23:00:00Z,3.7,1.39,15.28,2.05,,,4.18,0.18,1.72,9.73,4.31,0.73,27.39,67.55,,,,
2025-01-07T00:00:00Z,2.72,1.65,15.12,2.18,,,4.52,0.36,1.84,10.26,4.58,0.79,26.4,65.76,,,,
2025-01-07T01:00:00Z,3.57,2.0,12.14,2.33,,,4.88,0.56,2.07,8.35,4.7,0.75,23.6,69.34,,,,
2025-01-07T02:00:00Z,4.3,2.58,13.68,2.35,,,5.62,1.29,2.43,8.48,4.37,0.68,26.42,69.83,,,,
2025-01-07T03:00:00Z,2.78,2.2,13.88,2.22,,,5.13,0.9,1.81,11.39,4.37,0.56,19.01,71.2,,,,
2025-01-07T04:00:00Z,2.95,1.71,14.66,2.06,,,4.56,0.3,1.86,10.62,4.24,0.49,24.11,68.4,,,,
2025-01-07T05:00:00Z,2.81,1.62,14.89,2.03,,,4.41,0.25,1.91,10.43,4.13,0.52,16.91,64.95,,,,
2025-01-07T06:00:00Z,5.46,1.6,16.1,1.97,,,4.34,0.36,2.86,5.28,4.21,0.56,20.94,59.63,,,,
2025-01-07T07:00:00Z,9.37,1.7,33.85,2.11,,,4.36,0.43,3.61,2.13,4.45,0.69,27.6,32.94,,,,
2025-01-07T08:00:00Z,14.7,1.74,49.96,2.56,,,4.56,0.41,7.08,0.07,5.21,0.98,31.04,11.43,,,,
2025-01-07T09:00:00Z,15.57,2.51,41.24,2.44,,,5.61,1.24,7.12,0.0,5.06,1.05,24.84,20.29,,,,
2025-01-07T10:00:00Z,14.99,2.23,39.17,2.76,,,5.15,1.16,5.68,0.0,5.52,1.3,22.9,23.98,,,,
2025-01-07T11:00:00Z,12.99,2.35,38.94,3.36,,,5.01,1.07,4.19,0.03,6.06,1.88,25.58,27.42,,,,
2025-01-07T12:00:00Z,11.8,2.71,28.81,3.22,,,5.09,1.38,3.41,0.85,5.7,1.71,26.75,43.17,,,,
2025-01-07T13:00:00Z,10.75,2.59,22.22,2.64,,,4.08,0.94,2.4,2.87,4.76,1.33,23.49,56.34,,,,
2025-01-07T14:00:00Z,10.52,2.68,23.29,2.66,,,3.89,0.95,2.06,2.99,4.5,1.22,21.9,58.22,,,,
2025-01-07T15:00:00Z,10.13,2.53,27.39,3.08,,,4.22,1.12,1.79,4.71,5.24,1.56,23.19,52.03,,,,
2025-01-07T16:00:00Z,15.14,1.93,36.54,2.08,,,4.57,0.81,3.96,0.73,4.76,0.99,23.37,37.34,,,,
2025-01-07T17:00:00Z,15.13,2.71,36.91,2.23,,,5.89,1.65,5.08,0.0,4.85,1.08,31.81,34.84,,,,
2025-01-07T18:00:00Z,16.07,3.03,23.81,2.47,,,6.33,2.05,6.65,0.01,5.01,1.19,25.78,45.45,,,,
2025-01-07T19:00:00Z,10.61,3.75,24.5,2.81,,,7.18,2.62,2.9,0.22,5.32,1.37,24.4,46.34,,,,
2025-01-07T20:00:00Z,9.81,3.11,22.46,3.38,,,6.32,2.15,2.28,0.51,6.35,1.92,20.35,47.21,,,,
2025-01-07T21:00:00Z,6.15,2.71,17.47,2.64,,,5.9,1.79,2.21,3.41,5.44,1.35,22.34,57.4,,,,
2025-01-07T22:00:00Z,5.52,2.98,18.97,3.11,,,6.16,1.93,2.02,4.21,6.03,1.58,20.73,54.91,,,,
2025-01-07T23:00:00Z,4.54,2.66,19.11,2.49,,,5.64,1.5,1.81,6.4,5.04,1.24,18.45,56.84,,,,
2025-01-08T00:00:00Z,3.44,2.24,16.97,3.13,,,5.15,1.19,1.83,8.27,6.0,1.73,17.59,54.65,,,,
2025-01-08T01:00:00Z,3.65,2.16,15.89,2.45,,,5.2,1.1,1.82,6.82,5.25,1.25,21.13,60.81,,,,
2025-01-08T02:00:00Z,3.75,2.31,16.37,2.75,,,5.44,1.19,1.93,6.39,5.59,1.54,19.56,51.45,,,,
2025-01-08T03:00:00Z,3.81,3.57,22.95,5.07,,,7.05,2.42,2.04,4.53,8.71,3.67,18.73,34.71,,,,
2025-01-08T04:00:00Z,4.36,4.01,22.21,5.91,,,7.87,2.77,2.21,2.96,10.02,4.56,15.67,31.64,,,,
2025-01-08T05:00:00Z,3.97,4.3,19.64,6.57,,,8.36,3.03,1.97,4.18,10.96,5.18,15.24,25.43,,,,
2025-01-08T06:00:00Z,7.03,3.86,23.08,7.25,,,7.56,2.68,2.37,0.74,11.98,5.9,15.7,26.19,,,,
2025-01-08T07:00:00Z,14.69,5.17,31.44,7.64,,,9.2,3.85,6.31,0.0,12.5,6.07,17.49,10.72,,,,
2025-01-08T08:00:00Z,21.31,8.27,37.89,7.29,,,12.84,6.75,10.55,0.0,12.34,5.65,24.11,5.4,,,,
2025-01-08T09:00:00Z,24.64,6.01,79.72,10.82,,,10.21,4.54,12.82,0.0,16.87,8.68,45.05,0.0,,,,
2025-01-08T10:00:00Z,29.0,5.8,70.12,13.11,,,10.12,4.65,15.3,0.0,20.14,10.93,43.19,0.0,,,,
2025-01-08T11:00:00Z,30.62,15.19,96.94,22.0,,,22.13,12.84,21.83,0.0,33.23,19.9,101.15,0.0,,,,
2025-01-08T12:00:00Z,24.46,19.83,99.05,21.79,,,28.64,17.31,13.07,0.0,33.71,20.0,116.75,0.0,,,,
2025-01-08T13:00:00Z,23.14,21.88,83.87,22.56,,,31.45,19.67,10.72,0.0,34.2,21.14,78.88,0.0,,,,
2025-01-08T14:00:00Z,23.23,17.67,82.82,20.37,,,25.35,15.13,9.97,0.0,30.09,18.84,71.05,0.0,,,,
2025-01-08T15:00:00Z,24.14,19.37,90.89,24.07,,,27.53,17.11,11.11,0.0,38.1,22.29,87.42,0.0,,,,
2025-01-08T16:00:00Z,22.4,21.31,78.69,21.8,,,30.67,18.68,11.89,0.0,33.29,20.18,55.91,0.0,,,,
2025-01-08T17:00:00Z,21.03,17.05,57.55,16.91,,,24.16,15.14,9.28,0.0,24.44,15.22,19.46,0.0,,,,
2025-01-08T18:00:00Z,21.81,21.49,54.79,17.84,,,30.35,18.8,10.45,0.0,25.63,16.22,21.07,0.0,,,,
2025-01-08T19:00:00Z,22.21,18.97,63.1,17.96,,,26.45,16.56,10.47,0.0,25.98,16.41,19.23,0.0,,,,
2025-01-08T20:00:00Z,20.77,20.65,64.31,19.0,,,28.31,18.45,9.3,0.0,27.65,17.42,21.42,0.0,,,,
2025-01-08T21:00:00Z,19.57,22.72,62.98,25.76,,,31.9,20.6,11.3,0.0,39.67,24.42,19.14,0.0,,,,
2025-01-08T22:00:00Z,18.72,23.05,60.48,25.14,,,30.65,20.85,12.04,0.0,38.53,23.63,20.97,0.0,,,,
2025-01-08T23:00:00Z,19.13,30.44,60.89,22.98,,,41.53,28.43,9.96,0.0,34.97,21.55,21.93,0.0,,,,
2025-01-09T00:00:00Z,19.9,23.93,66.61,23.86,,,33.83,22.36,8.89,0.0,36.79,22.36,22.95,0.0,,,,
2025-01-09T01:00:00Z,18.06,22.37,72.68,23.51,,,30.15,20.49,7.08,0.0,36.51,21.97,28.81,0.0,,,,
2025-01-09T02:00:00Z,20.09,29.75,86.13,22.06,,,38.83,27.36,5.97,0.0,33.29,20.38,31.61,0.0,,,,
2025-01-09T03:00:00Z,18.11,24.69,80.84,20.91,,,32.63,22.43,5.7,0.0,31.0,19.27,23.54,0.0,,,,
2025-01-09T04:00:00Z,14.32,14.87,71.4,17.86,,,21.12,12.86,4.24,0.0,26.18,15.66,19.53,0.0,,,,
2025-01-09T05:00:00Z,9.71,8.4,62.72,15.26,,,13.4,6.92,3.61,0.0,22.47,13.33,19.79,0.0,,,,
