hour_utc,no2_ashby_rd_loughborough,pm25_ashby_rd_loughborough,no2_hawcliffe_rd_mountsorrel,pm25_hawcliffe_rd_mountsorrel,no2_wolsey_way_loughborough,pm25_wolsey_way_loughborough,pm10_ashby_rd_loughborough,pm1_ashby_rd_loughborough,no_ashby_rd_loughborough,o3_ashby_rd_loughborough,pm10_hawcliffe_rd_mountsorrel,pm1_hawcliffe_rd_mountsorrel,no_hawcliffe_rd_mountsorrel,o3_hawcliffe_rd_mountsorrel,pm10_wolsey_way_loughborough,pm1_wolsey_way_loughborough,no_wolsey_way_loughborough,o3_wolsey_way_loughborough
2025-06-12T16:00:00Z,7.28,8.85,27.26,12.12,,,11.97,5.14,0.0,21.83,17.54,8.91,0.0,128.88,,,,
2025-06-12T17:00:00Z,6.25,6.14,5.79,7.84,,,7.21,2.78,0.0,34.9,10.51,4.61,0.0,155.58,,,,
2025-06-12T18:00:00Z,12.44,4.04,7.58,6.3,,,4.59,1.16,0.0,32.33,8.1,3.36,0.0,164.86,,,,
2025-06-12T19:00:00Z,13.41,3.67,5.32,5.88,,,4.35,1.18,0.0,29.09,7.39,2.99,0.0,165.24,,,,
2025-06-12T20:00:00Z,13.89,2.9,17.03,5.05,,,3.88,0.8,0.0,23.47,6.54,2.3,0.0,158.56,,,,
2025-06-12T21:00:00Z,11.92,2.71,24.32,4.41,,,4.04,0.54,0.01,18.38,6.19,2.09,0.0,139.56,,,,
2025-06-12T22:00:00Z,12.13,2.69,34.55,5.59,,,4.58,0.86,0.01,16.0,8.82,3.34,0.0,102.0,,,,
2025-06-12T23:00:00Z,10.35,3.66,37.63,5.49,,,6.39,1.96,0.0,14.96,8.96,3.54,0.0,75.81,,,,
2025-06-13T00:00:00Z,9.36,3.05,33.61,5.58,,,5.59,1.31,0.01,13.29,9.24,3.79,0.0,68.53,,,,
2025-06-13T01:00:00Z,8.71,3.6,30.39,5.44,,,6.53,1.95,0.01,10.43,9.19,3.84,0.01,61.79,,,,
2025-06-13T02:00:00Z,7.98,4.17,27.41,6.25,,,7.28,2.55,0.11,8.08,10.57,4.58,0.0,52.35,,,,
2025-06-13T03:00:00Z,7.73,4.43,24.16,6.05,,,7.74,2.78,0.04,6.67,10.17,4.71,0.02,41.88,,,,
2025-06-13T04:00:00Z,8.1,4.29,21.18,6.17,,,7.8,2.81,0.14,0.63,10.41,5.01,0.45,39.47,,,,
2025-06-13T05:00:00Z,9.78,4.21,21.08,6.21,,,7.75,2.59,0.1,2.48,10.51,4.91,0.3,49.45,,,,
2025-06-13T06:00:00Z,8.05,4.16,25.18,6.91,,,7.36,2.35,0.38,3.44,11.31,5.03,0.0,39.64,,,,
2025-06-13T07:00:00Z,8.72,3.93,16.76,6.37,,,6.69,2.08,0.32,2.45,10.06,4.31,0.0,50.97,,,,
2025-06-13T08:00:00Z,5.26,5.59,3.41,7.99,,,8.46,2.96,0.36,5.45,11.96,5.28,0.0,73.36,,,,
2025-06-13T09:00:00Z,3.08,5.79,0.65,8.25,,,8.24,2.93,0.17,12.79,11.85,5.03,0.0,91.96,,,,
2025-06-13T10:00:00Z,4.61,5.52,1.8,7.5,,,7.66,2.61,0.16,13.46,10.32,4.14,0.0,104.65,,,,
2025-06-13T11:00:00Z,3.79,5.06,2.85,7.13,,,6.4,2.03,0.02,17.5,9.19,3.51,0.0,118.97,,,,
2025-06-13T12:00:00Z,3.89,4.98,6.06,7.24,,,5.94,1.71,0.09,21.61,9.27,3.56,0.0,130.31,,,,
2025-06-13T13:00:00Z,5.09,4.74,5.06,7.57,,,5.38,1.49,0.04,23.35,9.57,3.72,0.0,142.76,,,,
2025-06-13T14:00:00Z,4.92,4.43,6.59,7.15,,,4.88,1.08,0.0,24.21,8.71,3.31,0.0,152.94,,,,
2025-06-13T15:00:00Z,7.0,4.66,7.54,7.01,,,5.11,1.23,0.0,30.62,8.2,3.04,0.0,169.96,,,,
2025-06-13T16:00:00Z,8.24,5.03,5.91,7.4,,,5.49,1.37,0.0,38.12,8.66,3.34,0.0,176.67,,,,
2025-06-13T17:00:00Z,8.32,5.21,7.19,7.8,,,5.77,1.44,0.0,42.5,9.14,3.47,0.0,189.31,,,,
2025-06-13T18:00:00Z,11.01,5.43,8.49,8.05,,,5.94,1.71,0.0,40.69,9.35,3.75,0.0,200.79,,,,
2025-06-13T19:00:00Z,12.28,5.11,20.58,7.95,,,5.58,1.63,0.0,35.02,9.72,3.9,0.0,173.1,,,,
2025-06-13T20:00:00Z,14.32,4.88,30.96,7.96,,,5.52,1.48,0.0,26.98,10.48,4.3,0.0,137.83,,,,
2025-06-13T21:00:00Z,13.63,5.32,29.67,7.94,,,6.49,2.3,0.0,19.68,10.93,4.57,0.0,110.71,,,,
2025-06-13T22:00:00Z,12.5,6.99,33.45,8.64,,,9.36,3.55,0.0,20.32,12.46,5.5,0.0,117.0,,,,
2025-06-13T23:00:00Z,16.43,6.63,29.3,9.04,,,9.37,3.59,0.0,14.87,13.29,6.2,0.0,109.21,,,,
2025-06-14T00:00:00Z,15.22,5.89,26.05,8.6,,,8.62,3.17,0.0,11.38,13.0,6.16,0.0,91.98,,,,
2025-06-14T01:00:00Z,13.18,5.72,27.53,8.57,,,8.88,3.48,0.01,9.58,13.22,6.47,0.0,73.3,,,,
2025-06-14T02:00:00Z,12.76,5.57,24.76,9.05,,,8.81,3.42,0.01,1.81,13.81,7.01,0.0,67.05,,,,
2025-06-14T03:00:00Z,11.82,5.5,19.65,9.2,,,8.97,3.7,0.0,0.28,14.03,7.2,0.0,65.1,,,,
2025-06-14T04:00:00Z,10.5,5.46,18.65,8.69,,,9.01,3.94,0.06,0.01,13.49,6.58,0.0,62.46,,,,
2025-06-14T05:00:00Z,11.52,5.48,21.07,8.63,,,9.25,3.71,0.12,0.72,13.37,6.61,0.0,60.83,,,,
2025-06-14T06:00:00Z,7.68,5.49,16.14,8.36,,,9.09,3.43,0.04,4.94,12.75,6.19,0.0,61.28,,,,
2025-06-14T07:00:00Z,8.26,4.96,17.39,7.83,,,8.12,2.79,0.08,10.24,12.13,5.71,0.0,67.23,,,,
2025-06-14T08:00:00Z,8.71,5.96,16.55,8.54,,,9.26,3.75,0.01,9.7,12.95,6.34,0.0,84.47,,,,
2025-06-14T09:00:00Z,8.27,4.68,8.75,7.69,,,7.41,2.68,0.03,8.73,11.54,5.58,0.0,85.58,,,,
2025-06-14T10:00:00Z,1.89,4.45,1.14,7.45,,,6.45,2.07,0.07,13.57,11.04,4.58,0.0,91.39,,,,
2025-06-14T11:00:00Z,1.65,3.3,0.15,5.44,,,3.86,0.83,0.14,19.38,6.94,2.27,0.0,118.15,,,,
2025-06-14T12:00:00Z,3.98,2.36,1.83,3.3,,,2.61,0.07,0.02,22.5,3.66,0.48,0.0,140.41,,,,
2025-06-14T13:00:00Z,4.63,2.24,2.28,2.77,,,2.46,0.05,0.0,22.66,3.05,0.08,0.0,143.59,,,,
2025-06-14T14:00:00Z,8.09,2.36,3.13,3.36,,,2.6,0.02,0.0,22.65,3.69,0.48,0.0,149.62,,,,
2025-06-14T15:00:00Z,4.1,2.87,6.34,3.69,,,3.17,0.18,0.0,25.58,4.08,0.87,0.0,151.26,,,,
2025-06-14T16:00:00Z,9.16,3.25,3.12,4.54,,,3.57,0.39,0.0,23.88,5.04,1.39,0.0,149.18,,,,
2025-06-14T17:00:00Z,9.76,3.48,4.95,4.9,,,3.83,0.45,0.0,23.62,5.51,1.7,0.0,153.61,,,,
2025-06-14T18:00:00Z,14.82,3.67,10.26,5.5,,,4.05,0.93,0.0,17.92,6.42,2.21,0.0,150.88,,,,
2025-06-14T19:00:00Z,9.18,4.11,2.92,5.73,,,4.79,1.17,0.0,19.62,6.56,2.18,0.0,145.31,,,,
2025-06-14T20:00:00Z,10.93,3.82,17.13,5.26,,,4.59,1.09,0.01,16.1,6.15,2.14,0.0,139.01,,,,
2025-06-14T21:00:00Z,11.37,3.32,17.59,4.75,,,4.15,0.8,0.04,12.27,5.73,1.89,0.0,119.89,,,,
2025-06-14T22:00:00Z,11.28,3.12,20.59,4.7,,,4.1,0.77,0.05,11.09,6.09,2.15,0.0,110.94,,,,
2025-06-14T23:00:00Z,12.54,3.11,20.35,4.4,,,4.53,1.03,0.05,8.49,5.9,1.86,0.0,107.28,,,,
2025-06-15T00:00:00Z,11.47,3.29,25.93,4.61,,,5.17,1.43,0.08,9.41,6.99,2.4,0.0,92.66,,,,
2025-06-15T01:00:00Z,9.71,3.31,22.64,5.05,,,5.47,1.46,0.06,8.41,7.94,2.99,0.0,77.66,,,,
2025-06-15T02:00:00Z,7.36,4.03,20.44,5.62,,,6.57,2.12,0.14,7.36,8.87,3.59,0.0,74.11,,,,
2025-06-15T03:00:00Z,8.11,3.87,21.21,5.77,,,6.53,2.09,0.19,6.63,9.4,3.84,0.28,65.48,,,,
2025-06-15T04:00:00Z,7.22,4.0,18.2,5.99,,,6.73,2.19,0.18,6.75,9.72,4.04,0.42,63.68,,,,
2025-06-15T05:00:00Z,7.75,4.12,17.78,6.18,,,7.05,2.35,0.35,4.95,10.04,4.27,0.14,59.3,,,,
2025-06-15T06:00:00Z,7.11,4.06,16.4,5.82,,,6.88,2.27,0.3,5.17,9.4,3.88,0.13,59.08,,,,
2025-06-15T07:00:00Z,7.6,3.78,11.78,5.52,,,6.34,1.96,0.27,3.57,8.58,3.54,0.0,63.98,,,,
2025-06-15T08:00:00Z,7.97,3.15,10.32,5.3,,,5.33,1.42,0.26,3.4,8.09,3.12,0.0,69.47,,,,
2025-06-15T09:00:00Z,4.94,3.15,4.6,5.22,,,4.87,1.22,0.1,7.72,7.43,3.04,0.0,83.8,,,,
2025-06-15T10:00:00Z,7.65,3.13,16.71,5.19,,,4.62,1.17,0.1,7.57,7.53,3.08,0.0,90.41,,,,
2025-06-15T11:00:00Z,3.71,3.25,19.28,5.24,,,4.48,1.02,0.08,9.5,7.93,3.44,0.0,81.11,,,,
2025-06-15T12:00:00Z,3.44,3.35,3.05,5.2,,,4.02,0.86,0.11,12.78,6.91,2.79,0.0,89.89,,,,
2025-06-15T13:00:00Z,4.71,4.15,0.78,5.53,,,4.78,1.43,0.06,14.69,6.69,2.58,0.0,110.47,,,,
2025-06-15T14:00:00Z,1.9,4.36,0.22,6.36,,,4.8,1.18,0.04,20.34,7.58,2.94,0.0,125.39,,,,
2025-06-15T15:00:00Z,3.19,4.14,1.01,6.22,,,4.55,0.84,0.0,24.54,7.01,2.69,0.0,136.28,,,,
2025-06-15T16:00:00Z,4.74,3.82,4.63,5.34,,,4.19,0.54,0.0,28.47,6.0,2.08,0.0,135.39,,,,
2025-06-15T17:00:00Z,9.69,3.9,9.34,5.09,,,4.28,0.68,0.0,26.89,5.69,1.87,0.0,132.34,,,,
2025-06-15T18:00:00Z,14.9,3.09,15.45,4.48,,,3.38,0.4,0.0,19.23,4.94,1.71,0.0,125.3,,,,
2025-06-15T19:00:00Z,14.18,2.22,17.14,3.76,,,2.45,0.08,0.0,14.85,4.15,1.25,0.0,115.04,,,,
2025-06-15T20:00:00Z,14.52,1.93,29.25,2.85,,,2.43,0.16,0.02,10.78,3.57,0.99,0.0,100.27,,,,
2025-06-15T21:00:00Z,12.58,2.42,24.72,3.81,,,3.78,0.86,0.0,6.94,5.57,2.14,0.0,80.43,,,,
2025-06-15T22:00:00Z,10.39,2.8,20.7,4.62,,,4.6,1.37,0.0,4.1,6.88,3.1,0.0,71.42,,,,
2025-06-15T23:00:00Z,10.52,2.87,19.82,4.98,,,5.04,1.52,0.03,1.65,7.6,3.66,0.0,65.27,,,,
2025-06-16T00:00:00Z,9.25,2.88,18.24,4.56,,,5.16,1.71,0.03,1.32,7.17,3.37,0.03,61.49,,,,
2025-06-16T01:00:00Z,8.1,2.76,16.33,4.64,,,5.0,1.61,0.1,1.2,7.32,3.45,0.0,58.95,,,,
2025-06-16T02:00:00Z,7.52,2.68,16.6,4.34,,,5.12,1.65,0.1,1.31,7.04,3.21,0.06,55.31,,,,
2025-06-16T03:00:00Z,7.27,2.68,16.13,4.57,,,5.2,1.67,0.14,1.16,7.43,3.47,0.0,53.21,,,,
2025-06-16T04:00:00Z,7.59,2.96,16.13,4.73,,,5.69,1.95,0.13,0.18,7.79,3.7,0.04,52.0,,,,
2025-06-16T05:00:00Z,8.98,3.27,23.71,5.13,,,6.17,2.4,0.43,0.01,8.38,4.12,0.0,33.82,,,,
2025-06-16T06:00:00Z,8.95,3.4,26.34,5.65,,,6.16,2.32,0.53,0.0,9.01,4.51,0.0,29.46,,,,
2025-06-16T07:00:00Z,9.97,3.54,27.89,6.31,,,5.91,2.12,0.73,0.0,9.73,4.74,0.0,26.18,,,,
2025-06-16T08:00:00Z,9.57,3.78,10.82,5.64,,,5.96,2.14,0.47,0.41,8.11,3.56,0.0,55.49,,,,
2025-06-16T09:00:00Z,6.04,3.28,5.86,5.64,,,4.72,1.45,0.06,3.56,7.62,3.34,0.0,74.19,,,,
2025-06-16T10:00:00Z,4.19,3.69,4.41,6.97,,,4.87,1.55,0.09,9.98,9.3,4.2,0.0,90.72,,,,
2025-06-16T11:00:00Z,4.56,4.12,4.89,7.31,,,5.09,1.84,0.03,13.65,9.68,4.07,0.0,105.7,,,,
2025-06-16T12:00:00Z,4.96,4.47,5.37,7.53,,,5.15,1.85,0.01,17.55,9.82,4.14,0.0,127.91,,,,
2025-06-16T13:00:00Z,5.14,4.73,5.15,7.19,,,5.26,1.83,0.05,22.17,9.08,3.89,0.0,147.71,,,,
2025-06-16T14:00:00Z,5.6,4.44,3.62,7.01,,,4.83,1.49,0.0,24.76,8.43,3.54,0.0,157.71,,,,
2025-06-16T15:00:00Z,7.82,5.01,6.91,7.27,,,5.48,1.93,0.0,27.19,9.0,3.74,0.0,161.42,,,,
2025-06-16T16:00:00Z,11.4,5.27,8.69,7.59,,,5.79,1.99,0.0,26.66,9.53,3.93,0.0,163.35,,,,
2025-06-16T17:00:00Z,8.7,5.52,4.9,7.84,,,6.04,2.21,0.0,29.06,9.75,4.05,0.0,168.4,,,,
2025-06-16T18:00:00Z,14.8,5.52,5.77,7.45,,,6.05,2.2,0.0,24.67,9.09,3.7,0.0,170.63,,,,
2025-06-16T19:00:00Z,15.18,5.33,10.63,7.55,,,6.01,2.19,0.0,19.92,9.14,3.84,0.0,161.9,,,,
2025-06-16T20:00:00Z,16.22,4.53,21.95,7.47,,,5.37,1.79,0.0,15.26,9.46,3.98,0.0,147.67,,,,
2025-06-16T21:00:00Z,16.33,4.59,35.43,7.15,,,5.99,2.18,0.0,10.95,9.72,4.45,0.0,122.7,,,,
2025-06-16T22:00:00Z,14.31,4.98,29.51,7.33,,,7.2,2.71,0.0,9.38,10.33,4.93,0.0,104.39,,,,
2025-06-16T23:00:00Z,11.83,5.44,25.68,7.66,,,7.92,3.23,0.05,6.12,11.25,5.48,0.0,83.75,,,,
2025-06-17T00:00:00Z,10.52,6.85,21.26,9.51,,,10.15,4.48,0.06,5.14,14.02,7.27,0.0,71.45,,,,
2025-06-17T01:00:00Z,9.56,6.78,19.73,10.16,,,10.21,4.64,0.03,4.16,14.95,8.0,0.0,68.2,,,,
2025-06-17T02:00:00Z,9.9,6.73,19.59,10.39,,,10.37,4.95,0.03,0.95,15.42,8.48,0.0,59.91,,,,
2025-06-17T03:00:00Z,8.61,6.97,22.62,10.94,,,10.87,5.11,0.12,0.36,16.25,9.17,0.0,45.05,,,,
2025-06-17T04:00:00Z,7.53,7.34,15.44,11.51,,,11.38,5.3,0.23,0.18,17.1,9.34,0.35,40.35,,,,
2025-06-17T05:00:00Z,7.55,5.74,10.91,8.32,,,9.04,3.83,0.51,0.55,12.79,6.29,0.27,48.77,,,,
2025-06-17T06:00:00Z,9.5,5.98,18.82,8.04,,,9.04,4.0,0.27,0.0,12.07,5.79,0.0,43.25,,,,
2025-06-17T07:00:00Z,10.5,5.89,21.14,9.0,,,8.67,3.59,0.67,0.04,13.62,6.2,0.0,40.51,,,,
2025-06-17T08:00:00Z,11.97,5.42,16.18,8.76,,,7.82,3.08,1.16,0.0,13.15,5.77,0.0,54.3,,,,
2025-06-17T09:00:00Z,9.64,5.68,11.37,9.24,,,8.04,3.08,0.63,2.1,13.37,5.78,0.0,70.86,,,,
2025-06-17T10:00:00Z,8.25,6.98,9.76,9.99,,,9.78,3.67,0.17,7.17,14.35,6.11,0.0,91.24,,,,
2025-06-17T11:00:00Z,6.99,8.38,14.86,11.76,,,11.58,4.42,0.1,13.18,17.16,7.18,0.0,101.82,,,,
2025-06-17T12:00:00Z,6.66,8.64,8.28,12.1,,,11.7,4.7,0.02,18.7,17.56,7.43,0.0,128.55,,,,
2025-06-17T13:00:00Z,4.89,9.86,10.92,12.98,,,13.17,5.18,0.0,25.25,18.85,7.98,0.0,137.66,,,,
2025-06-17T14:00:00Z,3.71,11.2,12.29,13.5,,,15.05,6.06,0.0,30.93,19.31,8.21,0.0,152.02,,,,
2025-06-17T15:00:00Z,5.87,12.74,7.57,15.8,,,17.38,6.78,0.0,34.96,23.55,9.87,0.0,169.61,,,,
2025-06-17T16:00:00Z,9.13,14.56,8.18,17.7,,,20.61,7.8,0.0,36.19,26.79,11.25,0.0,179.99,,,,
2025-06-17T17:00:00Z,12.02,14.7,5.16,18.72,,,20.49,7.91,0.0,33.1,28.83,12.22,0.0,182.34,,,,
2025-06-17T18:00:00Z,12.2,16.72,3.56,20.99,,,24.41,9.39,0.0,32.54,35.04,14.25,0.0,190.94,,,,
2025-06-17T19:00:00Z,13.97,10.26,24.58,16.44,,,13.92,5.28,0.0,26.01,25.36,10.66,0.0,154.59,,,,
2025-06-17T20:00:00Z,14.65,6.14,30.4,9.41,,,7.91,2.81,0.0,15.22,13.16,5.67,0.0,114.22,,,,
2025-06-17T21:00:00Z,13.08,3.35,26.85,5.94,,,4.32,1.09,0.0,10.48,8.17,3.22,0.0,98.13,,,,
2025-06-17T22:00:00Z,11.63,3.32,23.3,5.03,,,4.59,1.2,0.0,8.6,7.12,2.63,0.0,87.74,,,,
2025-06-17T23:00:00Z,10.52,2.15,21.95,3.75,,,3.4,0.34,0.0,6.95,5.47,1.73,0.0,79.55,,,,
2025-06-18T00:00:00Z,10.86,3.07,18.97,4.52,,,4.96,1.15,0.06,5.26,6.82,2.56,0.0,81.66,,,,
2025-06-18T01:00:00Z,11.63,3.28,22.16,4.87,,,5.53,1.56,0.04,3.69,7.69,3.07,0.0,76.15,,,,
2025-06-18T02:00:00Z,10.52,3.42,21.52,5.06,,,6.12,1.8,0.0,1.41,8.19,3.3,0.0,60.83,,,,
2025-06-18T03:00:00Z,8.99,3.7,24.96,5.68,,,6.83,2.31,0.11,0.3,9.44,4.02,0.19,49.27,,,,
2025-06-18T04:00:00Z,8.97,4.57,18.01,6.62,,,8.02,2.86,0.1,0.08,10.71,4.73,0.0,51.54,,,,
2025-06-18T05:00:00Z,9.31,4.7,18.45,7.15,,,8.04,2.87,0.22,0.0,11.28,4.97,0.0,49.64,,,,
2025-06-18T06:00:00Z,8.47,5.21,26.77,7.06,,,8.49,3.18,0.21,0.06,11.14,4.85,0.0,33.86,,,,
2025-06-18T07:00:00Z,8.63,5.0,22.29,7.25,,,8.0,2.73,0.37,0.47,11.1,4.99,0.0,41.62,,,,
2025-06-18T08:00:00Z,8.01,5.08,8.15,7.04,,,7.8,2.53,0.38,3.11,10.39,4.49,0.0,67.93,,,,
2025-06-18T09:00:00Z,7.8,6.13,8.55,8.32,,,8.76,3.44,0.36,6.24,11.92,5.27,0.0,78.88,,,,
2025-06-18T10:00:00Z,3.38,5.17,4.25,8.63,,,6.85,2.63,0.08,11.53,11.95,5.28,0.0,97.67,,,,
2025-06-18T11:00:00Z,2.51,4.59,0.8,6.89,,,5.3,1.77,0.02,18.22,8.36,3.63,0.0,124.8,,,,
2025-06-18T12:00:00Z,2.82,5.25,1.62,7.63,,,6.04,2.25,0.0,25.23,9.29,4.09,0.0,148.96,,,,
2025-06-18T13:00:00Z,3.73,5.41,3.69,8.14,,,5.92,2.24,0.0,27.98,10.09,4.52,0.0,162.82,,,,
2025-06-18T14:00:00Z,3.32,6.54,2.22,8.47,,,7.54,3.25,0.0,31.04,10.46,4.54,0.0,172.56,,,,
2025-06-18T15:00:00Z,5.02,5.93,5.23,8.57,,,6.48,2.25,0.0,37.49,10.39,4.6,0.0,176.06,,,,
2025-06-18T16:00:00Z,4.13,6.11,3.79,9.13,,,6.64,2.21,0.0,48.08,11.6,5.0,0.0,184.5,,,,
2025-06-18T17:00:00Z,6.91,6.22,1.07,8.88,,,6.79,2.51,0.0,47.63,10.79,4.79,0.0,199.91,,,,
2025-06-18T18:00:00Z,9.75,6.28,0.43,8.63,,,6.85,2.61,0.0,40.09,10.24,4.61,0.0,206.29,,,,
2025-06-18T19:00:00Z,12.88,5.88,2.05,8.49,,,6.37,2.43,0.0,31.43,10.05,4.45,0.0,198.66,,,,
2025-06-18T20:00:00Z,12.97,5.46,15.27,8.15,,,6.08,2.26,0.0,24.82,9.87,4.39,0.0,170.03,,,,
2025-06-18T21:00:00Z,14.1,5.24,23.75,8.01,,,6.3,2.36,0.0,17.58,10.09,4.54,0.0,135.58,,,,
2025-06-18T22:00:00Z,15.72,5.37,36.38,7.77,,,7.1,2.69,0.0,14.51,10.49,4.75,0.0,116.68,,,,
2025-06-18T23:00:00Z,9.2,4.08,25.91,5.5,,,5.35,1.85,0.0,14.19,7.59,3.17,0.0,97.49,,,,
2025-06-19T00:00:00Z,10.45,5.66,23.76,5.62,,,7.53,3.43,0.0,6.93,7.82,3.31,0.0,85.04,,,,
2025-06-19T01:00:00Z,11.94,3.29,21.4,5.26,,,5.08,1.51,0.0,1.05,7.57,3.1,0.0,78.15,,,,
2025-06-19T02:00:00Z,9.99,3.33,22.48,5.52,,,5.49,1.78,0.07,0.53,8.18,3.43,0.0,69.88,,,,
2025-06-19T03:00:00Z,10.13,3.6,27.98,6.55,,,6.27,2.16,0.1,0.05,9.88,4.6,0.0,56.2,,,,
2025-06-19T04:00:00Z,10.74,3.97,35.06,6.91,,,7.05,2.65,0.34,0.0,10.69,5.13,0.06,24.6,,,,
2025-06-19T05:00:00Z,17.06,4.23,36.07,7.11,,,7.48,3.01,2.28,0.0,11.09,5.35,0.09,8.65,,,,
2025-06-19T06:00:00Z,10.16,4.68,36.83,8.05,,,7.47,2.94,0.99,0.0,12.21,5.86,0.16,13.86,,,,
2025-06-19T07:00:00Z,4.74,4.59,23.21,9.15,,,6.68,2.37,0.16,1.31,13.52,6.48,0.0,44.99,,,,
2025-06-19T08:00:00Z,6.22,4.9,11.93,8.76,,,7.02,2.44,0.19,5.02,12.54,5.91,0.0,65.24,,,,
2025-06-19T09:00:00Z,3.67,4.39,7.45,7.63,,,5.43,1.8,0.05,11.42,10.28,4.64,0.0,80.11,,,,
2025-06-19T10:00:00Z,3.25,4.2,5.5,6.22,,,4.85,1.39,0.0,15.56,7.44,3.09,0.0,100.27,,,,
2025-06-19T11:00:00Z,3.64,4.36,4.83,6.88,,,4.83,1.34,0.01,20.73,7.99,3.43,0.0,133.38,,,,
2025-06-19T12:00:00Z,3.12,4.88,4.85,6.95,,,5.32,1.56,0.23,28.24,7.9,3.34,0.0,163.64,,,,
2025-06-19T13:00:00Z,3.13,5.33,6.02,7.83,,,5.92,1.81,0.0,35.66,9.1,3.94,0.0,187.66,,,,
2025-06-19T14:00:00Z,2.44,6.34,4.06,8.88,,,6.9,2.45,0.0,45.66,10.64,4.61,0.0,207.98,,,,
2025-06-19T15:00:00Z,3.5,7.3,4.72,9.82,,,7.95,2.91,0.0,56.83,12.32,5.22,0.0,219.3,,,,
2025-06-19T16:00:00Z,3.32,7.58,4.36,10.07,,,8.18,3.27,0.0,64.36,12.64,5.36,0.0,224.33,,,,
2025-06-19T17:00:00Z,3.12,7.78,2.67,10.63,,,8.49,3.27,0.0,62.08,13.51,5.79,0.0,224.54,,,,
2025-06-19T18:00:00Z,8.75,8.21,2.5,10.56,,,9.31,3.61,0.0,45.92,13.37,5.81,0.0,215.23,,,,
2025-06-19T19:00:00Z,14.43,8.3,7.73,9.94,,,9.94,4.17,0.0,33.05,12.48,5.48,0.0,195.24,,,,
2025-06-19T20:00:00Z,19.94,5.95,30.54,7.86,,,7.23,2.87,0.0,25.37,9.8,4.41,0.0,152.12,,,,
2025-06-19T21:00:00Z,14.6,5.13,30.38,7.4,,,6.64,2.3,0.0,17.1,10.06,4.53,0.0,123.09,,,,
2025-06-19T22:00:00Z,14.35,4.92,34.77,7.87,,,6.64,2.47,0.0,12.63,11.31,5.29,0.0,111.52,,,,
2025-06-19T23:00:00Z,14.79,5.37,32.32,8.71,,,8.0,2.95,0.03,12.57,13.04,6.43,0.0,97.24,,,,
2025-06-20T00:00:00Z,13.12,5.6,29.98,10.01,,,8.58,3.59,0.0,8.0,14.91,7.97,0.0,74.31,,,,
2025-06-20T01:00:00Z,11.96,6.48,20.77,11.23,,,10.14,4.41,0.01,6.33,16.66,9.23,0.0,73.67,,,,
2025-06-20T02:00:00Z,8.34,8.04,13.96,11.29,,,12.43,5.57,0.02,7.97,16.68,9.19,0.0,78.72,,,,
2025-06-20T03:00:00Z,8.73,7.39,16.83,12.18,,,11.3,4.98,0.05,8.0,17.91,9.97,0.0,84.2,,,,
2025-06-20T04:00:00Z,9.28,7.71,22.1,13.36,,,11.75,5.34,0.01,6.06,19.62,11.26,0.01,68.04,,,,
2025-06-20T05:00:00Z,9.95,8.31,26.01,14.25,,,12.46,5.98,0.03,7.47,20.86,12.05,0.0,50.5,,,,
2025-06-20T06:00:00Z,7.22,8.11,22.64,14.16,,,11.94,5.13,0.13,9.21,20.95,11.34,0.0,50.8,,,,
2025-06-20T07:00:00Z,8.27,7.19,10.69,11.79,,,10.44,4.37,0.09,7.56,17.31,8.77,0.0,78.63,,,,
2025-06-20T08:00:00Z,9.57,7.6,13.29,11.97,,,10.71,4.78,0.02,11.23,17.34,8.72,0.0,90.85,,,,
2025-06-20T09:00:00Z,7.35,7.47,8.61,12.27,,,10.28,4.5,0.0,14.92,17.52,8.68,0.0,112.37,,,,
2025-06-20T10:00:00Z,3.85,8.39,4.01,12.18,,,11.17,5.16,0.0,28.21,17.26,8.43,0.0,160.04,,,,
2025-06-20T11:00:00Z,3.06,9.16,5.16,12.66,,,12.01,5.47,0.0,38.05,17.77,8.78,0.0,188.41,,,,
2025-06-20T12:00:00Z,3.94,9.17,3.04,12.85,,,11.84,5.55,0.0,40.94,17.74,8.7,0.0,207.09,,,,
2025-06-20T13:00:00Z,4.18,8.29,2.93,11.87,,,10.26,4.57,0.0,43.13,15.99,7.65,0.0,219.17,,,,
2025-06-20T14:00:00Z,4.95,8.09,5.8,11.13,,,9.77,4.3,0.0,43.55,14.86,7.09,0.0,215.51,,,,
2025-06-20T15:00:00Z,3.31,7.49,1.84,10.83,,,8.39,3.61,0.0,46.04,14.18,6.76,0.0,219.49,,,,
2025-06-20T16:00:00Z,11.63,7.45,7.43,10.57,,,8.67,3.87,0.0,43.6,13.76,6.54,0.19,219.33,,,,
2025-06-20T17:00:00Z,11.47,7.76,11.39,10.92,,,9.34,4.1,0.0,41.95,14.7,7.11,0.0,217.79,,,,
2025-06-20T18:00:00Z,8.7,7.7,11.34,10.46,,,9.2,4.1,0.0,42.71,13.99,6.93,0.0,203.47,,,,
2025-06-20T19:00:00Z,7.99,7.55,1.39,10.56,,,9.18,4.02,0.0,44.68,13.82,6.88,0.0,212.8,,,,
2025-06-20T20:00:00Z,11.92,7.6,14.39,10.14,,,9.65,4.38,0.0,36.14,13.52,6.67,0.0,195.76,,,,
2025-06-20T21:00:00Z,12.57,6.96,25.77,9.78,,,9.03,4.02,0.0,29.34,13.34,6.77,0.0,161.46,,,,
